﻿﻿﻿﻿﻿﻿﻿inDate,inTime,6151434000113PV-15000T-U 6151434000113 仁德懷恩,6151434000114PV-15000T-U 6151434000114 仁德懷恩
2017-12-09,00:00:00,0,0
2017-12-09,00:20:00,0,0
2017-12-09,00:40:00,0,0
2017-12-09,01:00:00,0,0
2017-12-09,01:20:00,0,0
2017-12-09,01:40:00,0,0
2017-12-09,02:00:00,0,0
2017-12-09,02:20:00,0,0
2017-12-09,02:40:00,0,0
2017-12-09,03:00:00,0,0
2017-12-09,03:20:00,0,0
2017-12-09,03:40:00,0,0
2017-12-09,04:00:00,0,0
2017-12-09,04:20:00,0,0
2017-12-09,04:40:00,0,0
2017-12-09,05:00:00,0,0
2017-12-09,05:20:00,0,0
2017-12-09,05:40:00,0,0
2017-12-09,06:00:00,0,0
2017-12-09,06:20:00,0,0
2017-12-09,06:40:00,0,0
2017-12-09,07:00:00,0.02295,0.0213
2017-12-09,07:20:00,0.1182,0.11805
2017-12-09,07:40:00,0.4081,0.41295
2017-12-09,08:00:00,0.8901,0.9102
2017-12-09,08:20:00,0.934,0.964
2017-12-09,08:40:00,1.2759,1.30795
2017-12-09,09:00:00,1.0724,1.1296
2017-12-09,09:20:00,0.6429,0.66485
2017-12-09,09:40:00,1.1875,1.22115
2017-12-09,10:00:00,1.31415,1.3427
2017-12-09,10:20:00,1.00275,1.0324
2017-12-09,10:40:00,1.35815,1.39795
2017-12-09,11:00:00,1.1221,1.16245
2017-12-09,11:20:00,1.3175,1.3273
2017-12-09,11:40:00,1.44355,1.4729
2017-12-09,12:00:00,1.42755,1.4962
2017-12-09,12:20:00,1.5008,1.5392
2017-12-09,12:40:00,1.7111,1.8
2017-12-09,13:00:00,2.4888,2.4998
2017-12-09,13:20:00,3.96455,4.03845
2017-12-09,13:40:00,3.0316,3.0947
2017-12-09,14:00:00,3.72205,3.75935
2017-12-09,14:20:00,4.1585,4.17115
2017-12-09,14:40:00,4.7318,4.7937
2017-12-09,15:00:00,3.61975,3.7027
2017-12-09,15:20:00,1.72655,1.77175
2017-12-09,15:40:00,1.73475,1.82975
2017-12-09,16:00:00,1.3283,1.5153
2017-12-09,16:20:00,0.9361,1.08035
2017-12-09,16:40:00,0.2716,0.3157
2017-12-09,17:00:00,0.01095,0.01345
2017-12-09,17:20:00,0,0
2017-12-09,17:40:00,0,0
2017-12-09,18:00:00,0,0
2017-12-09,18:20:00,0,0
2017-12-09,18:40:00,0,0
2017-12-09,19:00:00,0,0
2017-12-09,19:20:00,0,0
2017-12-09,19:40:00,0,0
2017-12-09,20:00:00,0,0
2017-12-09,20:20:00,0,0
2017-12-09,20:40:00,0,0
2017-12-09,21:00:00,0,0
2017-12-09,21:20:00,0,0
2017-12-09,21:40:00,0,0
2017-12-09,22:00:00,0,0
2017-12-09,22:20:00,0,0
2017-12-09,22:40:00,0,0
2017-12-09,23:00:00,0,0
2017-12-09,23:20:00,0,0
2017-12-09,23:40:00,0,0
