﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11C1525000225沙田路-01_無Cap 關AFD,11C1525000202沙田路-02_加Cap 開AFD,11C1520000140沙田路-03_加Cap 開AFD,11C1520000179沙田路-04_加Cap 關AFD,11C1525000201沙田路-05_加Cap 關AFD,11C1520000174沙田路-06_無Cap 關AFD,11D1507000056PV-3000N-V 11D1507000056 沙田路-07,11D1507000013PV-3000N-V 11D1507000013 沙田路-08,11D1507000050PV-3000N-V 11D1507000050 沙田路-09,11D1507000059PV-3000N-V 11D1507000059 沙田路-10,11D1507000060PV-3000N-V 11D1507000060 沙田路-11,11D1507000004PV-3000N-V 11D1507000004 沙田路-12
2017-11-08,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,06:00:00,0,0,0,0,0,0,5.0E-5,5.0E-5,0,0.0001,5.0E-5,0.0001
2017-11-08,06:20:00,0.0504,0.0605,0.0605,0.05405,0.05905,0.06825,0.0305,0.02895,0.01705,0.0452,0.02445,0.0429
2017-11-08,06:40:00,0.18755,0.1971,0.1864,0.1896,0.2028,0.21775,0.0918,0.0926,0.07405,0.12545,0.0976,0.11785
2017-11-08,07:00:00,0.44365,0.45675,0.4441,0.4485,0.45795,0.4823,0.22525,0.2272,0.20035,0.30915,0.2604,0.29705
2017-11-08,07:20:00,0.86165,0.87405,0.84325,0.85335,0.8787,0.91365,0.3963,0.3914,0.3487,0.59165,0.51315,0.54105
2017-11-08,07:40:00,1.40975,1.4227,1.39585,1.41155,1.43395,1.45635,0.5977,0.575,0.5106,0.9174,0.8212,0.811
2017-11-08,08:00:00,1.80765,1.83655,1.8176,1.79085,1.8182,1.90645,0.8465,0.8208,0.70535,1.18075,1.0725,1.1202
2017-11-08,08:20:00,2.16265,2.1881,2.15765,2.18625,2.21235,2.26965,0.9955,0.9586,0.8648,1.34245,1.21435,1.3255
2017-11-08,08:40:00,2.4808,2.49015,2.47035,2.4926,2.5119,2.57825,1.1825,1.11575,1.01155,1.5522,1.41035,1.5362
2017-11-08,09:00:00,2.76775,2.7767,2.75745,2.77845,2.79895,2.8791,1.34535,1.27285,1.15975,1.71205,1.5548,1.69545
2017-11-08,09:20:00,3.0226,3.03405,3.01345,3.0345,3.0546,3.14355,1.5002,1.41625,1.30405,1.8552,1.68655,1.8432
2017-11-08,09:40:00,3.26005,3.2726,3.24905,3.27075,3.28765,3.3909,1.64645,1.5588,1.4408,1.9809,1.80125,1.96785
2017-11-08,10:00:00,3.42305,3.42875,3.39755,3.4154,3.4336,3.5485,1.7348,1.6481,1.5272,2.0591,1.8768,2.05365
2017-11-08,10:20:00,3.59045,3.58835,3.56205,3.5726,3.594,3.7172,1.8388,1.762,1.6316,2.1604,1.9714,2.15625
2017-11-08,10:40:00,3.7464,3.744,3.7187,3.72425,3.74175,3.8777,1.9528,1.87965,1.74135,2.25,2.05455,2.2395
2017-11-08,11:00:00,3.7441,3.7373,3.72415,3.7192,3.7328,3.86505,1.93355,1.8693,1.7316,2.20045,2.00515,2.1917
2017-11-08,11:20:00,3.75615,3.7336,3.73165,3.71605,3.7359,3.88425,1.9872,1.91315,1.7697,2.24765,2.05245,2.2398
2017-11-08,11:40:00,3.76755,3.74695,3.7368,3.725,3.7468,3.8902,2.0026,1.93,1.77825,2.2439,2.0512,2.23335
2017-11-08,12:00:00,3.749,3.7243,3.72385,3.6026,3.62195,3.87125,2.0185,1.94335,1.72305,2.2337,2.0402,2.1432
2017-11-08,12:20:00,3.5832,3.56305,3.5608,3.54195,3.5565,3.6998,1.95635,1.8829,1.7413,2.14595,1.9681,2.1459
2017-11-08,12:40:00,3.61875,3.60425,3.60065,3.58745,3.60775,3.7505,1.97785,1.90165,1.7602,2.153,1.97345,2.15985
2017-11-08,13:00:00,3.47975,3.45995,3.4675,3.4485,3.4667,3.60495,1.916,1.83885,1.7016,2.05595,1.88635,2.06605
2017-11-08,13:20:00,3.27145,3.2576,3.2634,3.2439,3.2628,3.391,1.8254,1.75205,1.6195,1.91905,1.77605,1.94385
2017-11-08,13:40:00,3.0856,3.06555,3.0849,3.0574,2.85685,3.1991,1.73415,1.64665,1.5092,1.7663,1.6498,1.8338
2017-11-08,14:00:00,2.8271,2.80425,2.8319,2.8005,2.8121,2.9331,1.57605,1.5064,1.38415,1.6201,1.49005,1.6643
2017-11-08,14:20:00,2.51265,2.48315,2.51835,2.48205,2.49155,2.5992,1.43435,1.3757,1.26515,1.4483,1.34005,1.47645
2017-11-08,14:40:00,2.2314,2.2055,2.2484,2.20855,2.21605,2.32005,1.27225,1.22145,1.1143,1.28295,1.1717,1.2983
2017-11-08,15:00:00,1.90265,1.87805,1.92515,1.88345,1.8919,1.9822,1.0971,1.0702,0.9756,1.11875,0.98995,1.08525
2017-11-08,15:20:00,1.5133,1.48855,1.53735,1.4956,1.31055,1.5835,0.92345,0.88705,0.8035,0.8956,0.80885,0.8869
2017-11-08,15:40:00,1.18925,1.16005,1.12005,1.1032,0.70855,0.60465,0.7723,0.7388,0.67645,0.73145,0.6556,0.7137
2017-11-08,16:00:00,0.81075,0.72025,0.7974,0.50645,0.49815,0.4435,0.5406,0.5134,0.46535,0.4885,0.4355,0.49075
2017-11-08,16:20:00,0.3604,0.3444,0.4049,0.34335,0.32575,0.2708,0.2469,0.2405,0.2112,0.22855,0.1986,0.22905
2017-11-08,16:40:00,0.12545,0.1353,0.14155,0.12315,0.12565,0.1429,0.058,0.0634,0.0442,0.06425,0.04685,0.0629
2017-11-08,17:00:00,0.007,0.01065,0.01165,0.0046,0.0027,0.0056,0.0013,0.0031,0.00025,0.0027,0.0012,0.0029
2017-11-08,17:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,17:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,18:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,18:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,19:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,20:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,21:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,21:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,22:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,22:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,23:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-08,23:40:00,0,0,0,0,0,0,0,0,0,0,0,0
