﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10R1634000104PV-3000N-V 10R1634000104台西海產路#1,10R1634000096PV-3000N-V 10R1634000096台西海產路#2,10R1634000099PV-3000N-V 10R1634000099台西海產路#3,10R1634000079PV-3000N-V 10R1634000079台西海產路#4,10R1631000069PV-3000N-V 10R1631000069台西海產路#5,10R1634000081PV-3000N-V 10R1634000081台西海產路#6
2017-11-18,00:00:00,0,0,0,0,0,0
2017-11-18,00:20:00,0,0,0,0,0,0
2017-11-18,00:40:00,0,0,0,0,0,0
2017-11-18,01:00:00,0,0,0,0,0,0
2017-11-18,01:20:00,0,0,0,0,0,0
2017-11-18,01:40:00,0,0,0,0,0,0
2017-11-18,02:00:00,0,0,0,0,0,0
2017-11-18,02:20:00,0,0,0,0,0,0
2017-11-18,02:40:00,0,0,0,0,0,0
2017-11-18,03:00:00,0,0,0,0,0,0
2017-11-18,03:20:00,0,0,0,0,0,0
2017-11-18,03:40:00,0,0,0,0,0,0
2017-11-18,04:00:00,0,0,0,0,0,0
2017-11-18,04:20:00,0,0,0,0,0,0
2017-11-18,04:40:00,0,0,0,0,0,0
2017-11-18,05:00:00,0,0,0,0,0,0
2017-11-18,05:20:00,0,0,0,0,0,0
2017-11-18,05:40:00,0,0,0,0,0,0
2017-11-18,06:00:00,0,5.0E-5,0,0,0,0
2017-11-18,06:20:00,0.0054,0.00495,0.0113,0.0055,0.00845,0.0101
2017-11-18,06:40:00,0.0494,0.0623,0.0686,0.05095,0.05605,0.07105
2017-11-18,07:00:00,0.2622,0.2461,0.25675,0.19855,0.2379,0.2456
2017-11-18,07:20:00,0.4602,0.42245,0.496,0.4253,0.42045,0.4203
2017-11-18,07:40:00,0.65685,0.6034,0.7065,0.64345,0.59985,0.5988
2017-11-18,08:00:00,0.89225,0.8187,0.95805,0.8183,0.81525,0.8126
2017-11-18,08:20:00,1.09555,1.00905,1.17315,1.06765,0.99975,0.99805
2017-11-18,08:40:00,0.96845,0.89035,1.0351,1.00215,0.87995,0.8811
2017-11-18,09:00:00,1.4463,1.33055,1.5455,1.38405,1.31595,1.3109
2017-11-18,09:20:00,1.231,1.1334,1.31145,1.1721,1.121,1.11955
2017-11-18,09:40:00,1.4472,1.33985,1.5489,1.3542,1.32055,1.3163
2017-11-18,10:00:00,1.5442,1.42575,1.6482,1.52425,1.40005,1.3928
2017-11-18,10:20:00,0.9486,0.87725,1.0167,1.12325,0.8444,0.8241
2017-11-18,10:40:00,1.43585,1.3197,1.5302,1.2249,1.299,1.28435
2017-11-18,11:00:00,2.07785,1.91455,2.2109,2.02755,1.89075,1.88615
2017-11-18,11:20:00,2.1063,1.94135,2.24155,2.07105,1.91595,1.9114
2017-11-18,11:40:00,2.13105,1.96495,2.2687,2.0978,1.94005,1.9354
2017-11-18,12:00:00,2.1264,1.95805,2.2658,2.09355,1.9326,1.92855
2017-11-18,12:20:00,2.08235,1.917,2.21145,2.0653,1.88595,1.88305
2017-11-18,12:40:00,1.84515,1.7026,1.9692,1.8174,1.6851,1.67895
2017-11-18,13:00:00,1.9363,1.7802,2.057,1.92505,1.7566,1.7551
2017-11-18,13:20:00,1.8824,1.72765,1.99905,1.84925,1.70395,1.70395
2017-11-18,13:40:00,1.75695,1.61085,1.8656,1.74765,1.5872,1.58525
2017-11-18,14:00:00,1.65995,1.5273,1.75595,1.6624,1.5046,1.50825
2017-11-18,14:20:00,1.37295,1.257,1.45275,1.3681,1.24075,1.24035
2017-11-18,14:40:00,1.36155,1.25005,1.43955,1.36415,1.23495,1.2404
2017-11-18,15:00:00,1.1473,1.0517,1.2106,1.16455,1.03745,1.04465
2017-11-18,15:20:00,0.95195,0.8711,1.00345,0.9717,0.85945,0.8675
2017-11-18,15:40:00,0.7386,0.67545,0.77715,0.75545,0.6654,0.6752
2017-11-18,16:00:00,0.49415,0.4415,0.5139,0.51855,0.4405,0.45475
2017-11-18,16:20:00,0.2368,0.1964,0.2399,0.23455,0.20695,0.22775
2017-11-18,16:40:00,0.0548,0.0505,0.05685,0.0583,0.04905,0.06075
2017-11-18,17:00:00,0.0003,0.0002,0.0019,0.00365,0.0005,0.00095
2017-11-18,17:20:00,0,0,0,0,0,0
2017-11-18,17:40:00,0,0,0,0,0,0
2017-11-18,18:00:00,0,0,0,0,0,0
2017-11-18,18:20:00,0,0,0,0,0,0
2017-11-18,18:40:00,0,0,0,0,0,0
2017-11-18,19:00:00,0,0,0,0,0,0
2017-11-18,19:20:00,0,0,0,0,0,0
2017-11-18,19:40:00,0,0,0,0,0,0
2017-11-18,20:00:00,0,0,0,0,0,0
2017-11-18,20:20:00,0,0,0,0,0,0
2017-11-18,20:40:00,0,0,0,0,0,0
2017-11-18,21:00:00,0,0,0,0,0,0
2017-11-18,21:20:00,0,0,0,0,0,0
2017-11-18,21:40:00,0,0,0,0,0,0
2017-11-18,22:00:00,0,0,0,0,0,0
2017-11-18,22:20:00,0,0,0,0,0,0
2017-11-18,22:40:00,0,0,0,0,0,0
2017-11-18,23:00:00,0,0,0,0,0,0
2017-11-18,23:20:00,0,0,0,0,0,0
2017-11-18,23:40:00,0,0,0,0,0,0
