﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211750000641彭玉蓮1-PV-3000N-V 1211750000641,1211750000636彭玉蓮2-PV-3000N-V 1211750000636,1211750000631彭玉蓮3-PV-3000N-V 1211750000631,11O1751002233彭玉蓮4-PV-5000W-HV 11O1751002233
2018-03-16,00:00:00,0,0,0,0
2018-03-16,00:20:00,0,0,0,0
2018-03-16,00:40:00,0,0,0,0
2018-03-16,01:00:00,0,0,0,0
2018-03-16,01:20:00,0,0,0,0
2018-03-16,01:40:00,0,0,0,0
2018-03-16,02:00:00,0,0,0,0
2018-03-16,02:20:00,0,0,0,0
2018-03-16,02:40:00,0,0,0,0
2018-03-16,03:00:00,0,0,0,0
2018-03-16,03:20:00,0,0,0,0
2018-03-16,03:40:00,0,0,0,0
2018-03-16,04:00:00,0,0,0,0
2018-03-16,04:20:00,0,0,0,0
2018-03-16,04:40:00,0,0,0,0
2018-03-16,05:00:00,0,0,0,0
2018-03-16,05:20:00,0,0,0,0
2018-03-16,05:40:00,0,0,0,0
2018-03-16,06:00:00,0,0,0,0
2018-03-16,06:20:00,0.0017,0.00315,0,0
2018-03-16,06:40:00,0.00705,0.005,0.0001,0
2018-03-16,07:00:00,0.02385,0.02315,0.0209,0.0187
2018-03-16,07:20:00,0.0565,0.058,0.0543,0.10835
2018-03-16,07:40:00,0.07855,0.08125,0.0765,0.14205
2018-03-16,08:00:00,0.17615,0.1889,0.17535,0.31845
2018-03-16,08:20:00,0.2573,0.27815,0.257,0.46445
2018-03-16,08:40:00,0.44365,0.48295,0.4456,0.7949
2018-03-16,09:00:00,0.4461,0.48585,0.4477,0.8001
2018-03-16,09:20:00,0.51795,0.5642,0.5209,0.92815
2018-03-16,09:40:00,0.9298,1.0209,0.94075,1.6782
2018-03-16,10:00:00,1.5448,1.7032,1.5679,2.7893
2018-03-16,10:20:00,1.3407,1.46555,1.3538,2.41245
2018-03-16,10:40:00,1.839,1.97065,1.83255,3.30025
2018-03-16,11:00:00,1.6976,1.85445,1.73205,3.0473
2018-03-16,11:20:00,2.3351,2.53705,2.3745,4.1935
2018-03-16,11:40:00,2.48185,2.67895,2.51245,4.4463
2018-03-16,12:00:00,2.1888,2.35845,2.21425,3.89975
2018-03-16,12:20:00,1.68015,1.8049,1.6893,3.00745
2018-03-16,12:40:00,1.10945,1.2018,1.11895,1.9919
2018-03-16,13:00:00,1.429,1.55345,1.4369,2.56815
2018-03-16,13:20:00,0.93645,1.01775,0.94655,1.67955
2018-03-16,13:40:00,0.2887,0.31,0.2895,0.5186
2018-03-16,14:00:00,0.49815,0.54045,0.50025,0.88885
2018-03-16,14:20:00,1.128,1.2267,1.13665,2.0289
2018-03-16,14:40:00,0.9137,0.99735,0.9259,1.6375
2018-03-16,15:00:00,0.31045,0.3334,0.3108,0.5561
2018-03-16,15:20:00,0.25005,0.2691,0.25105,0.44975
2018-03-16,15:40:00,0.15565,0.16445,0.1542,0.2803
2018-03-16,16:00:00,0.1607,0.17145,0.1591,0.291
2018-03-16,16:20:00,0.0588,0.0599,0.0565,0.108
2018-03-16,16:40:00,0.05945,0.06055,0.05705,0.10875
2018-03-16,17:00:00,0.0313,0.03075,0.02885,0.07675
2018-03-16,17:20:00,0.01655,0.01455,0.01315,0.05065
2018-03-16,17:40:00,0.0225,0.0218,0.0194,0.06125
2018-03-16,18:00:00,0.00235,0.0014,0.0011,0.02195
2018-03-16,18:20:00,0,0,0,0.00755
2018-03-16,18:40:00,0,0,0,0
2018-03-16,19:00:00,0,0,0,0
2018-03-16,19:20:00,0,0,0,0
2018-03-16,19:40:00,0,0,0,0
2018-03-16,20:00:00,0,0,0,0
2018-03-16,20:20:00,0,0,0,0
2018-03-16,20:40:00,0,0,0,0
2018-03-16,21:00:00,0,0,0,0
2018-03-16,21:20:00,0,0,0,0
2018-03-16,21:40:00,0,0,0,0
2018-03-16,22:00:00,0,0,0,0
2018-03-16,22:20:00,0,0,0,0
2018-03-16,22:40:00,0,0,0,0
2018-03-16,23:00:00,0,0,0,0
2018-03-16,23:20:00,0,0,0,0
2018-03-16,23:40:00,0,0,0,0
