﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151449000312PV-5000W-V 1151449000312斗南慈愛,1151449000311PV-5000W-V 1151449000311斗南慈愛,1151449000306PV-5000W-V 1151449000306斗南慈愛,1151449000305PV-5000W-V 1151449000305斗南慈愛,1151449000304PV-5000W-V 1151449000304斗南慈愛,10D1450000467PV-5000W-V 10D1450000467斗南慈愛,11D1514000063PV-3000N-V 11D1514000063斗南慈愛,11D1514000067PV-3000N-V 11D1514000067斗南慈愛,11D1514000070PV-3000N-V 11D1514000070斗南慈愛,11D1514000061PV-3000N-V 11D1514000061 斗南慈愛,11D1514000076PV-3000N-V 11D1514000076斗南慈愛,11D1514000083PV-3000N-V 11D1514000083斗南慈愛,11D1514000086PV-3000N-V 11D1514000086斗南慈愛
2018-02-01,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,06:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,06:40:00,0.0046,0.00365,0.00445,0.00275,0.00415,0,0,0,0.0001,0.00535,0,0,0
2018-02-01,07:00:00,0.02985,0.03365,0.02085,0.02475,0.02985,0.0115,0.01335,0,0.01245,0.02745,0.01265,0.01745,0.01085
2018-02-01,07:20:00,0.04445,0.0478,0.0346,0.0416,0.04595,0.0259,0.02525,0,0.0246,0.03945,0.0233,0.0298,0.02245
2018-02-01,07:40:00,0.0834,0.0794,0.069,0.07665,0.08165,0.06095,0.05095,0.04775,0.04925,0.0657,0.0498,0.0529,0.0479
2018-02-01,08:00:00,0.1691,0.1648,0.15655,0.1632,0.1675,0.1466,0.1056,0.1089,0.10435,0.1207,0.10355,0.11045,0.10185
2018-02-01,08:20:00,0.38225,0.38005,0.37155,0.37635,0.38215,0.35555,0.2369,0.23875,0.2369,0.2524,0.2362,0.2416,0.23425
2018-02-01,08:40:00,0.4421,0.4392,0.43265,0.4383,0.44335,0.41485,0.27565,0.27505,0.2741,0.29175,0.27315,0.2784,0.27205
2018-02-01,09:00:00,0.67805,0.6726,0.6658,0.6771,0.67785,0.64425,0.4243,0.42375,0.4237,0.44235,0.42525,0.4286,0.41955
2018-02-01,09:20:00,0.63185,0.62915,0.62145,0.6257,0.63135,0.59855,0.3899,0.3914,0.3906,0.408,0.39155,0.3933,0.387
2018-02-01,09:40:00,0.6017,0.59975,0.5923,0.5977,0.57815,0.57015,0.37325,0.35855,0.3724,0.3884,0.3709,0.3754,0.36845
2018-02-01,10:00:00,0.9961,0.9881,0.9798,0.9854,0.99055,0.9116,0.6236,0.6187,0.62045,0.64115,0.62055,0.62495,0.6159
2018-02-01,10:20:00,1.12565,1.11475,1.1056,1.11085,1.1164,1.07165,0.7028,0.6965,0.7026,0.7195,0.70295,0.70345,0.69655
2018-02-01,10:40:00,1.54725,1.5313,1.51785,1.5205,1.5267,1.47245,0.9609,0.9526,0.9612,0.98055,0.9654,0.96055,0.9537
2018-02-01,11:00:00,1.76215,1.74435,1.73285,1.736,1.74355,1.6865,1.1025,1.0944,1.103,1.13015,1.1091,1.10635,1.09455
2018-02-01,11:20:00,2.0369,2.00215,1.9872,1.991,1.99325,1.9414,1.27565,1.25765,1.2778,1.305,1.28795,1.2764,1.2677
2018-02-01,11:40:00,2.32425,2.29795,2.27865,2.27985,2.28775,2.22605,1.4535,1.43805,1.4558,1.4957,1.4716,1.46075,1.44435
2018-02-01,12:00:00,1.818,1.79705,1.7798,1.7876,1.7911,1.7283,1.1274,1.1133,1.1298,1.1549,1.14145,1.1277,1.12035
2018-02-01,12:20:00,1.3236,1.3135,1.3009,1.30415,1.3104,1.2581,0.82075,0.8136,0.82135,0.8411,0.8277,0.82035,0.81465
2018-02-01,12:40:00,1.0313,1.0261,1.01395,1.0187,1.0256,0.97905,0.6411,0.6378,0.6413,0.65875,0.64335,0.6421,0.63585
2018-02-01,13:00:00,0.9148,0.91125,0.89975,0.90595,0.91225,0.86665,0.5703,0.5679,0.5699,0.58205,0.57075,0.57165,0.5648
2018-02-01,13:20:00,0.9237,0.91895,0.90835,0.91465,0.92,0.87615,0.5766,0.57315,0.5759,0.5929,0.5765,0.57825,0.5704
2018-02-01,13:40:00,1.5989,1.5875,1.57345,1.5805,1.5862,1.44175,0.9942,0.9819,0.99565,0.96345,1.00045,0.99685,0.9876
2018-02-01,14:00:00,1.35315,1.34385,1.33015,1.3328,1.34265,1.28735,0.8421,0.8308,0.84185,0.8622,0.8465,0.8412,0.8347
2018-02-01,14:20:00,1.2115,1.20355,1.19085,1.19585,1.2016,1.15165,0.75045,0.74245,0.75195,0.7694,0.75595,0.7506,0.74435
2018-02-01,14:40:00,0.84955,0.8454,0.834,0.8403,0.84645,0.80535,0.52955,0.52715,0.52975,0.54675,0.53115,0.53175,0.5243
2018-02-01,15:00:00,0.6044,0.60065,0.5893,0.59635,0.60225,0.56775,0.3776,0.3777,0.3765,0.39385,0.3761,0.38095,0.37215
2018-02-01,15:20:00,0.30815,0.30345,0.29585,0.3011,0.3061,0.2824,0.19245,0.19505,0.1913,0.20675,0.1918,0.196,0.18795
2018-02-01,15:40:00,0.1777,0.1741,0.16655,0.17205,0.177,0.15645,0.1109,0.1149,0.10905,0.12565,0.11005,0.11505,0.10695
2018-02-01,16:00:00,0.07005,0.0682,0.0574,0.06415,0.06975,0.0507,0.04085,0.04615,0.04035,0.0572,0.04015,0.0469,0.0376
2018-02-01,16:20:00,0.04895,0.05345,0.0375,0.04295,0.0482,0.0316,0.02685,0.02975,0.02645,0.04225,0.0264,0.03205,0.02445
2018-02-01,16:40:00,0.0216,0.02905,0.0153,0.02375,0.02615,0.0063,0.0099,0.01335,0.00905,0.024,0.0098,0.0145,0.0078
2018-02-01,17:00:00,0.01425,0.0112,0.0132,0.00805,0.0131,0,0.0014,0.0032,0.0005,0.0115,0.0011,0.0038,0.00065
2018-02-01,17:20:00,0.014,0.0108,0.0132,0.0077,0.0123,0,0.0002,0.0003,0.00015,0.00635,0,0.0003,0.00015
2018-02-01,17:40:00,0.0133,0.01,0.012,0.00725,0.0113,0,0,0,0,0.00185,0,0,0
2018-02-01,18:00:00,0,0,0,0,0,0,0,0,0,0.0003,0,0,0
2018-02-01,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,18:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,19:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,20:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,21:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,22:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,22:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
