﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1442000033PV-4000W-V 10L1442000033內門蔡宗憲,10D1438000336PV-5000W-V 10D1438000336 內門蔡宗憲,10D1431000287PV-5000W-V 10D1431000287內門蔡宗憲
2018-03-09,00:00:00,0,0,0
2018-03-09,00:20:00,0,0,0
2018-03-09,00:40:00,0,0,0
2018-03-09,01:00:00,0,0,0
2018-03-09,01:20:00,0,0,0
2018-03-09,01:40:00,0,0,0
2018-03-09,02:00:00,0,0,0
2018-03-09,02:20:00,0,0,0
2018-03-09,02:40:00,0,0,0
2018-03-09,03:00:00,0,0,0
2018-03-09,03:20:00,0,0,0
2018-03-09,03:40:00,0,0,0
2018-03-09,04:00:00,0,0,0
2018-03-09,04:20:00,0,0,0
2018-03-09,04:40:00,0,0,0
2018-03-09,05:00:00,0,0,0
2018-03-09,05:20:00,0,0,0
2018-03-09,05:40:00,0,0,0
2018-03-09,06:00:00,0,0,0
2018-03-09,06:20:00,0.0015,0.00485,0.00385
2018-03-09,06:40:00,0.01095,0.0126,0.0108
2018-03-09,07:00:00,0.0358,0.03915,0.03425
2018-03-09,07:20:00,0.0702,0.09395,0.08505
2018-03-09,07:40:00,0.1865,0.2115,0.2183
2018-03-09,08:00:00,0.35895,0.3641,0.3988
2018-03-09,08:20:00,0.3102,0.3279,0.35435
2018-03-09,08:40:00,0.445,0.4647,0.49815
2018-03-09,09:00:00,0.53805,0.5742,0.6222
2018-03-09,09:20:00,0.70055,0.7352,0.79455
2018-03-09,09:40:00,0.9121,0.96395,1.0421
2018-03-09,10:00:00,1.12145,1.13335,1.2674
2018-03-09,10:20:00,0.8942,0.85145,0.93955
2018-03-09,10:40:00,1.14265,1.2111,1.31945
2018-03-09,11:00:00,1.43965,1.59215,1.69805
2018-03-09,11:20:00,2.36345,2.6524,2.796
2018-03-09,11:40:00,2.55415,2.4404,2.7774
2018-03-09,12:00:00,2.5819,2.88095,3.09765
2018-03-09,12:20:00,2.9027,2.64275,3.06065
2018-03-09,12:40:00,1.9632,1.9227,2.1247
2018-03-09,13:00:00,1.9158,1.83125,2.03275
2018-03-09,13:20:00,1.55045,1.44975,1.6268
2018-03-09,13:40:00,1.10385,1.00005,1.13425
2018-03-09,14:00:00,0.66955,0.5966,0.6714
2018-03-09,14:20:00,0.50755,0.4766,0.5331
2018-03-09,14:40:00,0.4718,0.48295,0.5246
2018-03-09,15:00:00,0.51585,0.565,0.5968
2018-03-09,15:20:00,0.72675,0.6924,0.78185
2018-03-09,15:40:00,0.51695,0.5138,0.5624
2018-03-09,16:00:00,0.5555,0.5608,0.6127
2018-03-09,16:20:00,0.49185,0.4466,0.5057
2018-03-09,16:40:00,0.32365,0.2849,0.3221
2018-03-09,17:00:00,0.18075,0.13925,0.15735
2018-03-09,17:20:00,0.08645,0.0719,0.0686
2018-03-09,17:40:00,0.0256,0.017,0.0153
2018-03-09,18:00:00,0.0043,0.0111,0.0106
2018-03-09,18:20:00,0,0.0011,0.00185
2018-03-09,18:40:00,0,0,0
2018-03-09,19:00:00,0,0,0
2018-03-09,19:20:00,0,0,0
2018-03-09,19:40:00,0,0,0
2018-03-09,20:00:00,0,0,0
2018-03-09,20:20:00,0,0,0
2018-03-09,20:40:00,0,0,0
2018-03-09,21:00:00,0,0,0
2018-03-09,21:20:00,0,0,0
2018-03-09,21:40:00,0,0,0
2018-03-09,22:00:00,0,0,0
2018-03-09,22:20:00,0,0,0
2018-03-09,22:40:00,0,0,0
2018-03-09,23:00:00,0,0,0
2018-03-09,23:20:00,0,0,0
2018-03-09,23:40:00,0,0,0
