﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11C1525000225沙田路-01_無Cap 關AFD,11C1525000202沙田路-02_加Cap 開AFD,11C1520000140沙田路-03_加Cap 開AFD,11C1520000179沙田路-04_加Cap 關AFD,11C1525000201沙田路-05_加Cap 關AFD,11C1520000174沙田路-06_無Cap 關AFD,11D1507000056PV-3000N-V 11D1507000056 沙田路-07,11D1507000013PV-3000N-V 11D1507000013 沙田路-08,11D1507000050PV-3000N-V 11D1507000050 沙田路-09,11D1507000059PV-3000N-V 11D1507000059 沙田路-10,11D1507000060PV-3000N-V 11D1507000060 沙田路-11,11D1507000004PV-3000N-V 11D1507000004 沙田路-12
2018-04-29,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,05:40:00,0.05585,0.0615,0.0645,0.05735,0.05855,0.06775,0.01755,0.02695,0.0193,0.0345,0.02115,0.03435
2018-04-29,06:00:00,0.1637,0.1668,0.1672,0.16785,0.1672,0.1824,0.05775,0.06335,0.0779,0.10245,0.06505,0.1018
2018-04-29,06:20:00,0.27615,0.27915,0.2784,0.2794,0.27905,0.29985,0.10795,0.073,0.1363,0.1698,0.13485,0.1684
2018-04-29,06:40:00,0.41455,0.41755,0.416,0.4177,0.4172,0.44525,0.165,0.119,0.20955,0.2525,0.17395,0.2517
2018-04-29,07:00:00,0.6456,0.6505,0.6457,0.64905,0.64815,0.68795,0.25325,0.3233,0.32045,0.3867,0.2772,0.3853
2018-04-29,07:20:00,0.925,0.9313,0.92385,0.9285,0.9285,0.9816,0.3534,0.4542,0.4538,0.54915,0.45425,0.5464
2018-04-29,07:40:00,1.16585,1.1715,1.1624,1.169,1.16945,1.23485,0.42235,0.6083,0.5695,0.6875,0.61105,0.6839
2018-04-29,08:00:00,1.63935,1.63845,1.63675,1.63725,1.63635,1.72995,0.5493,0.84065,0.78515,0.9776,0.87245,0.9676
2018-04-29,08:20:00,2.06205,2.06435,2.0636,2.0635,2.06775,2.19335,0.8344,1.05645,0.98395,1.22705,1.1066,1.21775
2018-04-29,08:40:00,2.12445,2.1127,2.1299,2.1157,2.1165,2.25395,0.9343,1.13465,1.0599,1.2871,1.16305,1.27165
2018-04-29,09:00:00,2.31575,2.30625,2.3218,2.3027,2.31375,2.45765,1.0251,1.2466,1.16555,1.37845,1.24165,1.3664
2018-04-29,09:20:00,1.9417,1.93455,1.95495,1.9363,1.9441,2.06965,0.88405,1.0318,0.98485,1.1603,1.0327,1.15035
2018-04-29,09:40:00,2.56575,2.54735,2.5801,2.55675,2.5603,2.73065,1.25605,1.4036,1.30645,1.5483,1.4022,1.5318
2018-04-29,10:00:00,3.15105,3.1184,3.1708,3.13325,3.1431,3.3575,1.59945,1.74195,1.62025,1.90915,1.72535,1.87775
2018-04-29,10:20:00,3.6341,3.62225,3.67335,3.63235,3.66725,3.9328,1.84315,1.9526,1.82775,2.164,1.9662,2.15035
2018-04-29,10:40:00,3.5378,3.46525,3.5559,3.48375,3.50135,3.75225,1.8621,1.96335,1.81755,2.1088,1.8991,2.0627
2018-04-29,11:00:00,3.46735,3.39605,3.4656,3.40105,3.4087,3.6373,1.8626,1.95025,1.80055,2.07845,1.8707,2.03145
