﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10R1634000101PV-3000N-V 10R1634000101布袋#1,10R1634000103PV-3000N-V 10R1634000103布袋#2,10R1634000100PV-3000N-V 10R1634000100布袋#3,10R1634000089PV-3000N-V 10R1634000089布袋#4
2017-10-29,00:00:00,0,0,0,0
2017-10-29,00:20:00,0,0,0,0
2017-10-29,00:40:00,0,0,0,0
2017-10-29,01:00:00,0,0,0,0
2017-10-29,01:20:00,0,0,0,0
2017-10-29,01:40:00,0,0,0,0
2017-10-29,02:00:00,0,0,0,0
2017-10-29,02:20:00,0,0,0,0
2017-10-29,02:40:00,0,0,0,0
2017-10-29,03:00:00,0,0,0,0
2017-10-29,03:20:00,0,0,0,0
2017-10-29,03:40:00,0,0,0,0
2017-10-29,04:00:00,0,0,0,0
2017-10-29,04:20:00,0,0,0,0
2017-10-29,04:40:00,0,0,0,0
2017-10-29,05:00:00,0,0,0,0
2017-10-29,05:20:00,0,0,0,0
2017-10-29,05:40:00,0,0,0,0
2017-10-29,06:00:00,0.0031,0.0064,0.0068,0.0089
2017-10-29,06:20:00,0.05755,0.07935,0.08535,0.09065
2017-10-29,06:40:00,0.1124,0.15135,0.1676,0.16945
2017-10-29,07:00:00,0.14745,0.19735,0.23975,0.2281
2017-10-29,07:20:00,0.165,0.2275,0.451,0.28945
2017-10-29,07:40:00,0.1742,0.2581,0.77245,0.48485
2017-10-29,08:00:00,0.1776,0.27775,0.97635,0.92105
2017-10-29,08:20:00,0.18505,0.3064,1.2422,1.1302
2017-10-29,08:40:00,0.2007,0.41905,1.42455,1.3033
2017-10-29,09:00:00,0.224,1.5583,1.6044,1.46665
2017-10-29,09:20:00,0.2439,1.7526,1.75565,1.60165
2017-10-29,09:40:00,0.27035,1.88275,1.88385,1.71845
2017-10-29,10:00:00,0.2992,1.8958,1.8971,1.7298
2017-10-29,10:20:00,0.08585,2.0534,2.0566,1.87445
2017-10-29,10:40:00,1.27245,2.12915,2.1319,1.94435
2017-10-29,11:00:00,2.12135,2.16395,2.1703,1.9773
2017-10-29,11:20:00,2.15245,2.1881,2.19215,2.0012
2017-10-29,11:40:00,2.15885,2.1887,2.19315,2.0035
2017-10-29,12:00:00,2.1042,2.12015,2.12395,1.94575
2017-10-29,12:20:00,2.07255,2.07405,2.07225,1.90225
2017-10-29,12:40:00,1.8151,1.80225,1.7973,1.6547
2017-10-29,13:00:00,1.9217,1.893,1.88435,1.73835
2017-10-29,13:20:00,1.87815,1.8368,1.8272,1.6871
2017-10-29,13:40:00,1.7587,1.7089,1.696,1.5703
2017-10-29,14:00:00,1.6839,1.62465,1.61075,1.4938
2017-10-29,14:20:00,1.4814,1.41705,1.40105,1.30375
2017-10-29,14:40:00,1.37765,1.3061,1.28835,1.20265
2017-10-29,15:00:00,1.1362,1.06895,1.05105,0.986
2017-10-29,15:20:00,0.8719,0.8136,0.7971,0.7531
2017-10-29,15:40:00,0.6718,0.62095,0.60665,0.57655
2017-10-29,16:00:00,0.4174,0.3819,0.3718,0.3563
2017-10-29,16:20:00,0.2404,0.21685,0.18165,0.2033
2017-10-29,16:40:00,0.10995,0.0963,0.07985,0.08735
2017-10-29,17:00:00,0.01815,0.01355,0.0118,0.01425
2017-10-29,17:20:00,0,0,5.0E-5,0
2017-10-29,17:40:00,0,0,0,0
2017-10-29,18:00:00,0,0,0,0
2017-10-29,18:20:00,0,0,0,0
2017-10-29,18:40:00,0,0,0,0
2017-10-29,19:00:00,0,0,0,0
2017-10-29,19:20:00,0,0,0,0
2017-10-29,19:40:00,0,0,0,0
2017-10-29,20:00:00,0,0,0,0
2017-10-29,20:20:00,0,0,0,0
2017-10-29,20:40:00,0,0,0,0
2017-10-29,21:00:00,0,0,0,0
2017-10-29,21:20:00,0,0,0,0
2017-10-29,21:40:00,0,0,0,0
2017-10-29,22:00:00,0,0,0,0
2017-10-29,22:20:00,0,0,0,0
2017-10-29,22:40:00,0,0,0,0
2017-10-29,23:00:00,0,0,0,0
2017-10-29,23:20:00,0,0,0,0
2017-10-29,23:40:00,0,0,0,0
