﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151453000334PV-5000W-V 1151453000334 許明和-01,1151453000338PV-5000W-V 1151453000338 許明和-02,1151453000339PV-5000W-V 1151453000339 許明和-03,1151453000333PV-5000W-V 1151453000333 許明和-04,10L1448000044PV-4000W-V 10L1448000044 許明和-05,10L1448000045PV-4000W-V 10L1448000045 許明和-06
2018-01-24,00:00:00,0,0,0,0,0,0
2018-01-24,00:20:00,0,0,0,0,0,0
2018-01-24,00:40:00,0,0,0,0,0,0
2018-01-24,01:00:00,0,0,0,0,0,0
2018-01-24,01:20:00,0,0,0,0,0,0
2018-01-24,01:40:00,0,0,0,0,0,0
2018-01-24,02:00:00,0,0,0,0,0,0
2018-01-24,02:20:00,0,0,0,0,0,0
2018-01-24,02:40:00,0,0,0,0,0,0
2018-01-24,03:00:00,0,0,0,0,0,0
2018-01-24,03:20:00,0,0,0,0,0,0
2018-01-24,03:40:00,0,0,0,0,0,0
2018-01-24,04:00:00,0,0,0,0,0,0
2018-01-24,04:20:00,0,0,0,0,0,0
2018-01-24,04:40:00,0,0,0,0,0,0
2018-01-24,05:00:00,0,0,0,0,0,0
2018-01-24,05:20:00,0,0,0,0,0,0
2018-01-24,05:40:00,0,0,0,0,0,0
2018-01-24,06:00:00,0,0,0,0,0,0
2018-01-24,06:20:00,0,0,0,0,0,0
2018-01-24,06:40:00,0.0026,0.003,0.00095,0.00445,0.00935,0.0108
2018-01-24,07:00:00,0.13945,0.13455,0.0996,0.1305,0.12945,0.1208
2018-01-24,07:20:00,0.33245,0.2949,0.2753,0.4112,0.3618,0.34315
2018-01-24,07:40:00,0.76845,0.52245,0.46985,0.785,0.68065,0.64685
2018-01-24,08:00:00,1.20785,0.9027,0.801,1.1331,0.9703,0.91275
2018-01-24,08:20:00,1.54625,1.46835,1.1228,1.46425,1.2345,1.16325
2018-01-24,08:40:00,1.91945,1.8462,1.7785,1.81375,1.5382,1.4456
2018-01-24,09:00:00,2.17375,2.08665,2.0619,2.05195,1.7427,1.63535
2018-01-24,09:20:00,2.44695,2.3391,2.30745,2.29325,1.9686,1.8488
2018-01-24,09:40:00,2.6534,2.53635,2.49435,2.50705,2.14095,2.01315
2018-01-24,10:00:00,1.3797,1.32295,2.0296,2.0124,2.25765,2.1249
2018-01-24,10:20:00,0,0,0,0,2.39215,2.27365
2018-01-24,10:40:00,0,0,0,0,2.49455,2.33655
2018-01-24,11:00:00,0,0,0,0,2.5567,2.4292
2018-01-24,11:20:00,0,0,0,0,2.62405,2.50305
2018-01-24,11:40:00,0,0,0,0,2.6363,2.5183
2018-01-24,12:00:00,2.4996,2.42085,2.5865,2.60185,2.6335,2.5155
2018-01-24,12:20:00,3.25275,3.16705,3.1367,3.16085,2.6342,2.51755
2018-01-24,12:40:00,3.183,3.10645,3.0816,3.1063,2.58245,2.47045
2018-01-24,13:00:00,3.0674,2.99985,2.98195,3.0088,2.49785,2.39195
2018-01-24,13:20:00,2.96615,2.90705,2.89165,2.92085,2.4176,2.31845
2018-01-24,13:40:00,2.69035,2.63335,2.66135,2.69055,2.2244,2.1314
2018-01-24,14:00:00,2.57785,2.5123,2.4734,2.53805,2.0953,2.01135
2018-01-24,14:20:00,2.01925,1.954,1.96015,2.07975,1.702,1.6166
2018-01-24,14:40:00,1.84515,1.7096,1.71675,1.84035,1.51285,1.43265
2018-01-24,15:00:00,1.74665,1.59905,1.657,1.779,1.45065,1.40715
2018-01-24,15:20:00,1.0439,0.9465,1.0583,1.1838,0.95815,0.9375
2018-01-24,15:40:00,0.89355,0.77415,0.81195,0.9423,0.7855,0.7429
2018-01-24,16:00:00,0.81275,0.68595,0.73575,0.9081,0.73865,0.7052
2018-01-24,16:20:00,0.42175,0.3894,0.41425,0.5047,0.4043,0.39155
2018-01-24,16:40:00,0.2491,0.24725,0.23995,0.26535,0.2116,0.20445
2018-01-24,17:00:00,0.14765,0.14765,0.1553,0.17705,0.14175,0.13555
2018-01-24,17:20:00,0.0251,0.0305,0.02395,0.03895,0.039,0.0349
2018-01-24,17:40:00,0.0098,0.0117,0.0035,0.0186,0.01285,0.0088
2018-01-24,18:00:00,0.0008,0.0013,0.0009,0.0038,0,0
2018-01-24,18:20:00,0,0,0,0,0,0
2018-01-24,18:40:00,0,0,0,0,0,0
2018-01-24,19:00:00,0,0,0,0,0,0
2018-01-24,19:20:00,0,0,0,0,0,0
2018-01-24,19:40:00,0,0,0,0,0,0
2018-01-24,20:00:00,0,0,0,0,0,0
2018-01-24,20:20:00,0,0,0,0,0,0
2018-01-24,20:40:00,0,0,0,0,0,0
2018-01-24,21:00:00,0,0,0,0,0,0
2018-01-24,21:20:00,0,0,0,0,0,0
2018-01-24,21:40:00,0,0,0,0,0,0
2018-01-24,22:00:00,0,0,0,0,0,0
2018-01-24,22:20:00,0,0,0,0,0,0
2018-01-24,22:40:00,0,0,0,0,0,0
2018-01-24,23:00:00,0,0,0,0,0,0
2018-01-24,23:20:00,0,0,0,0,0,0
2018-01-24,23:40:00,0,0,0,0,0,0
