﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10R1634000101PV-3000N-V 10R1634000101布袋#1,10R1634000103PV-3000N-V 10R1634000103布袋#2,10R1634000100PV-3000N-V 10R1634000100布袋#3,10R1634000089PV-3000N-V 10R1634000089布袋#4
2017-12-15,00:00:00,0,0,0,0
2017-12-15,00:20:00,0,0,0,0
2017-12-15,00:40:00,0,0,0,0
2017-12-15,01:00:00,0,0,0,0
2017-12-15,01:20:00,0,0,0,0
2017-12-15,01:40:00,0,0,0,0
2017-12-15,02:00:00,0,0,0,0
2017-12-15,02:20:00,0,0,0,0
2017-12-15,02:40:00,0,0,0,0
2017-12-15,03:00:00,0,0,0,0
2017-12-15,03:20:00,0,0,0,0
2017-12-15,03:40:00,0,0,0,0
2017-12-15,04:00:00,0,0,0,0
2017-12-15,04:20:00,0,0,0,0
2017-12-15,04:40:00,0,0,0,0
2017-12-15,05:00:00,0,0,0,0
2017-12-15,05:20:00,0,0,0,0
2017-12-15,05:40:00,0,0,0,0
2017-12-15,06:00:00,0,0,0,0
2017-12-15,06:20:00,0,5.0E-5,0,0
2017-12-15,06:40:00,0.0091,0.01675,0.01795,0.0239
2017-12-15,07:00:00,0.04165,0.06805,0.08235,0.0899
2017-12-15,07:20:00,0.08265,0.12485,0.157,0.1657
2017-12-15,07:40:00,0.1143,0.1825,0.2741,0.2584
2017-12-15,08:00:00,0.1429,0.2378,0.5362,0.41505
2017-12-15,08:20:00,0.16115,0.2842,0.74825,0.7439
2017-12-15,08:40:00,0.1806,0.32675,1.06625,0.99415
2017-12-15,09:00:00,0.2056,0.3832,1.2269,1.1364
2017-12-15,09:20:00,0.25885,1.3181,1.42385,1.3149
2017-12-15,09:40:00,0.32775,1.48655,1.5227,1.41185
2017-12-15,10:00:00,0.3751,1.61615,1.64545,1.5225
2017-12-15,10:20:00,0.4211,1.75165,1.78005,1.6427
2017-12-15,10:40:00,0.46895,1.8291,1.8539,1.7083
2017-12-15,11:00:00,1.64815,1.89435,1.92415,1.7705
2017-12-15,11:20:00,1.83295,1.9057,1.93935,1.7823
2017-12-15,11:40:00,1.9355,1.98525,2.01305,1.8505
2017-12-15,12:00:00,1.952,1.9695,1.9958,1.83695
2017-12-15,12:20:00,1.956,1.94235,1.9723,1.8123
2017-12-15,12:40:00,1.9538,1.91565,1.94625,1.7914
2017-12-15,13:00:00,1.9006,1.8438,1.8709,1.72445
2017-12-15,13:20:00,1.855,1.78305,1.8072,1.66845
2017-12-15,13:40:00,1.76975,1.6871,1.70755,1.5777
2017-12-15,14:00:00,1.6653,1.577,1.593,1.47345
2017-12-15,14:20:00,1.52555,1.4314,1.44315,1.3361
2017-12-15,14:40:00,1.266,1.1808,1.18725,1.10175
2017-12-15,15:00:00,1.03725,0.98255,0.98485,0.913
2017-12-15,15:20:00,0.55645,0.5527,0.5566,0.51345
2017-12-15,15:40:00,0.4406,0.42505,0.42705,0.3949
2017-12-15,16:00:00,0.3612,0.3402,0.3418,0.3164
2017-12-15,16:20:00,0.1402,0.14485,0.1469,0.1382
2017-12-15,16:40:00,0.02315,0.02505,0.0245,0.02575
2017-12-15,17:00:00,5.0E-5,5.0E-5,0.0001,5.0E-5
2017-12-15,17:20:00,0,0,0,0
2017-12-15,17:40:00,0,0,0,0
2017-12-15,18:00:00,0,0,0,0
2017-12-15,18:20:00,0,0,0,0
2017-12-15,18:40:00,0,0,0,0
2017-12-15,19:00:00,0,0,0,0
2017-12-15,19:20:00,0,0,0,0
2017-12-15,19:40:00,0,0,0,0
2017-12-15,20:00:00,0,0,0,0
2017-12-15,20:20:00,0,0,0,0
2017-12-15,20:40:00,0,0,0,0
2017-12-15,21:00:00,0,0,0,0
2017-12-15,21:20:00,0,0,0,0
2017-12-15,21:40:00,0,0,0,0
2017-12-15,22:00:00,0,0,0,0
2017-12-15,22:20:00,0,0,0,0
2017-12-15,22:40:00,0,0,0,0
2017-12-15,23:00:00,0,0,0,0
2017-12-15,23:20:00,0,0,0,0
2017-12-15,23:40:00,0,0,0,0
