﻿﻿﻿﻿﻿﻿﻿inDate,inTime,6151434000113PV-15000T-U 6151434000113 仁德懷恩,6151434000114PV-15000T-U 6151434000114 仁德懷恩
2018-01-29,00:00:00,0,0
2018-01-29,00:20:00,0,0
2018-01-29,00:40:00,0,0
2018-01-29,01:00:00,0,0
2018-01-29,01:20:00,0,0
2018-01-29,01:40:00,0,0
2018-01-29,02:00:00,0,0
2018-01-29,02:20:00,0,0
2018-01-29,02:40:00,0,0
2018-01-29,03:00:00,0,0
2018-01-29,03:20:00,0,0
2018-01-29,03:40:00,0,0
2018-01-29,04:00:00,0,0
2018-01-29,04:20:00,0,0
2018-01-29,04:40:00,0,0
2018-01-29,05:00:00,0,0
2018-01-29,05:20:00,0,0
2018-01-29,05:40:00,0,0
2018-01-29,06:00:00,0,0
2018-01-29,06:20:00,0,0
2018-01-29,06:40:00,0,0
2018-01-29,07:00:00,0.01875,0.01665
2018-01-29,07:20:00,0.0797,0.07675
2018-01-29,07:40:00,0.52985,0.54255
2018-01-29,08:00:00,0.93845,0.99835
2018-01-29,08:20:00,1.64295,1.6784
2018-01-29,08:40:00,2.4132,2.5074
2018-01-29,09:00:00,2.7197,2.8333
2018-01-29,09:20:00,1.73715,1.8333
2018-01-29,09:40:00,1.8959,1.9952
2018-01-29,10:00:00,1.981,2.0701
2018-01-29,10:20:00,3.0627,3.16785
2018-01-29,10:40:00,3.06275,3.2496
2018-01-29,11:00:00,2.62,2.75225
2018-01-29,11:20:00,2.99705,3.09405
2018-01-29,11:40:00,3.83055,3.9944
2018-01-29,12:00:00,5.0296,5.201
2018-01-29,12:20:00,7.32,7.42515
2018-01-29,12:40:00,7.93945,8.19485
2018-01-29,13:00:00,4.73015,4.91355
2018-01-29,13:20:00,3.60415,3.73345
2018-01-29,13:40:00,6.1369,6.25215
2018-01-29,14:00:00,6.4009,6.6405
2018-01-29,14:20:00,4.27855,4.41065
2018-01-29,14:40:00,3.14175,3.2939
2018-01-29,15:00:00,2.2586,2.34905
2018-01-29,15:20:00,2.16665,2.28165
2018-01-29,15:40:00,1.73955,1.8138
2018-01-29,16:00:00,0.99965,1.04935
2018-01-29,16:20:00,0.6209,0.68075
2018-01-29,16:40:00,0.37255,0.3911
2018-01-29,17:00:00,0.03695,0.04035
2018-01-29,17:20:00,0,0
2018-01-29,17:40:00,0,0
2018-01-29,18:00:00,0,0
2018-01-29,18:20:00,0,0
2018-01-29,18:40:00,0,0
2018-01-29,19:00:00,0,0
2018-01-29,19:20:00,0,0
2018-01-29,19:40:00,0,0
2018-01-29,20:00:00,0,0
2018-01-29,20:20:00,0,0
2018-01-29,20:40:00,0,0
2018-01-29,21:00:00,0,0
2018-01-29,21:20:00,0,0
2018-01-29,21:40:00,0,0
2018-01-29,22:00:00,0,0
2018-01-29,22:20:00,0,0
2018-01-29,22:40:00,0,0
2018-01-29,23:00:00,0,0
2018-01-29,23:20:00,0,0
2018-01-29,23:40:00,0,0
