﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1431000126PV-3000N-V 10N1431000126斗六廖進豐,L1344000020PV-4000W-V L1344000020斗六廖進豐
2017-10-20,00:00:00,0,0
2017-10-20,00:20:00,0,0
2017-10-20,00:40:00,0,0
2017-10-20,01:00:00,0,0
2017-10-20,01:20:00,0,0
2017-10-20,01:40:00,0,0
2017-10-20,02:00:00,0,0
2017-10-20,02:20:00,0,0
2017-10-20,02:40:00,0,0
2017-10-20,03:00:00,0,0
2017-10-20,03:20:00,0,0
2017-10-20,03:40:00,0,0
2017-10-20,04:00:00,0,0
2017-10-20,04:20:00,0,0
2017-10-20,04:40:00,0,0
2017-10-20,05:00:00,0,0
2017-10-20,05:20:00,0,0
2017-10-20,05:40:00,0,0
2017-10-20,06:00:00,0.0028,0.0115
2017-10-20,06:20:00,0.0724,0.10485
2017-10-20,06:40:00,0.1904,0.25015
2017-10-20,07:00:00,0.36575,0.51235
2017-10-20,07:20:00,0.49285,0.6998
2017-10-20,07:40:00,0.5583,0.7935
2017-10-20,08:00:00,0.7207,1.03225
2017-10-20,08:20:00,0.8537,1.2271
2017-10-20,08:40:00,1.01015,1.4549
2017-10-20,09:00:00,1.02335,1.47375
2017-10-20,09:20:00,1.28745,1.85905
2017-10-20,09:40:00,1.623,2.33615
2017-10-20,10:00:00,1.32935,1.91545
2017-10-20,10:20:00,1.75855,2.5386
2017-10-20,10:40:00,1.41675,2.05215
2017-10-20,11:00:00,1.22305,1.7691
2017-10-20,11:20:00,1.25095,1.81005
2017-10-20,11:40:00,1.15085,1.66095
2017-10-20,12:00:00,0.81155,1.1713
2017-10-20,12:20:00,0.7347,1.0575
2017-10-20,12:40:00,1.2236,1.76955
2017-10-20,13:00:00,1.2591,1.8228
2017-10-20,13:20:00,1.1328,1.63815
2017-10-20,13:40:00,1.1201,1.62285
2017-10-20,14:00:00,1.42215,2.06505
2017-10-20,14:20:00,1.0692,1.55045
2017-10-20,14:40:00,0.74295,1.07295
2017-10-20,15:00:00,0.89635,1.29875
2017-10-20,15:20:00,0.8119,1.1816
2017-10-20,15:40:00,0.51305,0.7377
2017-10-20,16:00:00,0.38215,0.5467
2017-10-20,16:20:00,0.16875,0.2372
2017-10-20,16:40:00,0.04585,0.0723
2017-10-20,17:00:00,0.0132,0.0235
2017-10-20,17:20:00,0.002,0.01035
2017-10-20,17:40:00,0,0
2017-10-20,18:00:00,0,0
2017-10-20,18:20:00,0,0
2017-10-20,18:40:00,0,0
2017-10-20,19:00:00,0,0
2017-10-20,19:20:00,0,0
2017-10-20,19:40:00,0,0
2017-10-20,20:00:00,0,0
2017-10-20,20:20:00,0,0
2017-10-20,20:40:00,0,0
2017-10-20,21:00:00,0,0
2017-10-20,21:20:00,0,0
2017-10-20,21:40:00,0,0
2017-10-20,22:00:00,0,0
2017-10-20,22:20:00,0,0
2017-10-20,22:40:00,0,0
2017-10-20,23:00:00,0,0
2017-10-20,23:20:00,0,0
2017-10-20,23:40:00,0,0
