﻿﻿﻿﻿﻿﻿﻿inDate,inTime,Y1349000221PV-10000T-U Y1349000221水林吳有明-B,Y1349000216PV-10000T-U Y1349000216水林吳有明-B,Y1349000206PV-10000T-U Y1349000206水林吳有明-A,Y1349000195PV-10000T-U Y1349000195水林吳有明-A,Y1349000159PV-10000T-U Y1349000159水林吳有明-A,Y1345000057PV-10000T-U Y1345000057-水林106年4月7日換,K1330000029PV-10000T-U K1330000029-水林吳有明-B,60K1639000025PV-10000T-U 60K1639000025吳有明105-11-26換,Y1349000201PV-10000T-U Y1349000201水林吳有明-B,Y1349000164PV-10000T-U Y1349000164水林吳有明-B,Y1349000227PV-10000T-U Y1349000227水林吳有明-B,60K1639000013PV-10000T-U 60K1639000013水林-吳有明-B,Y1349000196PV-10000T-U Y1349000196水林吳有明-A,60K1424000100PV-10000T-U 60K1424000100水林吳有明-A,60K1438000354PV-10000T-U 60K1438000354林吳有明-A,Y1349000161PV-10000T-U Y1349000161水林吳有明-A,Y1349000213PV-10000T-U Y1349000213水林吳有明-B,Y1349000209PV-10000T-U Y1349000209水林吳有明-B,Y1349000166PV-10000T-U Y1349000166水林吳有明-B,Y1347000107PV-10000T-U Y1347000107水林吳有明-A,Y1349000203PV-10000T-U Y1349000203水林吳有明-B
2018-01-23,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,06:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-23,06:40:00,0.00085,0.001,0.00095,0.0008,0.00085,0.00115,0.002,0.04625,0.0011,0.0018,0.00135,0.0019,0.00125,0.0012,0.00175,0.0017,0.0015,0.0444,0.00135,0.00125,0.00135
2018-01-23,07:00:00,0.2967,0.2912,0.2685,0.26725,0.2641,0.2991,0.2899,0.29595,0.26795,0.2867,0.2855,0.2955,0.28205,0.3022,0.30065,0.28405,0.2774,0.284,0.2725,0.2994,0.27665
2018-01-23,07:20:00,0.569,0.5633,0.5136,0.5118,0.50875,0.56875,0.57065,0.59055,0.53375,0.5623,0.56555,0.61235,0.53785,0.57955,0.58005,0.53985,0.53315,0.54195,0.5223,0.57045,0.50775
2018-01-23,07:40:00,1.65315,1.5662,1.43905,1.437,1.4177,1.5809,1.6321,1.68235,1.6269,1.65195,1.6789,1.74685,1.519,1.6083,1.6098,1.5156,1.4633,1.4989,1.482,1.5805,1.4069
2018-01-23,08:00:00,2.3485,2.20695,2.0478,2.04665,2.03475,2.24715,2.32495,2.3842,2.31905,2.38955,2.44215,2.56345,2.24805,2.3608,2.36285,2.258,2.1863,2.2552,2.24655,2.38935,2.31845
2018-01-23,08:20:00,3.10075,2.9414,2.7483,2.75425,2.7406,3.0013,3.09715,3.1642,3.09875,3.1996,3.26885,3.4229,3.04185,3.1781,3.20195,3.0606,2.9647,3.0649,3.063,3.2075,3.16835
2018-01-23,08:40:00,3.70755,3.5276,3.3286,3.3446,3.32935,3.62275,3.71335,3.7932,3.73935,3.86015,3.93585,4.10685,3.6952,3.8414,3.86805,3.7298,3.6122,3.7063,3.73525,3.8974,3.8718
2018-01-23,09:00:00,4.28475,4.0694,3.87645,3.8892,3.8649,4.19865,4.29115,4.37845,4.3283,4.4688,4.55335,4.72955,4.3093,4.4589,4.4856,4.3458,4.23155,4.3215,4.3582,4.5389,4.57285
2018-01-23,09:20:00,4.815,4.5986,4.39535,4.409,4.39175,4.72905,4.836,4.9297,4.8787,5.0431,5.14135,5.3238,4.89155,5.0406,5.07195,4.93685,4.8056,4.90575,4.9513,5.14815,5.18215
2018-01-23,09:40:00,5.23085,5.0022,4.844,4.82495,4.8088,5.12645,5.2506,5.3464,5.30585,5.48285,5.5855,5.75105,5.35375,5.5038,5.5344,5.39915,5.224,5.3694,5.41725,5.60765,5.65645
2018-01-23,10:00:00,5.69065,5.4518,5.3011,5.26545,5.25525,5.57785,5.70905,5.80965,5.78045,5.9601,6.0586,6.21725,5.8571,5.99695,6.02335,5.8976,5.7169,5.8647,5.91835,6.0953,6.1655
2018-01-23,10:20:00,6.0322,5.79765,5.6682,5.63555,5.62645,5.94635,6.07885,6.17745,6.1517,6.33445,6.4401,6.5979,6.24225,6.3788,6.4078,6.2958,6.11415,6.2559,6.3131,6.4874,6.57775
2018-01-23,10:40:00,6.31275,6.05775,5.9313,5.8955,5.88825,6.19945,6.326,6.4227,6.40815,6.59705,6.71145,6.8406,6.5353,6.66005,6.68915,6.5853,6.4034,6.5489,6.60675,6.7645,6.85215
2018-01-23,11:00:00,6.54575,6.28665,6.16175,6.12185,6.11835,6.4264,6.54755,6.64385,6.63195,6.8275,6.9456,7.05945,6.7904,6.90915,6.94015,6.8396,6.6775,6.7993,6.8671,7.0136,7.08665
