﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151453000334PV-5000W-V 1151453000334 許明和-01,1151453000338PV-5000W-V 1151453000338 許明和-02,1151453000339PV-5000W-V 1151453000339 許明和-03,1151453000333PV-5000W-V 1151453000333 許明和-04,10L1448000044PV-4000W-V 10L1448000044 許明和-05,10L1448000045PV-4000W-V 10L1448000045 許明和-06
2017-12-19,00:00:00,0,0,0,0,0,0
2017-12-19,00:20:00,0,0,0,0,0,0
2017-12-19,00:40:00,0,0,0,0,0,0
2017-12-19,01:00:00,0,0,0,0,0,0
2017-12-19,01:20:00,0,0,0,0,0,0
2017-12-19,01:40:00,0,0,0,0,0,0
2017-12-19,02:00:00,0,0,0,0,0,0
2017-12-19,02:20:00,0,0,0,0,0,0
2017-12-19,02:40:00,0,0,0,0,0,0
2017-12-19,03:00:00,0,0,0,0,0,0
2017-12-19,03:20:00,0,0,0,0,0,0
2017-12-19,03:40:00,0,0,0,0,0,0
2017-12-19,04:00:00,0,0,0,0,0,0
2017-12-19,04:20:00,0,0,0,0,0,0
2017-12-19,04:40:00,0,0,0,0,0,0
2017-12-19,05:00:00,0,0,0,0,0,0
2017-12-19,05:20:00,0,0,0,0,0,0
2017-12-19,05:40:00,0,0,0,0,0,0
2017-12-19,06:00:00,0,0,0,0,0,0
2017-12-19,06:20:00,0,0,0,0,0,0
2017-12-19,06:40:00,0.0074,0.00875,0.00275,0.0093,0.0053,0.00435
2017-12-19,07:00:00,0.05225,0.05965,0.0412,0.05685,0.05355,0.04985
2017-12-19,07:20:00,0.32845,0.31995,0.3054,0.3296,0.27905,0.26835
2017-12-19,07:40:00,0.6417,0.59955,0.58125,0.62185,0.54075,0.51865
2017-12-19,08:00:00,0.70755,0.68515,0.66705,0.6788,0.5878,0.5642
2017-12-19,08:20:00,0.9263,0.906,0.8805,0.90105,0.7647,0.7297
2017-12-19,08:40:00,1.479,1.4448,1.4142,1.4274,1.2082,1.14975
2017-12-19,09:00:00,1.3511,1.32655,1.30265,1.3071,1.10305,1.0496
2017-12-19,09:20:00,1.69685,1.65755,1.6256,1.6213,1.37615,1.30845
2017-12-19,09:40:00,2.35735,2.29955,2.26655,2.2403,1.916,1.8199
2017-12-19,10:00:00,2.4111,2.35605,2.3324,2.33565,1.99375,1.90155
2017-12-19,10:20:00,1.916,1.8849,1.86065,1.8424,1.5704,1.49465
2017-12-19,10:40:00,1.49685,1.49885,1.4722,1.475,1.24265,1.183
2017-12-19,11:00:00,1.6339,1.61085,1.61475,1.5657,1.3221,1.2788
2017-12-19,11:20:00,1.7341,1.7104,1.69175,1.686,1.41285,1.34625
2017-12-19,11:40:00,2.21785,2.173,2.1509,2.1298,1.77185,1.7279
2017-12-19,12:00:00,1.96445,1.9286,1.92885,1.89175,1.6173,1.54395
2017-12-19,12:20:00,1.54285,1.52005,1.50045,1.5016,1.25835,1.19755
2017-12-19,12:40:00,1.83635,1.80735,1.79015,1.7754,1.4861,1.42185
2017-12-19,13:00:00,1.6697,1.64755,1.6326,1.626,1.3579,1.3031
2017-12-19,13:20:00,1.31475,1.30015,1.28725,1.28295,1.06615,1.02355
2017-12-19,13:40:00,1.30645,1.2911,1.2785,1.2728,1.05925,1.0164
2017-12-19,14:00:00,1.0672,1.05725,1.0448,1.0463,0.8669,0.83125
2017-12-19,14:20:00,1.10765,1.09875,1.085,1.08685,0.902,0.866
2017-12-19,14:40:00,0.8114,0.8056,0.7917,0.79705,0.65915,0.63375
2017-12-19,15:00:00,0.69365,0.6889,0.67625,0.6839,0.56415,0.54735
2017-12-19,15:20:00,0.585,0.57695,0.5655,0.5811,0.4784,0.46535
2017-12-19,15:40:00,0.42925,0.4276,0.41555,0.42695,0.34985,0.34055
2017-12-19,16:00:00,0.25505,0.2555,0.2443,0.2582,0.20965,0.204
2017-12-19,16:20:00,0.2327,0.2339,0.2225,0.23645,0.1919,0.18585
2017-12-19,16:40:00,0.10445,0.10775,0.0937,0.11005,0.0915,0.08725
2017-12-19,17:00:00,0.01675,0.0204,0.0075,0.02105,0.0266,0.02215
2017-12-19,17:20:00,0.00935,0.01125,0.00345,0.0183,0.00505,0
2017-12-19,17:40:00,0,0,0,0,0,0
2017-12-19,18:00:00,0,0,0,0,0,0
2017-12-19,18:20:00,0,0,0,0,0,0
2017-12-19,18:40:00,0,0,0,0,0,0
2017-12-19,19:00:00,0,0,0,0,0,0
2017-12-19,19:20:00,0,0,0,0,0,0
2017-12-19,19:40:00,0,0,0,0,0,0
2017-12-19,20:00:00,0,0,0,0,0,0
2017-12-19,20:20:00,0,0,0,0,0,0
2017-12-19,20:40:00,0,0,0,0,0,0
2017-12-19,21:00:00,0,0,0,0,0,0
2017-12-19,21:20:00,0,0,0,0,0,0
2017-12-19,21:40:00,0,0,0,0,0,0
2017-12-19,22:00:00,0,0,0,0,0,0
2017-12-19,22:20:00,0,0,0,0,0,0
2017-12-19,22:40:00,0,0,0,0,0,0
2017-12-19,23:00:00,0,0,0,0,0,0
2017-12-19,23:20:00,0,0,0,0,0,0
2017-12-19,23:40:00,0,0,0,0,0,0
