﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211739000405楊清財1-PV-3000N-V 1211739000405,1211739000407楊清財2-PV-3000N-V 1211739000407,1211739000408楊清財3-PV-3000N-V 1211739000408,1211739000410楊清財4-PV-3000N-V 1211739000410,1211739000411楊清財5-PV-3000N-V 1211739000411,1211739000415楊清財6-PV-3000N-V 1211739000415,1211739000416楊清財7-PV-3000N-V 1211739000416,1211739000417楊清財8-PV-3000N-V 1211739000417,1211739000418楊清財9-PV-3000N-V 1211739000418,1211739000419楊清財10-PV-3000N-V 1211739000419,1211739000441楊清財11-PV-3000N-V 1211739000441,1211739000442楊清財12-PV-3000N-V 1211739000442,1211739000443楊清財13-PV-3000N-V 1211739000443,1211739000444楊清財14-PV-3000N-V 1211739000444,11O1745001680楊清財15-PV-5000W-HV 11O1745001680
2018-03-18,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,06:00:00,0.00045,0,0.0007,0,5.0E-5,0.0002,0.00015,0.0006,0,0.0001,0.0161,0.0033,5.0E-5,0.0006,0
2018-03-18,06:20:00,0.0544,0.05055,0.0466,0.0366,0.0342,0.04695,0.0378,0.057,0.03715,0.03605,0.10075,0.05075,0.0522,0.0455,0
2018-03-18,06:40:00,0.16995,0.1708,0.12545,0.128,0.11655,0.16615,0.12,0.17195,0.12685,0.1271,0.21885,0.1364,0.17145,0.1283,0
2018-03-18,07:00:00,0.25375,0.2564,0.16575,0.1751,0.1609,0.25715,0.1635,0.2573,0.1756,0.17625,0.29555,0.1815,0.261,0.16995,0
2018-03-18,07:20:00,0.4965,0.49655,0.3173,0.33845,0.31375,0.5021,0.31735,0.49835,0.3396,0.3447,0.54965,0.3481,0.50835,0.32685,0
2018-03-18,07:40:00,0.68305,0.68435,0.45995,0.49715,0.46395,0.6967,0.4652,0.6851,0.49715,0.5104,0.7472,0.5062,0.70155,0.47845,0
2018-03-18,08:00:00,0.9083,0.90835,0.5903,0.6409,0.5988,0.9245,0.5982,0.90915,0.64425,0.6606,0.9747,0.65045,0.9318,0.61195,0
2018-03-18,08:20:00,1.16465,1.16385,0.7649,0.83385,0.77635,1.19295,0.77615,1.16475,0.83465,0.85625,1.23705,0.83955,1.1953,0.7906,0
2018-03-18,08:40:00,1.36215,1.35965,0.9266,1.01465,0.94315,1.3957,0.9443,1.36015,1.0188,1.03935,1.43665,1.0155,1.3971,0.95875,0
2018-03-18,09:00:00,1.58225,1.5758,1.11165,1.2188,1.13255,1.62005,1.134,1.5762,1.2238,1.24715,1.65925,1.21665,1.6201,1.1499,0
2018-03-18,09:20:00,1.7755,1.76225,1.29085,1.4155,1.3179,1.8138,1.31805,1.7634,1.42565,1.45565,1.84975,1.41815,1.8115,1.33715,0
2018-03-18,09:40:00,1.91195,1.89555,1.4398,1.5808,1.46825,1.9543,1.472,1.8961,1.5863,1.6201,1.9833,1.57655,1.94775,1.49165,0
2018-03-18,10:00:00,1.4978,1.48155,1.17215,1.2892,1.19505,1.5254,1.20045,1.4838,1.28955,1.31775,1.5486,1.2808,1.5205,1.2147,0
2018-03-18,10:20:00,2.0654,2.04355,1.66775,1.8324,1.69975,2.10615,1.70805,2.0478,1.83555,1.874,2.137,1.8175,2.0987,1.73025,0
2018-03-18,10:40:00,2.09025,2.0675,1.73905,1.909,1.77375,2.1296,1.78155,2.0716,1.91915,1.9546,2.16685,1.89785,2.12405,1.80475,0
2018-03-18,11:00:00,2.14115,2.1139,1.83015,2.01265,1.8703,2.181,1.88145,2.1216,2.0224,2.05945,2.2178,1.99885,2.17555,1.90405,0
2018-03-18,11:20:00,2.2097,2.17925,1.93035,2.1263,1.97815,2.2478,1.98965,2.19,2.14,2.17275,2.28595,2.1101,2.2406,2.0128,0
2018-03-18,11:40:00,2.2144,2.18035,1.9722,2.17475,2.0254,2.2442,2.03205,2.1952,2.18575,2.222,2.2709,2.1593,2.2375,2.0562,0
2018-03-18,12:00:00,1.66045,1.63875,1.50475,1.65855,1.5463,1.6858,1.54395,1.64665,1.67365,1.69505,1.7115,1.64995,1.68215,1.5679,0
2018-03-18,12:20:00,2.1834,2.1496,2.01025,2.2249,2.07165,2.21025,2.0781,2.16255,2.2365,2.2724,2.24015,2.20695,2.2055,2.10135,0
2018-03-18,12:40:00,2.11665,2.0873,1.979,2.1981,2.0469,2.1523,2.053,2.0987,2.20945,2.2474,2.1849,2.1825,2.1472,2.07465,0
2018-03-18,13:00:00,2.07295,2.04195,1.92525,2.19755,2.0436,2.11055,2.0486,2.0549,2.20915,2.24385,2.1432,2.1809,2.10365,2.0708,0
2018-03-18,13:20:00,1.9687,1.942,1.84055,2.12895,1.98035,2.00925,1.98565,1.95095,2.1437,2.17605,2.04735,2.1162,2.0049,2.0059,0
2018-03-18,13:40:00,1.8472,1.8257,1.7226,2.0445,1.901,1.8803,1.90835,1.83345,2.06075,2.08695,1.92495,2.0316,1.8816,1.9283,0
2018-03-18,14:00:00,1.30735,1.2932,1.2321,1.4798,1.37465,1.33785,1.37885,1.29725,1.49245,1.51235,1.3678,1.4725,1.3354,1.39415,0
2018-03-18,14:20:00,1.5927,1.57485,1.51755,1.8384,1.70415,1.6197,1.7122,1.5789,1.85485,1.8751,1.66275,1.83005,1.6193,1.73045,0
2018-03-18,14:40:00,1.4996,1.48725,1.3969,1.7521,1.62205,1.5298,1.6275,1.4882,1.76795,1.78975,1.5628,1.7469,1.52565,1.64735,0
2018-03-18,15:00:00,0.98675,0.98,0.8948,1.1825,1.0927,1.0073,1.0971,0.979,1.19275,1.20705,1.03245,1.18,1.0047,1.10885,0
2018-03-18,15:20:00,1.09105,1.0851,0.997,1.36605,1.2291,1.11445,1.2674,1.08385,1.38155,1.3911,1.1527,1.3674,1.114,1.2682,0
2018-03-18,15:40:00,0.9418,0.9373,0.8764,1.2155,1.0467,0.96315,1.12655,0.9358,1.231,1.2364,1.0017,1.2195,0.9623,1.1087,0
2018-03-18,16:00:00,0.7195,0.7175,0.63375,0.9793,0.7853,0.7362,0.9067,0.71625,0.99435,0.98825,0.77775,0.9854,0.7354,0.8461,0
2018-03-18,16:20:00,0.5154,0.51495,0.43465,0.7316,0.53775,0.5254,0.68225,0.51265,0.7529,0.71285,0.56715,0.74895,0.5273,0.62445,0
2018-03-18,16:40:00,0.36505,0.3652,0.33355,0.49665,0.384,0.37085,0.48215,0.36385,0.55515,0.4948,0.4179,0.55535,0.3729,0.46035,0
2018-03-18,17:00:00,0.19815,0.19855,0.19965,0.2563,0.2187,0.1975,0.24295,0.19775,0.292,0.25775,0.24675,0.2963,0.20055,0.24875,0
2018-03-18,17:20:00,0.12035,0.1205,0.1237,0.1511,0.1324,0.1171,0.14145,0.1225,0.1606,0.14915,0.167,0.1676,0.1209,0.1492,0
2018-03-18,17:40:00,0.02025,0.0192,0.0288,0.0241,0.01995,0.01445,0.024,0.02245,0.0251,0.022,0.06655,0.036,0.0178,0.03105,0
2018-03-18,18:00:00,0.00065,0.0006,0.0029,0.0003,0.0004,5.0E-5,0.0006,0.00095,0.00045,0.00025,0.02585,0.00275,0.0002,0.0019,0
2018-03-18,18:20:00,0,0,0,0,0,0,0,0,0,0,0.02365,0,0,0,0
2018-03-18,18:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,19:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,20:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,21:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,22:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,22:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
