﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1431000126PV-3000N-V 10N1431000126斗六廖進豐,L1344000020PV-4000W-V L1344000020斗六廖進豐
2018-01-08,00:00:00,0,0
2018-01-08,00:20:00,0,0
2018-01-08,00:40:00,0,0
2018-01-08,01:00:00,0,0
2018-01-08,01:20:00,0,0
2018-01-08,01:40:00,0,0
2018-01-08,02:00:00,0,0
2018-01-08,02:20:00,0,0
2018-01-08,02:40:00,0,0
2018-01-08,03:00:00,0,0
2018-01-08,03:20:00,0,0
2018-01-08,03:40:00,0,0
2018-01-08,04:00:00,0,0
2018-01-08,04:20:00,0,0
2018-01-08,04:40:00,0,0
2018-01-08,05:00:00,0,0
2018-01-08,05:20:00,0,0
2018-01-08,05:40:00,0,0
2018-01-08,06:00:00,0,0
2018-01-08,06:20:00,0,0
2018-01-08,06:40:00,0.0006,0.00275
2018-01-08,07:00:00,0.0387,0.0588
2018-01-08,07:20:00,0.118,0.1666
2018-01-08,07:40:00,0.1752,0.24445
2018-01-08,08:00:00,0.41845,0.59365
2018-01-08,08:20:00,0.4057,0.58025
2018-01-08,08:40:00,0.1224,0.1719
2018-01-08,09:00:00,0.1828,0.25475
2018-01-08,09:20:00,0.4637,0.65695
2018-01-08,09:40:00,0.7508,1.0812
2018-01-08,10:00:00,0.52905,0.75645
2018-01-08,10:20:00,0.30355,0.43105
2018-01-08,10:40:00,0.2321,0.32485
2018-01-08,11:00:00,0.25705,0.36235
2018-01-08,11:20:00,0.16645,0.2323
2018-01-08,11:40:00,0.1862,0.2597
2018-01-08,12:00:00,0.0936,0.1352
2018-01-08,12:20:00,0.0855,0.1218
2018-01-08,12:40:00,0.04885,0.07275
2018-01-08,13:00:00,0.05945,0.0893
2018-01-08,13:20:00,0.06565,0.09745
2018-01-08,13:40:00,0.0878,0.1261
2018-01-08,14:00:00,0.07885,0.11475
2018-01-08,14:20:00,0.12035,0.16835
2018-01-08,14:40:00,0.11935,0.1666
2018-01-08,15:00:00,0.11655,0.1676
2018-01-08,15:20:00,0.0715,0.1051
2018-01-08,15:40:00,0.0724,0.1067
2018-01-08,16:00:00,0.05525,0.0839
2018-01-08,16:20:00,0.0326,0.0547
2018-01-08,16:40:00,0.01645,0.02895
2018-01-08,17:00:00,0.00555,0.0137
2018-01-08,17:20:00,0,0.00335
2018-01-08,17:40:00,0,0
2018-01-08,18:00:00,0,0
2018-01-08,18:20:00,0,0
2018-01-08,18:40:00,0,0
2018-01-08,19:00:00,0,0
2018-01-08,19:20:00,0,0
2018-01-08,19:40:00,0,0
2018-01-08,20:00:00,0,0
2018-01-08,20:20:00,0,0
2018-01-08,20:40:00,0,0
2018-01-08,21:00:00,0,0
2018-01-08,21:20:00,0,0
2018-01-08,21:40:00,0,0
2018-01-08,22:00:00,0,0
2018-01-08,22:20:00,0,0
2018-01-08,22:40:00,0,0
2018-01-08,23:00:00,0,0
2018-01-08,23:20:00,0,0
2018-01-08,23:40:00,0,0
