﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10R1634000101PV-3000N-V 10R1634000101布袋#1,10R1634000103PV-3000N-V 10R1634000103布袋#2,10R1634000100PV-3000N-V 10R1634000100布袋#3,10R1634000089PV-3000N-V 10R1634000089布袋#4
2017-10-03,00:00:00,0,0,0,0
2017-10-03,00:20:00,0,0,0,0
2017-10-03,00:40:00,0,0,0,0
2017-10-03,01:00:00,0,0,0,0
2017-10-03,01:20:00,0,0,0,0
2017-10-03,01:40:00,0,0,0,0
2017-10-03,02:00:00,0,0,0,0
2017-10-03,02:20:00,0,0,0,0
2017-10-03,02:40:00,0,0,0,0
2017-10-03,03:00:00,0,0,0,0
2017-10-03,03:20:00,0,0,0,0
2017-10-03,03:40:00,0,0,0,0
2017-10-03,04:00:00,0,0,0,0
2017-10-03,04:20:00,0,0,0,0
2017-10-03,04:40:00,0,0,0,0
2017-10-03,05:00:00,0,0,0,0
2017-10-03,05:20:00,0,0,0,0
2017-10-03,05:40:00,0,0,0,0
2017-10-03,06:00:00,0.00655,0.01195,0.01295,0.0169
2017-10-03,06:20:00,0.0418,0.06965,0.082,0.08625
2017-10-03,06:40:00,0.08375,0.13585,0.1709,0.16875
2017-10-03,07:00:00,0.1177,0.19605,0.2711,0.2596
2017-10-03,07:20:00,0.1439,0.25335,0.555,0.35305
2017-10-03,07:40:00,0.1657,0.30825,0.78625,0.68635
2017-10-03,08:00:00,0.1819,0.3569,1.00615,0.90905
2017-10-03,08:20:00,0.19825,0.4079,1.25785,1.12255
2017-10-03,08:40:00,0.2629,0.8605,1.39175,1.2787
2017-10-03,09:00:00,0.3061,1.46575,1.51395,1.38585
2017-10-03,09:20:00,0.30985,1.63505,1.66825,1.51855
2017-10-03,09:40:00,0.34065,1.9244,1.9525,1.76575
2017-10-03,10:00:00,0.4651,1.99145,2.0185,1.83085
2017-10-03,10:20:00,0.44935,2.0761,2.10285,1.91945
2017-10-03,10:40:00,1.24905,1.86945,1.90025,1.7397
2017-10-03,11:00:00,1.942,2.1245,2.15275,1.9684
2017-10-03,11:20:00,1.98605,2.1303,2.1629,1.9766
2017-10-03,11:40:00,2.134,2.2236,2.25875,2.06695
2017-10-03,12:00:00,2.1777,2.22825,2.25935,2.0673
2017-10-03,12:20:00,2.22405,2.24905,2.2789,2.08415
2017-10-03,12:40:00,2.20755,2.2114,2.23815,2.0483
2017-10-03,13:00:00,2.1698,2.15795,2.1784,1.9931
2017-10-03,13:20:00,2.1366,2.1107,2.12575,1.94685
2017-10-03,13:40:00,2.02365,1.9819,1.98905,1.8234
2017-10-03,14:00:00,1.9021,1.85005,1.854,1.7016
2017-10-03,14:20:00,1.7777,1.7165,1.71555,1.5781
2017-10-03,14:40:00,1.65895,1.5907,1.58435,1.4598
2017-10-03,15:00:00,1.46765,1.3972,1.38675,1.2805
2017-10-03,15:20:00,1.26585,1.197,1.1824,1.0943
2017-10-03,15:40:00,1.07675,1.01125,1.002,0.9227
2017-10-03,16:00:00,0.85745,0.8006,0.79315,0.7313
2017-10-03,16:20:00,0.6379,0.5903,0.56715,0.5279
2017-10-03,16:40:00,0.2872,0.2382,0.1882,0.1884
2017-10-03,17:00:00,0.09325,0.08315,0.07925,0.07955
2017-10-03,17:20:00,0.03025,0.0263,0.0247,0.02575
2017-10-03,17:40:00,0.00135,0.00075,0.00065,0.00115
2017-10-03,18:00:00,0,0,0,0
2017-10-03,18:20:00,0,0,0,0
2017-10-03,18:40:00,0,0,0,0
2017-10-03,19:00:00,0,0,0,0
2017-10-03,19:20:00,0,0,0,0
2017-10-03,19:40:00,0,0,0,0
2017-10-03,20:00:00,0,0,0,0
2017-10-03,20:20:00,0,0,0,0
2017-10-03,20:40:00,0,0,0,0
2017-10-03,21:00:00,0,0,0,0
2017-10-03,21:20:00,0,0,0,0
2017-10-03,21:40:00,0,0,0,0
2017-10-03,22:00:00,0,0,0,0
2017-10-03,22:20:00,0,0,0,0
2017-10-03,22:40:00,0,0,0,0
2017-10-03,23:00:00,0,0,0,0
2017-10-03,23:20:00,0,0,0,0
2017-10-03,23:40:00,0,0,0,0
