﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10R1634000101PV-3000N-V 10R1634000101布袋#1,10R1634000103PV-3000N-V 10R1634000103布袋#2,10R1634000100PV-3000N-V 10R1634000100布袋#3,10R1634000089PV-3000N-V 10R1634000089布袋#4
2017-11-05,00:00:00,0,0,0,0
2017-11-05,00:20:00,0,0,0,0
2017-11-05,00:40:00,0,0,0,0
2017-11-05,01:00:00,0,0,0,0
2017-11-05,01:20:00,0,0,0,0
2017-11-05,01:40:00,0,0,0,0
2017-11-05,02:00:00,0,0,0,0
2017-11-05,02:20:00,0,0,0,0
2017-11-05,02:40:00,0,0,0,0
2017-11-05,03:00:00,0,0,0,0
2017-11-05,03:20:00,0,0,0,0
2017-11-05,03:40:00,0,0,0,0
2017-11-05,04:00:00,0,0,0,0
2017-11-05,04:20:00,0,0,0,0
2017-11-05,04:40:00,0,0,0,0
2017-11-05,05:00:00,0,0,0,0
2017-11-05,05:20:00,0,0,0,0
2017-11-05,05:40:00,0,0,0,0
2017-11-05,06:00:00,0,5.0E-5,0,0.0001
2017-11-05,06:20:00,0.0146,0.02505,0.0262,0.03045
2017-11-05,06:40:00,0.05685,0.081,0.0853,0.08675
2017-11-05,07:00:00,0.13305,0.181,0.18725,0.1843
2017-11-05,07:20:00,0.1876,0.26395,0.28235,0.2754
2017-11-05,07:40:00,0.25845,0.36725,0.39765,0.3846
2017-11-05,08:00:00,0.323,0.44585,0.4927,0.47125
2017-11-05,08:20:00,0.4353,0.6344,0.83175,0.78315
2017-11-05,08:40:00,0.47035,0.726,0.95485,0.89535
2017-11-05,09:00:00,0.58195,1.04625,1.11835,1.04265
2017-11-05,09:20:00,0.66405,1.6319,1.6571,1.53185
2017-11-05,09:40:00,0.77335,1.79195,1.8076,1.66135
2017-11-05,10:00:00,0.84075,1.94475,1.9639,1.7963
2017-11-05,10:20:00,0.7726,1.30985,1.32535,1.2199
2017-11-05,10:40:00,1.2517,1.71325,1.7247,1.59025
2017-11-05,11:00:00,1.56765,1.725,1.7353,1.5924
2017-11-05,11:20:00,1.51025,1.64055,1.65535,1.51785
2017-11-05,11:40:00,1.161,1.2901,1.3016,1.19975
2017-11-05,12:00:00,0.7274,0.851,0.8608,0.80095
2017-11-05,12:20:00,0.6796,0.7962,0.80505,0.74995
2017-11-05,12:40:00,0.82925,0.95375,0.95925,0.8942
2017-11-05,13:00:00,1.56535,1.59695,1.6016,1.47515
2017-11-05,13:20:00,1.38725,1.3858,1.3847,1.27195
2017-11-05,13:40:00,1.9534,1.91335,1.90755,1.7558
2017-11-05,14:00:00,1.1139,1.11535,1.10785,1.0263
2017-11-05,14:20:00,0.7421,0.76015,0.7503,0.7009
2017-11-05,14:40:00,1.0366,1.0123,0.99605,0.9312
2017-11-05,15:00:00,0.744,0.729,0.72015,0.6767
2017-11-05,15:20:00,0.42675,0.42205,0.41765,0.39355
2017-11-05,15:40:00,0.1901,0.2042,0.20425,0.1934
2017-11-05,16:00:00,0.1564,0.17195,0.17045,0.16135
2017-11-05,16:20:00,0.131,0.1385,0.137,0.1301
2017-11-05,16:40:00,0.05305,0.0542,0.05225,0.05165
2017-11-05,17:00:00,0.00565,0.0045,0.004,0.00495
2017-11-05,17:20:00,0,0,0,0
2017-11-05,17:40:00,0,0,0,0
2017-11-05,18:00:00,0,0,0,0
2017-11-05,18:20:00,0,0,0,0
2017-11-05,18:40:00,0,0,0,0
2017-11-05,19:00:00,0,0,0,0
2017-11-05,19:20:00,0,0,0,0
2017-11-05,19:40:00,0,0,0,0
2017-11-05,20:00:00,0,0,0,0
2017-11-05,20:20:00,0,0,0,0
2017-11-05,20:40:00,0,0,0,0
2017-11-05,21:00:00,0,0,0,0
2017-11-05,21:20:00,0,0,0,0
2017-11-05,21:40:00,0,0,0,0
2017-11-05,22:00:00,0,0,0,0
2017-11-05,22:20:00,0,0,0,0
2017-11-05,22:40:00,0,0,0,0
2017-11-05,23:00:00,0,0,0,0
2017-11-05,23:20:00,0,0,0,0
2017-11-05,23:40:00,0,0,0,0
