﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1449000272PV-3000N-V 10N1449000272國姓長福,11C1506000029PV-5000W-V 11C1506000029國姓長福,11C1506000030PV-5000W-V 11C1506000030國姓長福,11C1506000043PV-5000W-V 11C1506000043 國姓長福
2018-04-13,00:00:00,0,0,0,0
2018-04-13,00:20:00,0,0,0,0
2018-04-13,00:40:00,0,0,0,0
2018-04-13,01:00:00,0,0,0,0
2018-04-13,01:20:00,0,0,0,0
2018-04-13,01:40:00,0,0,0,0
2018-04-13,02:00:00,0,0,0,0
2018-04-13,02:20:00,0,0,0,0
2018-04-13,02:40:00,0,0,0,0
2018-04-13,03:00:00,0,0,0,0
2018-04-13,03:20:00,0,0,0,0
2018-04-13,03:40:00,0,0,0,0
2018-04-13,04:00:00,0,0,0,0
2018-04-13,04:20:00,0,0,0,0
2018-04-13,04:40:00,0,0,0,0
2018-04-13,05:00:00,0,0,0,0
2018-04-13,05:20:00,0,0,0,0
2018-04-13,05:40:00,0,0.01185,0.01145,0.0138
2018-04-13,06:00:00,0.01655,0.0808,0.05465,0.0567
2018-04-13,06:20:00,0.0723,0.1112,0.10635,0.11525
2018-04-13,06:40:00,0.1327,0.21045,0.20245,0.2145
2018-04-13,07:00:00,0.178,0.28775,0.2776,0.2891
2018-04-13,07:20:00,0.2358,0.38685,0.3736,0.3841
2018-04-13,07:40:00,0.30115,0.51565,0.4821,0.5005
2018-04-13,08:00:00,0.4117,0.8545,0.676,0.7651
2018-04-13,08:20:00,0.65105,1.2813,1.20615,1.28345
2018-04-13,08:40:00,1.1657,1.52535,1.9046,1.5986
2018-04-13,09:00:00,1.3684,1.8349,2.2173,2.0876
2018-04-13,09:20:00,1.51175,2.4398,2.4734,2.3798
2018-04-13,09:40:00,1.58275,2.5683,2.56525,2.5345
2018-04-13,10:00:00,1.45445,2.364,2.34595,2.3389
2018-04-13,10:20:00,1.8006,2.90835,2.90335,2.88145
2018-04-13,10:40:00,1.9303,3.1323,3.12895,3.10465
2018-04-13,11:00:00,2.0218,3.2837,3.2859,3.26065
2018-04-13,11:20:00,2.0757,3.3724,3.37015,3.3432
2018-04-13,11:40:00,2.12475,3.454,3.45325,3.4214
2018-04-13,12:00:00,2.10645,3.4135,3.4199,3.3922
2018-04-13,12:20:00,2.23965,3.6356,3.64335,3.6135
2018-04-13,12:40:00,2.13165,3.45375,3.4503,3.43125
2018-04-13,13:00:00,2.1828,3.5264,3.5223,3.50275
2018-04-13,13:20:00,2.05245,3.19255,3.172,3.15235
2018-04-13,13:40:00,2.0696,3.34315,3.3525,3.32425
2018-04-13,14:00:00,1.7374,2.7971,2.81045,2.7827
2018-04-13,14:20:00,1.4486,2.29995,2.3388,2.3208
2018-04-13,14:40:00,0.9112,1.43755,1.46575,1.4653
2018-04-13,15:00:00,1.113,1.74575,1.78655,1.7782
2018-04-13,15:20:00,1.30785,2.0533,2.10465,2.0885
2018-04-13,15:40:00,0.95705,1.4982,1.5325,1.5287
2018-04-13,16:00:00,0.8028,1.23125,1.27655,1.2699
2018-04-13,16:20:00,0.7308,1.1084,1.16665,1.1597
2018-04-13,16:40:00,0.4069,0.60155,0.6416,0.6448
2018-04-13,17:00:00,0.175,0.26475,0.26765,0.27635
2018-04-13,17:20:00,0.12595,0.18525,0.18735,0.19585
2018-04-13,17:40:00,0.0817,0.1134,0.11675,0.12395
2018-04-13,18:00:00,0.0167,0.0311,0.032,0.02835
2018-04-13,18:20:00,5.0E-5,0.0136,0.01535,0
2018-04-13,18:40:00,0,0,0,0
2018-04-13,19:00:00,0,0,0,0
2018-04-13,19:20:00,0,0,0,0
2018-04-13,19:40:00,0,0,0,0
2018-04-13,20:00:00,0,0,0,0
2018-04-13,20:20:00,0,0,0,0
2018-04-13,20:40:00,0,0,0,0
2018-04-13,21:00:00,0,0,0,0
2018-04-13,21:20:00,0,0,0,0
2018-04-13,21:40:00,0,0,0,0
2018-04-13,22:00:00,0,0,0,0
2018-04-13,22:20:00,0,0,0,0
2018-04-13,22:40:00,0,0,0,0
2018-04-13,23:00:00,0,0,0,0
2018-04-13,23:20:00,0,0,0,0
2018-04-13,23:40:00,0,0,0,0
