﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1743001504謝聰旗1-PV-5000W-HV 11O1743001504,1211740000461謝聰旗2-PV-3000N-V 1211740000461
2018-02-12,00:00:00,0,0
2018-02-12,00:20:00,0,0
2018-02-12,00:40:00,0,0
2018-02-12,01:00:00,0,0
2018-02-12,01:20:00,0,0
2018-02-12,01:40:00,0,0
2018-02-12,02:00:00,0,0
2018-02-12,02:20:00,0,0
2018-02-12,02:40:00,0,0
2018-02-12,03:00:00,0,0
2018-02-12,03:20:00,0,0
2018-02-12,03:40:00,0,0
2018-02-12,04:00:00,0,0
2018-02-12,04:20:00,0,0
2018-02-12,04:40:00,0,0
2018-02-12,05:00:00,0,0
2018-02-12,05:20:00,0,0
2018-02-12,05:40:00,0,0
2018-02-12,06:00:00,0,0
2018-02-12,06:20:00,0,0
2018-02-12,06:40:00,0.01745,0.0174
2018-02-12,07:00:00,0.09685,0.05895
2018-02-12,07:20:00,0.19985,0.1201
2018-02-12,07:40:00,0.3645,0.21585
2018-02-12,08:00:00,0.45745,0.2704
2018-02-12,08:20:00,0.56015,0.31795
2018-02-12,08:40:00,0.73035,0.42825
2018-02-12,09:00:00,0.83765,0.5069
2018-02-12,09:20:00,1.132,0.6814
2018-02-12,09:40:00,1.3228,0.7839
2018-02-12,10:00:00,1.77125,1.05245
2018-02-12,10:20:00,2.83485,1.65255
2018-02-12,10:40:00,3.49175,1.96535
2018-02-12,11:00:00,2.8993,1.64985
2018-02-12,11:20:00,2.19375,1.2455
2018-02-12,11:40:00,2.45435,1.38575
2018-02-12,12:00:00,4.22,2.27735
2018-02-12,12:20:00,4.0471,2.164
2018-02-12,12:40:00,3.9883,2.11825
2018-02-12,13:00:00,3.9003,2.07005
2018-02-12,13:20:00,3.8203,2.02435
2018-02-12,13:40:00,3.6733,1.9454
2018-02-12,14:00:00,3.44835,1.82725
2018-02-12,14:20:00,3.19955,1.69585
2018-02-12,14:40:00,2.92605,1.5509
2018-02-12,15:00:00,2.6059,1.38055
2018-02-12,15:20:00,2.22595,1.18055
2018-02-12,15:40:00,1.7729,0.94215
2018-02-12,16:00:00,1.2273,0.65315
2018-02-12,16:20:00,0.56405,0.30095
2018-02-12,16:40:00,0.4068,0.21795
2018-02-12,17:00:00,0.2822,0.1498
2018-02-12,17:20:00,0.1347,0.06945
2018-02-12,17:40:00,0.03185,0.0074
2018-02-12,18:00:00,0.0076,0
2018-02-12,18:20:00,0,0
2018-02-12,18:40:00,0,0
2018-02-12,19:00:00,0,0
2018-02-12,19:20:00,0,0
2018-02-12,19:40:00,0,0
2018-02-12,20:00:00,0,0
2018-02-12,20:20:00,0,0
2018-02-12,20:40:00,0,0
2018-02-12,21:00:00,0,0
2018-02-12,21:20:00,0,0
2018-02-12,21:40:00,0,0
2018-02-12,22:00:00,0,0
2018-02-12,22:20:00,0,0
2018-02-12,22:40:00,0,0
2018-02-12,23:00:00,0,0
2018-02-12,23:20:00,0,0
2018-02-12,23:40:00,0,0
