﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1450000065PV-4000W-V 10L1450000065
2018-03-29,00:00:00,0
2018-03-29,00:20:00,0
2018-03-29,00:40:00,0
2018-03-29,01:00:00,0
2018-03-29,01:20:00,0
2018-03-29,01:40:00,0
2018-03-29,02:00:00,0
2018-03-29,02:20:00,0
2018-03-29,02:40:00,0
2018-03-29,03:00:00,0
2018-03-29,03:20:00,0
2018-03-29,03:40:00,0
2018-03-29,04:00:00,0
2018-03-29,04:20:00,0
2018-03-29,04:40:00,0
2018-03-29,05:00:00,0
2018-03-29,05:20:00,0
2018-03-29,05:40:00,0
2018-03-29,06:00:00,0.04135
2018-03-29,06:20:00,0.13725
2018-03-29,06:40:00,0.26665
2018-03-29,07:00:00,0.4777
2018-03-29,07:20:00,0.7492
2018-03-29,07:40:00,1.02865
2018-03-29,08:00:00,1.3085
2018-03-29,08:20:00,1.57405
2018-03-29,08:40:00,1.83025
2018-03-29,09:00:00,2.0823
2018-03-29,09:20:00,2.28425
2018-03-29,09:40:00,2.5327
2018-03-29,10:00:00,2.7404
2018-03-29,10:20:00,2.88225
2018-03-29,10:40:00,3.0462
2018-03-29,11:00:00,3.0296
2018-03-29,11:20:00,3.0382
2018-03-29,11:40:00,3.13495
2018-03-29,12:00:00,3.27
2018-03-29,12:20:00,3.2166
2018-03-29,12:40:00,3.26935
2018-03-29,13:00:00,3.18015
2018-03-29,13:20:00,3.1245
2018-03-29,13:40:00,3.0633
2018-03-29,14:00:00,2.8947
2018-03-29,14:20:00,2.76465
2018-03-29,14:40:00,2.56685
2018-03-29,15:00:00,2.3863
2018-03-29,15:20:00,2.1548
2018-03-29,15:40:00,1.80175
2018-03-29,16:00:00,1.4515
2018-03-29,16:20:00,1.12285
2018-03-29,16:40:00,0.8348
2018-03-29,17:00:00,0.50645
2018-03-29,17:20:00,0.2036
2018-03-29,17:40:00,0.09075
2018-03-29,18:00:00,0.0247
2018-03-29,18:20:00,0
2018-03-29,18:40:00,0
2018-03-29,19:00:00,0
2018-03-29,19:20:00,0
2018-03-29,19:40:00,0
2018-03-29,20:00:00,0
2018-03-29,20:20:00,0
2018-03-29,20:40:00,0
2018-03-29,21:00:00,0
2018-03-29,21:20:00,0
2018-03-29,21:40:00,0
2018-03-29,22:00:00,0
2018-03-29,22:20:00,0
2018-03-29,22:40:00,0
2018-03-29,23:00:00,0
2018-03-29,23:20:00,0
2018-03-29,23:40:00,0
