﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2018-04-27,00:00:00,0,0,0,0
2018-04-27,00:20:00,0,0,0,0
2018-04-27,00:40:00,0,0,0,0
2018-04-27,01:00:00,0,0,0,0
2018-04-27,01:20:00,0,0,0,0
2018-04-27,01:40:00,0,0,0,0
2018-04-27,02:00:00,0,0,0,0
2018-04-27,02:20:00,0,0,0,0
2018-04-27,02:40:00,0,0,0,0
2018-04-27,03:00:00,0,0,0,0
2018-04-27,03:20:00,0,0,0,0
2018-04-27,03:40:00,0,0,0,0
2018-04-27,04:00:00,0,0,0,0
2018-04-27,04:20:00,0,0,0,0
2018-04-27,04:40:00,0,0,0,0
2018-04-27,05:00:00,0,0,0,0
2018-04-27,05:20:00,0.00655,0,0,0.0039
2018-04-27,05:40:00,0.1348,0.0812,0.01775,0.1185
2018-04-27,06:00:00,0.3962,0.2525,0.14825,0.3672
2018-04-27,06:20:00,0.6418,0.39935,0.29675,0.6029
2018-04-27,06:40:00,0.64865,0.4047,0.3012,0.59835
2018-04-27,07:00:00,0.8372,0.51495,0.41985,0.7931
2018-04-27,07:20:00,0.7926,0.4896,0.3941,0.7365
2018-04-27,07:40:00,0.88565,0.5466,0.45235,0.818
2018-04-27,08:00:00,0.8571,0.52915,0.4358,0.7935
2018-04-27,08:20:00,1.1175,0.69115,0.5989,1.03245
2018-04-27,08:40:00,1.49035,0.91475,0.8252,1.3731
2018-04-27,09:00:00,2.34575,1.4537,1.3712,2.223
2018-04-27,09:20:00,2.6618,1.6262,1.559,2.5449
2018-04-27,09:40:00,4.01225,2.42045,2.3806,3.9053
2018-04-27,10:00:00,2.53985,1.54965,1.4787,2.4015
2018-04-27,10:20:00,2.6299,1.6005,1.53175,2.5098
2018-04-27,10:40:00,2.7322,1.65955,1.59065,2.6092
2018-04-27,11:00:00,2.5208,1.527,1.4559,2.352
2018-04-27,11:20:00,2.5384,1.5452,1.4726,2.3621
2018-04-27,11:40:00,2.486,1.5053,1.43345,2.3
2018-04-27,12:00:00,2.20415,1.34075,1.2646,2.0144
2018-04-27,12:20:00,2.23875,1.36285,1.2873,2.05165
2018-04-27,12:40:00,2.033,1.23195,1.1551,1.87175
2018-04-27,13:00:00,1.76825,1.0762,0.9947,1.6308
2018-04-27,13:20:00,2.06735,1.2696,1.1798,1.8655
2018-04-27,13:40:00,2.1871,1.3298,1.24825,1.96735
2018-04-27,14:00:00,2.40945,1.4675,1.39755,2.228
2018-04-27,14:20:00,2.51715,1.5238,1.46225,2.32715
2018-04-27,14:40:00,1.78165,1.08195,1.00265,1.5993
2018-04-27,15:00:00,1.43995,0.8725,0.78945,1.2962
2018-04-27,15:20:00,1.134,0.69505,0.60315,0.9964
2018-04-27,15:40:00,1.1158,0.68155,0.59095,0.988
2018-04-27,16:00:00,0.8119,0.4982,0.4033,0.72995
2018-04-27,16:20:00,0.73285,0.45215,0.3577,0.6433
2018-04-27,16:40:00,0.53815,0.3344,0.23745,0.4729
2018-04-27,17:00:00,0.37545,0.23745,0.13755,0.3352
2018-04-27,17:20:00,0.213,0.1389,0.036,0.1886
2018-04-27,17:40:00,0.09555,0.05945,0.0005,0.0732
2018-04-27,18:00:00,0.0216,0.01085,5.0E-5,0.00675
2018-04-27,18:20:00,0.0166,0.00225,0,0
2018-04-27,18:40:00,0.0024,0.0005,0,0
2018-04-27,19:00:00,0,0,0,0
2018-04-27,19:20:00,0,0,0,0
2018-04-27,19:40:00,0,0,0,0
2018-04-27,20:00:00,0,0,0,0
2018-04-27,20:20:00,0,0,0,0
2018-04-27,20:40:00,0,0,0,0
2018-04-27,21:00:00,0,0,0,0
2018-04-27,21:20:00,0,0,0,0
2018-04-27,21:40:00,0,0,0,0
2018-04-27,22:00:00,0,0,0,0
2018-04-27,22:20:00,0,0,0,0
2018-04-27,22:40:00,0,0,0,0
2018-04-27,23:00:00,0,0,0,0
2018-04-27,23:20:00,0,0,0,0
2018-04-27,23:40:00,0,0,0,0
