﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211746000545林玲華1-PV-3000N-V 1211746000545,1211746000526林玲華2-PV-3000N-V 1211746000526
2018-03-02,00:00:00,0,0
2018-03-02,00:20:00,0,0
2018-03-02,00:40:00,0,0
2018-03-02,01:00:00,0,0
2018-03-02,01:20:00,0,0
2018-03-02,01:40:00,0,0
2018-03-02,02:00:00,0,0
2018-03-02,02:20:00,0,0
2018-03-02,02:40:00,0,0
2018-03-02,03:00:00,0,0
2018-03-02,03:20:00,0,0
2018-03-02,03:40:00,0,0
2018-03-02,04:00:00,0,0
2018-03-02,04:20:00,0,0
2018-03-02,04:40:00,0,0
2018-03-02,05:00:00,0,0
2018-03-02,05:20:00,0,0
2018-03-02,05:40:00,0,0
2018-03-02,06:00:00,0,0
2018-03-02,06:20:00,0,0
2018-03-02,06:40:00,0.00625,0.00505
2018-03-02,07:00:00,0.0746,0.0626
2018-03-02,07:20:00,0.2329,0.2243
2018-03-02,07:40:00,0.7173,0.7106
2018-03-02,08:00:00,0.9021,0.8937
2018-03-02,08:20:00,0.73175,0.72605
2018-03-02,08:40:00,0.79735,0.79385
2018-03-02,09:00:00,1.12465,1.121
2018-03-02,09:20:00,1.4554,1.4531
2018-03-02,09:40:00,1.90905,1.91455
2018-03-02,10:00:00,2.3485,2.3586
2018-03-02,10:20:00,2.5392,2.55375
2018-03-02,10:40:00,2.73505,2.76075
2018-03-02,11:00:00,2.71455,2.7448
2018-03-02,11:20:00,2.74055,2.78565
2018-03-02,11:40:00,2.1788,2.1989
2018-03-02,12:00:00,2.3419,2.35525
2018-03-02,12:20:00,2.43845,2.45295
2018-03-02,12:40:00,1.8188,1.82305
2018-03-02,13:00:00,2.59655,2.6147
2018-03-02,13:20:00,1.82205,1.8321
2018-03-02,13:40:00,2.48235,2.49885
2018-03-02,14:00:00,2.3708,2.3815
2018-03-02,14:20:00,1.39845,1.42175
2018-03-02,14:40:00,1.60335,1.6155
2018-03-02,15:00:00,1.31175,1.32805
2018-03-02,15:20:00,1.0264,1.0491
2018-03-02,15:40:00,0.7862,0.8023
2018-03-02,16:00:00,0.6261,0.6505
2018-03-02,16:20:00,0.5262,0.6101
2018-03-02,16:40:00,0.3459,0.36905
2018-03-02,17:00:00,0.26095,0.2698
2018-03-02,17:20:00,0.1268,0.12485
2018-03-02,17:40:00,0.0383,0.0305
2018-03-02,18:00:00,0.0002,0.0001
2018-03-02,18:20:00,0,0
2018-03-02,18:40:00,0,0
2018-03-02,19:00:00,0,0
2018-03-02,19:20:00,0,0
2018-03-02,19:40:00,0,0
2018-03-02,20:00:00,0,0
2018-03-02,20:20:00,0,0
2018-03-02,20:40:00,0,0
2018-03-02,21:00:00,0,0
2018-03-02,21:20:00,0,0
2018-03-02,21:40:00,0,0
2018-03-02,22:00:00,0,0
2018-03-02,22:20:00,0,0
2018-03-02,22:40:00,0,0
2018-03-02,23:00:00,0,0
2018-03-02,23:20:00,0,0
2018-03-02,23:40:00,0,0
