﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1450000065PV-4000W-V 10L1450000065
2018-02-14,00:00:00,0
2018-02-14,00:20:00,0
2018-02-14,00:40:00,0
2018-02-14,01:00:00,0
2018-02-14,01:20:00,0
2018-02-14,01:40:00,0
2018-02-14,02:00:00,0
2018-02-14,02:20:00,0
2018-02-14,02:40:00,0
2018-02-14,03:00:00,0
2018-02-14,03:20:00,0
2018-02-14,03:40:00,0
2018-02-14,04:00:00,0
2018-02-14,04:20:00,0
2018-02-14,04:40:00,0
2018-02-14,05:00:00,0
2018-02-14,05:20:00,0
2018-02-14,05:40:00,0
2018-02-14,06:00:00,0
2018-02-14,06:20:00,0
2018-02-14,06:40:00,0.0431
2018-02-14,07:00:00,0.1382
2018-02-14,07:20:00,0.26475
2018-02-14,07:40:00,0.47945
2018-02-14,08:00:00,0.8101
2018-02-14,08:20:00,1.13305
2018-02-14,08:40:00,1.3144
2018-02-14,09:00:00,1.469
2018-02-14,09:20:00,1.72875
2018-02-14,09:40:00,2.0426
2018-02-14,10:00:00,2.21245
2018-02-14,10:20:00,2.31625
2018-02-14,10:40:00,2.6191
2018-02-14,11:00:00,2.7441
2018-02-14,11:20:00,2.8493
2018-02-14,11:40:00,2.85675
2018-02-14,12:00:00,2.94615
2018-02-14,12:20:00,2.9289
2018-02-14,12:40:00,2.9966
2018-02-14,13:00:00,2.96255
2018-02-14,13:20:00,2.8373
2018-02-14,13:40:00,2.73295
2018-02-14,14:00:00,2.648
2018-02-14,14:20:00,2.4976
2018-02-14,14:40:00,2.0626
2018-02-14,15:00:00,1.79545
2018-02-14,15:20:00,1.63745
2018-02-14,15:40:00,1.43255
2018-02-14,16:00:00,1.1705
2018-02-14,16:20:00,0.7309
2018-02-14,16:40:00,0.58425
2018-02-14,17:00:00,0.2337
2018-02-14,17:20:00,0.0961
2018-02-14,17:40:00,0.0305
2018-02-14,18:00:00,0.00785
2018-02-14,18:20:00,0
2018-02-14,18:40:00,0
2018-02-14,19:00:00,0
2018-02-14,19:20:00,0
2018-02-14,19:40:00,0
2018-02-14,20:00:00,0
2018-02-14,20:20:00,0
2018-02-14,20:40:00,0
2018-02-14,21:00:00,0
2018-02-14,21:20:00,0
2018-02-14,21:40:00,0
2018-02-14,22:00:00,0
2018-02-14,22:20:00,0
2018-02-14,22:40:00,0
2018-02-14,23:00:00,0
2018-02-14,23:20:00,0
2018-02-14,23:40:00,0
