﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1532000144PV-3000N-V 10N1532000144 伸港主光-01,11D1514000073PV-3000N-V 11D1514000073 伸港主光-02,11D1507000055PV-3000N-V 11D1507000055 伸港主光-03,11D1514000062PV-3000N-V 11D1514000062 伸港主光-04,11D1514000077PV-3000N-V 11D1514000077 伸港主光-05
2017-10-22,00:00:00,0,0,0,0,0
2017-10-22,00:20:00,0,0,0,0,0
2017-10-22,00:40:00,0,0,0,0,0
2017-10-22,01:00:00,0,0,0,0,0
2017-10-22,01:20:00,0,0,0,0,0
2017-10-22,01:40:00,0,0,0,0,0
2017-10-22,02:00:00,0,0,0,0,0
2017-10-22,02:20:00,0,0,0,0,0
2017-10-22,02:40:00,0,0,0,0,0
2017-10-22,03:00:00,0,0,0,0,0
2017-10-22,03:20:00,0,0,0,0,0
2017-10-22,03:40:00,0,0,0,0,0
2017-10-22,04:00:00,0,0,0,0,0
2017-10-22,04:20:00,0,0,0,0,0
2017-10-22,04:40:00,0,0,0,0,0
2017-10-22,05:00:00,0,0,0,0,0
2017-10-22,05:20:00,0,0,0,0,0
2017-10-22,05:40:00,0,0,0,0,0
2017-10-22,06:00:00,0,0,0.00765,0.041,0.00795
2017-10-22,06:20:00,0.08425,0.1065,0.0965,0.12965,0.10045
2017-10-22,06:40:00,0.22665,0.21985,0.193,0.27145,0.2645
2017-10-22,07:00:00,0.4569,0.36,0.46015,0.5115,0.4878
2017-10-22,07:20:00,0.70115,0.72095,0.69695,0.74095,0.71905
2017-10-22,07:40:00,0.8449,0.8463,0.8314,0.88245,0.85855
2017-10-22,08:00:00,1.1424,1.1296,1.1179,1.1633,1.15
2017-10-22,08:20:00,1.3615,1.33655,1.33215,1.3752,1.3631
2017-10-22,08:40:00,1.55065,1.51365,1.51635,1.5597,1.54705
2017-10-22,09:00:00,1.7218,1.64155,1.68375,1.7274,1.7148
2017-10-22,09:20:00,1.8607,1.75295,1.8181,1.8603,1.84845
2017-10-22,09:40:00,1.9866,1.86465,1.9395,1.9806,1.96675
2017-10-22,10:00:00,2.08315,1.95135,2.03315,2.0731,2.05955
2017-10-22,10:20:00,2.17935,2.0374,2.1248,2.16165,2.1505
2017-10-22,10:40:00,2.24365,2.09305,2.1865,2.2227,2.2103
2017-10-22,11:00:00,2.27985,2.1211,2.2232,2.2581,2.24375
2017-10-22,11:20:00,2.1169,1.95645,2.0657,2.09925,2.08305
2017-10-22,11:40:00,2.3145,2.11575,2.2566,2.2873,2.27345
2017-10-22,12:00:00,2.2954,2.06925,2.2347,2.26585,2.25085
2017-10-22,12:20:00,2.2682,2.04735,2.20875,2.23885,2.2236
2017-10-22,12:40:00,2.2001,1.98155,2.13815,2.16715,2.14755
2017-10-22,13:00:00,2.1294,1.9024,2.07115,2.09935,2.0801
2017-10-22,13:20:00,2.0297,1.55195,1.97245,1.9982,1.9776
2017-10-22,13:40:00,1.91885,1.3226,1.86225,1.8864,1.85985
2017-10-22,14:00:00,1.77965,1.4523,1.724,1.74495,1.71645
2017-10-22,14:20:00,1.6103,1.1774,1.55685,1.57665,1.5454
2017-10-22,14:40:00,1.43185,1.05775,1.37975,1.39735,1.36145
2017-10-22,15:00:00,1.22955,0.77105,1.18075,1.19695,0.8571
2017-10-22,15:20:00,1.01265,0.6001,0.93875,0.728,0.1923
2017-10-22,15:40:00,0.72865,0.32015,0.31945,0.21475,0.16805
2017-10-22,16:00:00,0.41595,0.1482,0.16795,0.1753,0.1329
2017-10-22,16:20:00,0.14495,0.119,0.12155,0.13565,0.09885
2017-10-22,16:40:00,0.07045,0.08435,0.07335,0.08575,0.05915
2017-10-22,17:00:00,0.0218,0.0428,0.0168,0.0444,0.01315
2017-10-22,17:20:00,0.0001,0.01415,5.0E-5,0.01435,0
2017-10-22,17:40:00,0,0.00525,0,0.00525,0
2017-10-22,18:00:00,0,0,0,0,0
2017-10-22,18:20:00,0,0,0,0,0
2017-10-22,18:40:00,0,0,0,0,0
2017-10-22,19:00:00,0,0,0,0,0
2017-10-22,19:20:00,0,0,0,0,0
2017-10-22,19:40:00,0,0,0,0,0
2017-10-22,20:00:00,0,0,0,0,0
2017-10-22,20:20:00,0,0,0,0,0
2017-10-22,20:40:00,0,0,0,0,0
2017-10-22,21:00:00,0,0,0,0,0
2017-10-22,21:20:00,0,0,0,0,0
2017-10-22,21:40:00,0,0,0,0,0
2017-10-22,22:00:00,0,0,0,0,0
2017-10-22,22:20:00,0,0,0,0,0
2017-10-22,22:40:00,0,0,0,0,0
2017-10-22,23:00:00,0,0,0,0,0
2017-10-22,23:20:00,0,0,0,0,0
2017-10-22,23:40:00,0,0,0,0,0
