﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1638000173PV-5000W-V 10D1638000173陳慶修#1,1151449000296PV-5000W-V 1151449000296陳慶修#2,10D1638000183PV-5000W-V 10D1638000183陳慶修#3
2018-04-11,00:00:00,0,0,0
2018-04-11,00:20:00,0,0,0
2018-04-11,00:40:00,0,0,0
2018-04-11,01:00:00,0,0,0
2018-04-11,01:20:00,0,0,0
2018-04-11,01:40:00,0,0,0
2018-04-11,02:00:00,0,0,0
2018-04-11,02:20:00,0,0,0
2018-04-11,02:40:00,0,0,0
2018-04-11,03:00:00,0,0,0
2018-04-11,03:20:00,0,0,0
2018-04-11,03:40:00,0,0,0
2018-04-11,04:00:00,0,0,0
2018-04-11,04:20:00,0,0,0
2018-04-11,04:40:00,0,0,0
2018-04-11,05:00:00,0,0,0
2018-04-11,05:20:00,0,0,0
2018-04-11,05:40:00,0.01005,0.029,0.01615
2018-04-11,06:00:00,0.12695,0.16365,0.1483
2018-04-11,06:20:00,0.2919,0.33195,0.32865
2018-04-11,06:40:00,0.5486,0.5859,0.58715
2018-04-11,07:00:00,0.8846,0.91445,0.9235
2018-04-11,07:20:00,1.1224,1.1792,1.1902
2018-04-11,07:40:00,1.32715,1.34775,1.3403
2018-04-11,08:00:00,0.8592,0.8769,0.83885
2018-04-11,08:20:00,0.97365,1.01475,0.98215
2018-04-11,08:40:00,1.55825,1.658,1.6283
2018-04-11,09:00:00,2.8006,2.86125,2.81615
2018-04-11,09:20:00,3.1156,3.17345,3.10215
2018-04-11,09:40:00,3.3822,3.4352,3.35595
2018-04-11,10:00:00,3.45675,3.48595,3.40835
2018-04-11,10:20:00,3.3419,3.3342,3.29805
2018-04-11,10:40:00,3.9196,3.91125,3.8616
2018-04-11,11:00:00,4.0403,4.01865,3.9529
2018-04-11,11:20:00,3.36205,3.3363,3.27855
2018-04-11,11:40:00,4.12095,4.0969,4.0353
2018-04-11,12:00:00,4.13305,4.09285,4.02715
2018-04-11,12:20:00,4.11135,4.07595,4.00895
2018-04-11,12:40:00,3.92915,3.87165,3.8134
2018-04-11,13:00:00,3.1886,3.16405,3.09005
2018-04-11,13:20:00,3.5302,3.46025,3.3496
2018-04-11,13:40:00,2.69095,2.6556,2.56225
2018-04-11,14:00:00,3.12825,3.1272,3.0446
2018-04-11,14:20:00,2.9114,2.8647,2.6266
2018-04-11,14:40:00,2.9584,2.9623,2.5338
2018-04-11,15:00:00,2.84395,2.8326,2.34535
2018-04-11,15:20:00,2.3784,2.29905,1.88095
2018-04-11,15:40:00,1.75615,1.7625,1.41595
2018-04-11,16:00:00,1.5042,1.52715,1.22305
2018-04-11,16:20:00,0.8826,0.8529,0.67945
2018-04-11,16:40:00,0.67515,0.7187,0.54715
2018-04-11,17:00:00,0.6414,0.6279,0.45985
2018-04-11,17:20:00,0.4269,0.4497,0.3245
2018-04-11,17:40:00,0.20675,0.2217,0.1451
2018-04-11,18:00:00,0.0107,0.0247,0.0089
2018-04-11,18:20:00,0,0,0
2018-04-11,18:40:00,0,0,0
2018-04-11,19:00:00,0,0,0
2018-04-11,19:20:00,0,0,0
2018-04-11,19:40:00,0,0,0
2018-04-11,20:00:00,0,0,0
2018-04-11,20:20:00,0,0,0
2018-04-11,20:40:00,0,0,0
2018-04-11,21:00:00,0,0,0
2018-04-11,21:20:00,0,0,0
2018-04-11,21:40:00,0,0,0
2018-04-11,22:00:00,0,0,0
2018-04-11,22:20:00,0,0,0
2018-04-11,22:40:00,0,0,0
2018-04-11,23:00:00,0,0,0
2018-04-11,23:20:00,0,0,0
2018-04-11,23:40:00,0,0,0
