﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1751002234洪秋冬一期1-PV-5000W-HV 11O1751002234,11O1751002231洪秋冬一期2-PV-5000W-HV 11O1751002231,11O1751002170洪秋冬一期3-PV-5000W-HV 11O1751002170,1211750000643洪秋冬二期1-PV-3000N-V 1211750000643,1211750000640洪秋冬二期2-PV-3000N-V 1211750000640,1211750000644洪秋冬二期3-PV-3000N-V 1211750000644
2018-03-15,00:00:00,0,0,0,0,0,0
2018-03-15,00:20:00,0,0,0,0,0,0
2018-03-15,00:40:00,0,0,0,0,0,0
2018-03-15,01:00:00,0,0,0,0,0,0
2018-03-15,01:20:00,0,0,0,0,0,0
2018-03-15,01:40:00,0,0,0,0,0,0
2018-03-15,02:00:00,0,0,0,0,0,0
2018-03-15,02:20:00,0,0,0,0,0,0
2018-03-15,02:40:00,0,0,0,0,0,0
2018-03-15,03:00:00,0,0,0,0,0,0
2018-03-15,03:20:00,0,0,0,0,0,0
2018-03-15,03:40:00,0,0,0,0,0,0
2018-03-15,04:00:00,0,0,0,0,0,0
2018-03-15,04:20:00,0,0,0,0,0,0
2018-03-15,04:40:00,0,0,0,0,0,0
2018-03-15,05:00:00,0,0,0,0,0,0
2018-03-15,05:20:00,0,0,0,0,0,0
2018-03-15,05:40:00,0,0,0,0,0,0
2018-03-15,06:00:00,0,0,0,0,0,0
2018-03-15,06:20:00,0.057,0.00165,0,0.00785,0.0011,0.00085
2018-03-15,06:40:00,0.1954,0.1802,0.16085,0.08905,0.0985,0.0883
2018-03-15,07:00:00,0.29935,0.2881,0.2954,0.14775,0.15915,0.14775
2018-03-15,07:20:00,0.73515,0.7276,0.7381,0.40265,0.4012,0.39945
2018-03-15,07:40:00,0.75845,0.75665,0.76195,0.4176,0.43145,0.4116
2018-03-15,08:00:00,0.8872,0.8742,0.88955,0.48425,0.4873,0.4851
2018-03-15,08:20:00,0.73645,0.7236,0.73345,0.40525,0.41235,0.3969
2018-03-15,08:40:00,1.3144,1.30165,1.3243,0.7389,0.75565,0.72275
2018-03-15,09:00:00,1.3691,1.3544,1.3782,0.76965,0.7868,0.7561
2018-03-15,09:20:00,1.11735,1.10305,1.12235,0.62955,0.64405,0.6181
2018-03-15,09:40:00,1.53575,1.5233,1.54875,0.85825,0.8837,0.8519
2018-03-15,10:00:00,3.0824,3.062,3.10985,1.73165,1.75945,1.6281
2018-03-15,10:20:00,2.80625,2.7922,2.83595,1.5753,1.6023,1.55215
2018-03-15,10:40:00,1.75,1.74155,1.76815,0.9795,1.0001,0.9719
2018-03-15,11:00:00,1.21,1.19795,1.21815,0.6738,0.68925,0.66875
2018-03-15,11:20:00,1.32785,1.31735,1.33855,0.7486,0.7565,0.73605
2018-03-15,11:40:00,1.6326,1.63985,1.66435,0.9319,0.94085,0.92175
2018-03-15,12:00:00,2.6156,2.6121,2.64575,1.4805,1.4955,1.45615
2018-03-15,12:20:00,1.75325,1.7479,1.7727,0.98015,1.0009,0.9713
2018-03-15,12:40:00,1.98135,1.9715,2.00535,1.11,1.1329,1.1052
2018-03-15,13:00:00,2.8796,2.84075,2.9082,1.6188,1.64555,1.61
2018-03-15,13:20:00,2.67055,2.6193,2.6806,1.4957,1.51585,1.4878
2018-03-15,13:40:00,2.07645,2.05535,2.09185,1.16235,1.18955,1.15805
2018-03-15,14:00:00,1.55355,1.5427,1.5672,0.867,0.8966,0.85985
2018-03-15,14:20:00,1.3418,1.3295,1.35125,0.74445,0.7725,0.7412
2018-03-15,14:40:00,0.976,0.96335,0.97895,0.535,0.55915,0.5334
2018-03-15,15:00:00,0.55135,0.5362,0.5464,0.2904,0.3091,0.29005
2018-03-15,15:20:00,0.6885,0.67415,0.6847,0.3704,0.3826,0.36955
2018-03-15,15:40:00,0.3444,0.33055,0.3382,0.17395,0.18465,0.1725
2018-03-15,16:00:00,0.08925,0.0748,0.08135,0.0276,0.0336,0.0269
2018-03-15,16:20:00,0.0872,0.07385,0.0819,0.0224,0.0305,0.0213
2018-03-15,16:40:00,0.0878,0.0725,0.08265,0.0229,0.03085,0.02205
2018-03-15,17:00:00,0.11215,0.0969,0.1049,0.03985,0.04905,0.0383
2018-03-15,17:20:00,0.0276,0.01645,0.02015,0.00025,0.00125,0.00015
2018-03-15,17:40:00,0.0181,0.00685,0.01055,0.0001,5.0E-5,0
2018-03-15,18:00:00,0.01255,0.00165,0.00405,0,0,0
2018-03-15,18:20:00,0.01185,0.0012,0.0033,0,0,0
2018-03-15,18:40:00,0.0116,0.00115,0.00315,0,0,0
2018-03-15,19:00:00,0.0115,0.001,0.00105,0,0,0
2018-03-15,19:20:00,0.0113,0.00095,0,0,0,0
2018-03-15,19:40:00,0.0114,0.001,0,0,0,0
2018-03-15,20:00:00,0.01125,0.00095,0,0,0,0
2018-03-15,20:20:00,0.0115,0.001,0,0,0,0
2018-03-15,20:40:00,0.0129,0.00155,0,0,0,0
2018-03-15,21:00:00,0.014,0.002,0,0,0,0
2018-03-15,21:20:00,0.014,0.002,0,0,0,0
2018-03-15,21:40:00,0.01395,0.0021,0,0,0,0
2018-03-15,22:00:00,0,0,0,0,0,0
2018-03-15,22:20:00,0,0,0,0,0,0
2018-03-15,22:40:00,0,0,0,0,0,0
2018-03-15,23:00:00,0,0,0,0,0,0
2018-03-15,23:20:00,0,0,0,0,0,0
2018-03-15,23:40:00,0,0,0,0,0,0
