﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1449000272PV-3000N-V 10N1449000272國姓長福,11C1506000029PV-5000W-V 11C1506000029國姓長福,11C1506000030PV-5000W-V 11C1506000030國姓長福,11C1506000043PV-5000W-V 11C1506000043 國姓長福
2017-11-04,00:00:00,0,0,0,0
2017-11-04,00:20:00,0,0,0,0
2017-11-04,00:40:00,0,0,0,0
2017-11-04,01:00:00,0,0,0,0
2017-11-04,01:20:00,0,0,0,0
2017-11-04,01:40:00,0,0,0,0
2017-11-04,02:00:00,0,0,0,0
2017-11-04,02:20:00,0,0,0,0
2017-11-04,02:40:00,0,0,0,0
2017-11-04,03:00:00,0,0,0,0
2017-11-04,03:20:00,0,0,0,0
2017-11-04,03:40:00,0,0,0,0
2017-11-04,04:00:00,0,0,0,0
2017-11-04,04:20:00,0,0,0,0
2017-11-04,04:40:00,0,0,0,0
2017-11-04,05:00:00,0,0,0,0
2017-11-04,05:20:00,0,0,0,0
2017-11-04,05:40:00,0,0,0,0
2017-11-04,06:00:00,0,0,0,0
2017-11-04,06:20:00,0,0.03245,0.0327,0.036
2017-11-04,06:40:00,0.0291,0.072,0.07635,0.07915
2017-11-04,07:00:00,0.0896,0.1272,0.1291,0.1367
2017-11-04,07:20:00,0.13795,0.207,0.2066,0.21575
2017-11-04,07:40:00,0.2107,0.326,0.3278,0.3348
2017-11-04,08:00:00,0.46215,0.7438,0.74105,0.7466
2017-11-04,08:20:00,0.5678,0.94205,0.9178,0.9325
2017-11-04,08:40:00,0.794,1.2854,1.2758,1.27775
2017-11-04,09:00:00,0.79295,1.2922,1.28955,1.28595
2017-11-04,09:20:00,1.0052,1.7616,1.7599,1.76025
2017-11-04,09:40:00,1.1647,1.92215,1.9049,1.9087
2017-11-04,10:00:00,1.0251,1.6541,1.6468,1.64655
2017-11-04,10:20:00,1.42685,2.30305,2.3009,2.28775
2017-11-04,10:40:00,0.8123,1.29615,1.2953,1.29725
2017-11-04,11:00:00,0.874,1.4014,1.40095,1.3986
2017-11-04,11:20:00,1.3137,2.1067,2.10315,2.09385
2017-11-04,11:40:00,0.82475,1.3326,1.3284,1.32885
2017-11-04,12:00:00,1.7507,2.7902,2.80825,2.7798
2017-11-04,12:20:00,2.18225,3.5309,3.5502,3.488
2017-11-04,12:40:00,1.1266,1.83815,1.8255,1.81955
2017-11-04,13:00:00,0.68335,1.10055,1.0919,1.0998
2017-11-04,13:20:00,0.7368,1.173,1.17655,1.18045
2017-11-04,13:40:00,0.75715,1.2051,1.21,1.21295
2017-11-04,14:00:00,0.69965,1.1122,1.1162,1.12055
2017-11-04,14:20:00,0.68375,1.08385,1.09125,1.09635
2017-11-04,14:40:00,0.74515,1.1789,1.1945,1.1947
2017-11-04,15:00:00,0.8825,1.39335,1.41115,1.4031
2017-11-04,15:20:00,0.4007,0.62155,0.6343,0.63675
2017-11-04,15:40:00,0.3305,0.4983,0.5183,0.5217
2017-11-04,16:00:00,0.24045,0.3586,0.3722,0.3779
2017-11-04,16:20:00,0.15895,0.221,0.23685,0.23835
2017-11-04,16:40:00,0.0744,0.09975,0.1059,0.1118
2017-11-04,17:00:00,0.0168,0.0312,0.0327,0.02865
2017-11-04,17:20:00,5.0E-5,0.01225,0.01355,0
2017-11-04,17:40:00,0,0,0,0
2017-11-04,18:00:00,0,0,0,0
2017-11-04,18:20:00,0,0,0,0
2017-11-04,18:40:00,0,0,0,0
2017-11-04,19:00:00,0,0,0,0
2017-11-04,19:20:00,0,0,0,0
2017-11-04,19:40:00,0,0,0,0
2017-11-04,20:00:00,0,0,0,0
2017-11-04,20:20:00,0,0,0,0
2017-11-04,20:40:00,0,0,0,0
2017-11-04,21:00:00,0,0,0,0
2017-11-04,21:20:00,0,0,0,0
2017-11-04,21:40:00,0,0,0,0
2017-11-04,22:00:00,0,0,0,0
2017-11-04,22:20:00,0,0,0,0
2017-11-04,22:40:00,0,0,0,0
2017-11-04,23:00:00,0,0,0,0
2017-11-04,23:20:00,0,0,0,0
2017-11-04,23:40:00,0,0,0,0
