﻿﻿﻿﻿﻿﻿﻿inDate,inTime,60Y1448000430PV-10000T-U 60Y1448000430彰濱建泰,60Y1448000420PV-10000T-U 60Y1448000420彰濱建泰,60Y1448000360PV-10000T-U 60Y1448000360彰濱建泰
2018-05-06,00:00:00,0,0,0
2018-05-06,00:20:00,0,0,0
2018-05-06,00:40:00,0,0,0
2018-05-06,01:00:00,0,0,0
2018-05-06,01:20:00,0,0,0
2018-05-06,01:40:00,0,0,0
2018-05-06,02:00:00,0,0,0
2018-05-06,02:20:00,0,0,0
2018-05-06,02:40:00,0,0,0
2018-05-06,03:00:00,0,0,0
2018-05-06,03:20:00,0,0,0
2018-05-06,03:40:00,0,0,0
2018-05-06,04:00:00,0,0,0
2018-05-06,04:20:00,0,0,0
2018-05-06,04:40:00,0,0,0
2018-05-06,05:00:00,0,0,0
2018-05-06,05:20:00,0.04755,0.0479,0.05125
2018-05-06,05:40:00,0.3072,0.30885,0.32525
2018-05-06,06:00:00,0.73365,0.6932,0.7961
2018-05-06,06:20:00,0.79235,0.78145,0.83925
2018-05-06,06:40:00,1.15215,1.13525,1.20795
2018-05-06,07:00:00,1.48185,1.46045,1.54995
2018-05-06,07:20:00,1.98695,1.95925,2.07065
2018-05-06,07:40:00,2.19355,2.1634,2.2864
2018-05-06,08:00:00,3.37475,3.3298,3.5018
2018-05-06,08:20:00,3.6596,3.5886,3.81675
2018-05-06,08:40:00,5.17725,5.07625,5.2863
2018-05-06,09:00:00,4.69875,4.59015,4.836
2018-05-06,09:20:00,5.50685,5.40595,5.57815
2018-05-06,09:40:00,4.87075,4.80515,4.99415
2018-05-06,10:00:00,5.2063,5.14205,5.2936
2018-05-06,10:20:00,5.91435,5.82515,5.98805
2018-05-06,10:40:00,7.0096,6.93235,7.0626
2018-05-06,11:00:00,7.63595,7.54465,7.6755
2018-05-06,11:20:00,7.3622,7.28585,7.35175
2018-05-06,11:40:00,7.72,7.65765,7.7366
2018-05-06,12:00:00,7.8383,7.75235,7.85525
2018-05-06,12:20:00,7.56665,7.47715,7.611
2018-05-06,12:40:00,7.2688,7.1772,7.31435
2018-05-06,13:00:00,6.8132,6.7421,6.842
2018-05-06,13:20:00,6.2519,6.1948,6.3049
2018-05-06,13:40:00,5.20815,5.1232,5.2841
2018-05-06,14:00:00,6.33835,6.2465,6.41335
2018-05-06,14:20:00,6.10205,6.0097,6.19855
2018-05-06,14:40:00,5.70925,5.61975,5.80935
2018-05-06,15:00:00,4.68675,4.6057,4.80015
2018-05-06,15:20:00,4.47205,4.3961,4.5884
2018-05-06,15:40:00,4.0395,3.96535,4.1588
2018-05-06,16:00:00,3.36245,3.29555,3.4769
2018-05-06,16:20:00,2.68685,2.62865,2.7883
2018-05-06,16:40:00,1.85685,1.81565,1.9371
2018-05-06,17:00:00,1.56475,1.5308,1.6324
2018-05-06,17:20:00,1.06415,1.0393,1.1167
2018-05-06,17:40:00,0.24285,0.24955,0.2607
2018-05-06,18:00:00,0,0.1063,0.14325
2018-05-06,18:20:00,0,0,0.01125
2018-05-06,18:40:00,0,0,0
2018-05-06,19:00:00,0,0,0
2018-05-06,19:20:00,0,0,0
2018-05-06,19:40:00,0,0,0
2018-05-06,20:00:00,0,0,0
2018-05-06,20:20:00,0,0,0
2018-05-06,20:40:00,0,0,0
2018-05-06,21:00:00,0,0,0
2018-05-06,21:20:00,0,0,0
2018-05-06,21:40:00,0,0,0
2018-05-06,22:00:00,0,0,0
2018-05-06,22:20:00,0,0,0
2018-05-06,22:40:00,0,0,0
2018-05-06,23:00:00,0,0,0
2018-05-06,23:20:00,0,0,0
2018-05-06,23:40:00,0,0,0
