﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1532000144PV-3000N-V 10N1532000144 伸港主光-01,11D1514000073PV-3000N-V 11D1514000073 伸港主光-02,11D1507000055PV-3000N-V 11D1507000055 伸港主光-03,11D1514000062PV-3000N-V 11D1514000062 伸港主光-04,11D1514000077PV-3000N-V 11D1514000077 伸港主光-05
2017-11-19,00:00:00,0,0,0,0,0
2017-11-19,00:20:00,0,0,0,0,0
2017-11-19,00:40:00,0,0,0,0,0
2017-11-19,01:00:00,0,0,0,0,0
2017-11-19,01:20:00,0,0,0,0,0
2017-11-19,01:40:00,0,0,0,0,0
2017-11-19,02:00:00,0,0,0,0,0
2017-11-19,02:20:00,0,0,0,0,0
2017-11-19,02:40:00,0,0,0,0,0
2017-11-19,03:00:00,0,0,0,0,0
2017-11-19,03:20:00,0,0,0,0,0
2017-11-19,03:40:00,0,0,0,0,0
2017-11-19,04:00:00,0,0,0,0,0
2017-11-19,04:20:00,0,0,0,0,0
2017-11-19,04:40:00,0,0,0,0,0
2017-11-19,05:00:00,0,0,0,0,0
2017-11-19,05:20:00,0,0,0,0,0
2017-11-19,05:40:00,0,0,0,0,0
2017-11-19,06:00:00,0,0,0,0,0
2017-11-19,06:20:00,0,0.0002,5.0E-5,0,5.0E-5
2017-11-19,06:40:00,0.00765,0.03535,0.00485,0.00025,0.00535
2017-11-19,07:00:00,0.03165,0.05775,0.02505,0.05945,0.0254
2017-11-19,07:20:00,0.07625,0.09895,0.071,0.10085,0.07165
2017-11-19,07:40:00,0.2303,0.23935,0.2192,0.2508,0.21895
2017-11-19,08:00:00,0.25035,0.25675,0.2406,0.27295,0.24035
2017-11-19,08:20:00,0.31265,0.3165,0.302,0.33395,0.3019
2017-11-19,08:40:00,0.34395,0.34145,0.3351,0.36575,0.3325
2017-11-19,09:00:00,0.49815,0.47565,0.487,0.51775,0.4831
2017-11-19,09:20:00,0.72205,0.68465,0.7122,0.74315,0.7047
2017-11-19,09:40:00,1.0115,0.88955,1.00675,1.03955,0.9919
2017-11-19,10:00:00,1.46295,1.2475,1.465,1.5056,1.45485
2017-11-19,10:20:00,2.2823,2.0052,2.2457,2.27735,2.24905
2017-11-19,10:40:00,1.17575,1.0106,1.17535,1.2105,1.1517
2017-11-19,11:00:00,1.53215,1.34695,1.5211,1.5567,1.5134
2017-11-19,11:20:00,2.07665,1.81635,2.0477,2.07915,2.04
2017-11-19,11:40:00,1.2227,1.0433,1.22535,1.2551,1.18945
2017-11-19,12:00:00,0.74105,0.6864,0.73775,0.76895,0.72715
2017-11-19,12:20:00,0.849,0.7997,0.8324,0.8623,0.82715
2017-11-19,12:40:00,0.8065,0.75565,0.79205,0.81995,0.78175
2017-11-19,13:00:00,1.127,0.9113,1.11755,1.1373,1.07985
2017-11-19,13:20:00,1.41565,1.02005,1.4046,1.4207,1.363
2017-11-19,13:40:00,1.1024,0.88845,1.0968,1.10695,1.04945
2017-11-19,14:00:00,1.09845,0.88775,1.0888,1.09215,1.02885
2017-11-19,14:20:00,0.98345,0.73635,0.9726,0.94645,0.9052
2017-11-19,14:40:00,0.38885,0.3697,0.3816,0.4102,0.3721
2017-11-19,15:00:00,0.69075,0.49755,0.6728,0.6107,0.54255
2017-11-19,15:20:00,0.45915,0.38065,0.44635,0.4469,0.3992
2017-11-19,15:40:00,0.16425,0.17675,0.1565,0.18685,0.15445
2017-11-19,16:00:00,0.1134,0.1273,0.10865,0.13705,0.10515
2017-11-19,16:20:00,0.04665,0.06785,0.0406,0.07145,0.04065
2017-11-19,16:40:00,0.0024,0.02415,0.0011,0.0232,0.00105
2017-11-19,17:00:00,0,0.00975,0,0.0098,0
2017-11-19,17:20:00,0,0.00445,0,0.00515,0
2017-11-19,17:40:00,0,0,0,0,0
2017-11-19,18:00:00,0,0,0,0,0
2017-11-19,18:20:00,0,0,0,0,0
2017-11-19,18:40:00,0,0,0,0,0
2017-11-19,19:00:00,0,0,0,0,0
2017-11-19,19:20:00,0,0,0,0,0
2017-11-19,19:40:00,0,0,0,0,0
2017-11-19,20:00:00,0,0,0,0,0
2017-11-19,20:20:00,0,0,0,0,0
2017-11-19,20:40:00,0,0,0,0,0
2017-11-19,21:00:00,0,0,0,0,0
2017-11-19,21:20:00,0,0,0,0,0
2017-11-19,21:40:00,0,0,0,0,0
2017-11-19,22:00:00,0,0,0,0,0
2017-11-19,22:20:00,0,0,0,0,0
2017-11-19,22:40:00,0,0,0,0,0
2017-11-19,23:00:00,0,0,0,0,0
2017-11-19,23:20:00,0,0,0,0,0
2017-11-19,23:40:00,0,0,0,0,0
