﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211727000287震興一期1-PV-3000N-V 1211727000287,1211727000292震興一期2-PV-3000N-V 1211727000292,11O1730000878震興一期3-PV-5000W-HV 11O1730000878,11O1730000868震興一期4-PV-5000W-HV 11O1730000868,1211727000288震興二期1-PV-3000N-V 1211727000288,11O1730000881震興二期2-PV-5000W-HV 11O1730000881,11O1730000879震興二期3-PV-5000W-HV 11O1730000879
2018-03-19,00:00:00,0,0,0,0,0,0,0
2018-03-19,00:20:00,0,0,0,0,0,0,0
2018-03-19,00:40:00,0,0,0,0,0,0,0
2018-03-19,01:00:00,0,0,0,0,0,0,0
2018-03-19,01:20:00,0,0,0,0,0,0,0
2018-03-19,01:40:00,0,0,0,0,0,0,0
2018-03-19,02:00:00,0,0,0,0,0,0,0
2018-03-19,02:20:00,0,0,0,0,0,0,0
2018-03-19,02:40:00,0,0,0,0,0,0,0
2018-03-19,03:00:00,0,0,0,0,0,0,0
2018-03-19,03:20:00,0,0,0,0,0,0,0
2018-03-19,03:40:00,0,0,0,0,0,0,0
2018-03-19,04:00:00,0,0,0,0,0,0,0
2018-03-19,04:20:00,0,0,0,0,0,0,0
2018-03-19,04:40:00,0,0,0,0,0,0,0
2018-03-19,05:00:00,0,0,0,0,0,0,0
2018-03-19,05:20:00,0,0,0,0,0,0,0
2018-03-19,05:40:00,0,0,0,0,0,0,0
2018-03-19,06:00:00,0,0.00315,0.00085,0,0.01215,0,0
2018-03-19,06:20:00,0.0163,0.0734,0.10945,0.1292,0.0743,0.1116,0.10475
2018-03-19,06:40:00,0.09475,0.18135,0.23305,0.3278,0.1367,0.2733,0.3409
2018-03-19,07:00:00,0.1756,0.3746,0.3519,0.67815,0.19705,0.43195,0.6786
2018-03-19,07:20:00,0.25775,0.5872,0.4684,1.07125,0.26095,0.6526,1.11765
2018-03-19,07:40:00,0.33015,0.80855,0.58815,1.48675,0.3124,1.41705,1.52575
2018-03-19,08:00:00,0.88655,1.0089,0.7012,1.85525,0.3738,1.9332,1.91085
2018-03-19,08:20:00,1.2786,1.2179,0.82415,2.22595,0.4423,2.3305,2.30575
2018-03-19,08:40:00,1.50455,1.41305,2.44695,2.5658,0.623,2.70935,2.67055
2018-03-19,09:00:00,1.73105,1.6161,2.96875,2.92865,1.71225,3.09755,3.03805
2018-03-19,09:20:00,1.91495,1.7886,3.2953,3.23835,1.924,3.43035,3.3539
2018-03-19,09:40:00,2.03315,1.8915,3.49815,3.44875,2.03775,3.6551,3.5533
2018-03-19,10:00:00,2.17045,2.01375,3.7683,3.69635,2.171,3.91155,3.78585
2018-03-19,10:20:00,2.2931,2.12645,4.0203,3.93875,2.288,4.17325,4.015
2018-03-19,10:40:00,2.384,2.2106,4.20445,4.1014,2.375,4.29645,4.12115
2018-03-19,11:00:00,2.47555,2.2949,4.3723,4.2143,2.45545,4.47475,4.29485
2018-03-19,11:20:00,2.54955,2.3584,4.49935,4.3206,2.51945,4.60085,4.40665
2018-03-19,11:40:00,2.58505,2.3919,4.5562,4.37935,2.55365,4.6821,4.4828
2018-03-19,12:00:00,2.59335,2.3979,4.5683,4.3854,2.55925,4.68575,4.48595
2018-03-19,12:20:00,2.59615,2.404,4.56725,4.39345,2.54845,4.67655,4.5084
2018-03-19,12:40:00,2.5604,2.37115,4.5114,4.3274,2.5172,4.61905,4.43815
2018-03-19,13:00:00,2.4718,2.28805,4.36915,4.1722,2.44005,4.45375,4.2828
2018-03-19,13:20:00,2.30835,2.1417,4.07485,3.89665,2.29305,4.1615,4.0044
2018-03-19,13:40:00,2.2979,2.128,4.0619,3.8743,2.278,4.1145,3.9498
2018-03-19,14:00:00,2.2144,2.05025,3.899,3.7315,2.19665,3.9343,3.77455
2018-03-19,14:20:00,2.06735,1.91615,3.63315,3.49395,2.0591,3.67485,3.5293
2018-03-19,14:40:00,1.8838,1.75685,3.3151,3.21885,1.8809,3.3675,3.2446
2018-03-19,15:00:00,1.68305,1.5712,2.97575,2.87545,1.69015,3.01865,2.90965
2018-03-19,15:20:00,1.4489,1.35965,2.58645,2.49305,1.4662,2.61175,2.5373
2018-03-19,15:40:00,1.17075,1.1107,2.11955,2.04075,1.1976,2.13065,2.0796
2018-03-19,16:00:00,0.9871,0.945,1.7996,1.7375,1.0171,1.8052,1.7795
2018-03-19,16:20:00,0.6386,0.6325,1.19985,1.1661,0.6825,1.20205,1.2014
2018-03-19,16:40:00,0.36715,0.3884,0.72195,0.72105,0.4272,0.7539,0.7579
2018-03-19,17:00:00,0.2098,0.2462,0.4614,0.46195,0.2704,0.4604,0.47945
2018-03-19,17:20:00,0.08505,0.13345,0.24965,0.2583,0.15145,0.2458,0.2674
2018-03-19,17:40:00,0.00285,0.0409,0.08365,0.0992,0.05685,0.0878,0.11275
2018-03-19,18:00:00,0,0.0018,0.01515,0.03275,0.0104,0.01885,0.0389
