﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211727000287震興一期1-PV-3000N-V 1211727000287,1211727000292震興一期2-PV-3000N-V 1211727000292,11O1730000878震興一期3-PV-5000W-HV 11O1730000878,11O1730000868震興一期4-PV-5000W-HV 11O1730000868,1211727000288震興二期1-PV-3000N-V 1211727000288,11O1730000881震興二期2-PV-5000W-HV 11O1730000881,11O1730000879震興二期3-PV-5000W-HV 11O1730000879
2018-03-18,00:00:00,0,0,0,0,0,0,0
2018-03-18,00:20:00,0,0,0,0,0,0,0
2018-03-18,00:40:00,0,0,0,0,0,0,0
2018-03-18,01:00:00,0,0,0,0,0,0,0
2018-03-18,01:20:00,0,0,0,0,0,0,0
2018-03-18,01:40:00,0,0,0,0,0,0,0
2018-03-18,02:00:00,0,0,0,0,0,0,0
2018-03-18,02:20:00,0,0,0,0,0,0,0
2018-03-18,02:40:00,0,0,0,0,0,0,0
2018-03-18,03:00:00,0,0,0,0,0,0,0
2018-03-18,03:20:00,0,0,0,0,0,0,0
2018-03-18,03:40:00,0,0,0,0,0,0,0
2018-03-18,04:00:00,0,0,0,0,0,0,0
2018-03-18,04:20:00,0,0,0,0,0,0,0
2018-03-18,04:40:00,0,0,0,0,0,0,0
2018-03-18,05:00:00,0,0,0,0,0,0,0
2018-03-18,05:20:00,0,0,0,0,0,0,0
2018-03-18,05:40:00,0,0,0,0,0,0,0
2018-03-18,06:00:00,0,0.00315,0.00555,0,0.0002,0,0
2018-03-18,06:20:00,0.01395,0.0603,0.1031,0.1048,0.0695,0.09355,0.07945
2018-03-18,06:40:00,0.10465,0.16845,0.26195,0.32195,0.1524,0.29645,0.33015
2018-03-18,07:00:00,0.22105,0.30155,0.42535,0.5615,0.24115,0.4982,0.5728
2018-03-18,07:20:00,0.3499,0.48735,0.6169,0.90315,0.34075,0.73905,0.92635
2018-03-18,07:40:00,0.46395,0.71035,0.77075,1.30685,0.42205,1.1349,1.35205
2018-03-18,08:00:00,0.70895,0.91825,0.9242,1.6785,0.5034,1.71105,1.74525
2018-03-18,08:20:00,1.18625,1.14525,1.13155,2.0948,0.61275,2.1518,2.1717
2018-03-18,08:40:00,1.4555,1.37675,2.252,2.5037,0.7618,2.61065,2.60475
2018-03-18,09:00:00,1.6584,1.5627,2.8421,2.83375,1.6019,2.9725,2.9403
2018-03-18,09:20:00,1.87795,1.7574,3.2218,3.1891,1.85675,3.34685,3.2989
2018-03-18,09:40:00,2.0094,1.87335,3.46795,3.42635,1.99485,3.58635,3.5175
2018-03-18,10:00:00,2.1166,1.9698,3.673,3.6244,2.09965,3.7956,3.70335
2018-03-18,10:20:00,1.99115,1.84155,3.45105,3.3507,1.97675,3.50545,3.46085
2018-03-18,10:40:00,1.6278,1.52,2.84265,2.7686,1.6262,2.867,2.85465
2018-03-18,11:00:00,1.06405,1.0251,1.8978,1.89015,1.0493,1.88475,1.93435
2018-03-18,11:20:00,0.87635,0.85985,1.581,1.5906,0.87325,1.57875,1.6312
2018-03-18,11:40:00,1.1615,1.11495,2.0656,2.05595,1.1808,2.1341,2.12705
2018-03-18,12:00:00,1.8336,1.7281,3.18335,3.1588,1.79645,3.23525,3.2135
2018-03-18,12:20:00,1.8876,1.7793,3.30735,3.27755,1.84735,3.3281,3.30325
2018-03-18,12:40:00,2.09555,1.95405,3.63365,3.6107,2.06365,3.7478,3.6753
2018-03-18,13:00:00,1.8123,1.70825,3.16155,3.15365,1.7848,3.20575,3.16595
2018-03-18,13:20:00,1.88195,1.76715,3.2838,3.26745,1.87265,3.3558,3.2948
2018-03-18,13:40:00,1.9681,1.84305,3.4269,3.39645,1.94875,3.477,3.4095
2018-03-18,14:00:00,1.93285,1.7944,3.3569,3.29065,1.92905,3.4289,3.34955
2018-03-18,14:20:00,1.7514,1.62825,3.06035,2.9829,1.761,3.1086,3.0426
2018-03-18,14:40:00,1.64355,1.53695,2.8865,2.83195,1.6564,2.92435,2.8738
2018-03-18,15:00:00,1.46355,1.37925,2.58375,2.53465,1.4722,2.61105,2.58065
2018-03-18,15:20:00,1.28825,1.2193,2.2921,2.23385,1.3051,2.30935,2.2885
2018-03-18,15:40:00,1.05815,1.0111,1.9039,1.85725,1.0838,1.9097,1.9026
2018-03-18,16:00:00,0.8362,0.8102,1.529,1.49275,0.86835,1.5306,1.53685
2018-03-18,16:20:00,0.61135,0.6069,1.1439,1.1203,0.6518,1.13855,1.1545
2018-03-18,16:40:00,0.39755,0.41395,0.76995,0.7661,0.44765,0.7747,0.79405
2018-03-18,17:00:00,0.2186,0.25325,0.4738,0.47505,0.27875,0.47395,0.4938
2018-03-18,17:20:00,0.07395,0.12425,0.2314,0.2412,0.14405,0.23295,0.2536
2018-03-18,17:40:00,0.0017,0.03175,0.0645,0.0861,0.0469,0.07125,0.09805
2018-03-18,18:00:00,0,0.0002,0.00705,0.02425,0.0067,0.01095,0.0298
2018-03-18,18:20:00,0,0,0.00175,0.01155,0.00275,0.00375,0.0149
2018-03-18,18:40:00,0,0,0,0,0,0,0
2018-03-18,19:00:00,0,0,0,0,0,0,0
2018-03-18,19:20:00,0,0,0,0,0,0,0
2018-03-18,19:40:00,0,0,0,0,0,0,0
2018-03-18,20:00:00,0,0,0,0,0,0,0
2018-03-18,20:20:00,0,0,0,0,0,0,0
2018-03-18,20:40:00,0,0,0,0,0,0,0
2018-03-18,21:00:00,0,0,0,0,0,0,0
2018-03-18,21:20:00,0,0,0,0,0,0,0
2018-03-18,21:40:00,0,0,0,0,0,0,0
2018-03-18,22:00:00,0,0,0,0,0,0,0
2018-03-18,22:20:00,0,0,0,0,0,0,0
2018-03-18,22:40:00,0,0,0,0,0,0,0
2018-03-18,23:00:00,0,0,0,0,0,0,0
2018-03-18,23:20:00,0,0,0,0,0,0,0
2018-03-18,23:40:00,0,0,0,0,0,0,0
