﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2018-02-19,00:00:00,0.0166,0,0,0
2018-02-19,00:20:00,0.0166,0,0,0
2018-02-19,00:40:00,0.0166,0,0,0
2018-02-19,01:00:00,0.0166,0,0,0
2018-02-19,01:20:00,0.0166,0,0,0
2018-02-19,01:40:00,0.0166,0,0,0
2018-02-19,02:00:00,0.0166,0,0,0
2018-02-19,02:20:00,0.0166,0,0,0
2018-02-19,02:40:00,0.0166,0,0,0
2018-02-19,03:00:00,0.0166,0,0,0
2018-02-19,03:20:00,0.0166,0,0,0
2018-02-19,03:40:00,0.0166,0,0,0
2018-02-19,04:00:00,0.0166,0,0,0
2018-02-19,04:20:00,0.0166,0,0,0
2018-02-19,04:40:00,0.0166,0,0,0
2018-02-19,05:00:00,0.0166,0,0,0
2018-02-19,05:20:00,0.0166,0,0,0
2018-02-19,05:40:00,0.0166,0,0,0
2018-02-19,06:00:00,0.0166,0,0,0
2018-02-19,06:20:00,0.01695,0,0,0.00085
2018-02-19,06:40:00,0.0955,0.0468,0.0013,0.0856
2018-02-19,07:00:00,0.2752,0.19095,0.1121,0.32445
2018-02-19,07:20:00,0.50625,0.35585,0.3591,0.72
2018-02-19,07:40:00,0.83725,0.616,0.604,1.1071
2018-02-19,08:00:00,1.3779,0.94785,0.88225,1.53675
2018-02-19,08:20:00,2.02375,1.30115,1.3151,2.23115
2018-02-19,08:40:00,1.89805,1.09555,1.11045,1.9079
2018-02-19,09:00:00,1.5806,0.9703,0.9009,1.53
2018-02-19,09:20:00,1.67895,1.0372,0.9589,1.62445
2018-02-19,09:40:00,1.698,1.0493,0.9713,1.6372
2018-02-19,10:00:00,2.11335,1.30665,1.23765,2.07455
2018-02-19,10:20:00,2.434,1.494,1.42525,2.38595
2018-02-19,10:40:00,2.23765,1.3673,1.2965,2.1709
2018-02-19,11:00:00,2.523,1.55075,1.4844,2.48095
2018-02-19,11:20:00,2.69875,1.65195,1.5893,2.65005
2018-02-19,11:40:00,2.9948,1.8525,1.80225,2.97855
2018-02-19,12:00:00,2.7582,1.69355,1.6362,2.74485
2018-02-19,12:20:00,2.72375,1.65535,1.60915,2.711
2018-02-19,12:40:00,2.90965,1.73875,1.72775,2.9137
2018-02-19,13:00:00,2.87005,1.72495,1.7069,2.84515
2018-02-19,13:20:00,3.22565,1.9286,1.9295,3.23955
2018-02-19,13:40:00,3.0806,1.82415,1.8153,3.0705
2018-02-19,14:00:00,2.38185,1.44,1.4168,2.3814
2018-02-19,14:20:00,3.1799,1.86395,1.8682,3.17
2018-02-19,14:40:00,2.65075,1.563,1.55105,2.6584
2018-02-19,15:00:00,2.37515,1.4058,1.37815,2.3727
2018-02-19,15:20:00,2.05315,1.2498,1.1879,2.05135
2018-02-19,15:40:00,1.7015,1.03405,0.96725,1.6911
2018-02-19,16:00:00,1.337,0.8162,0.73895,1.33155
2018-02-19,16:20:00,0.98575,0.6056,0.52025,0.9804
2018-02-19,16:40:00,0.5054,0.3108,0.2166,0.49465
2018-02-19,17:00:00,0.3376,0.2116,0.1135,0.3287
2018-02-19,17:20:00,0.11055,0.0689,0.0017,0.092
2018-02-19,17:40:00,0.0201,0.00925,5.0E-5,0.0048
2018-02-19,18:00:00,0.01265,0.0023,0,0
2018-02-19,18:20:00,0,0,0,0
2018-02-19,18:40:00,0,0,0,0
2018-02-19,19:00:00,0,0,0,0
2018-02-19,19:20:00,0,0,0,0
2018-02-19,19:40:00,0,0,0,0
2018-02-19,20:00:00,0,0,0,0
2018-02-19,20:20:00,0,0,0,0
2018-02-19,20:40:00,0,0,0,0
2018-02-19,21:00:00,0,0,0,0
2018-02-19,21:20:00,0,0,0,0
2018-02-19,21:40:00,0,0,0,0
2018-02-19,22:00:00,0,0,0,0
2018-02-19,22:20:00,0,0,0,0
2018-02-19,22:40:00,0,0,0,0
2018-02-19,23:00:00,0,0,0,0
2018-02-19,23:20:00,0,0,0,0
2018-02-19,23:40:00,0,0,0,0
