﻿﻿﻿﻿﻿﻿﻿inDate,inTime,60Y1448000430PV-10000T-U 60Y1448000430彰濱建泰,60Y1448000420PV-10000T-U 60Y1448000420彰濱建泰,60Y1448000360PV-10000T-U 60Y1448000360彰濱建泰
2017-11-06,00:00:00,0,0,0
2017-11-06,00:20:00,0,0,0
2017-11-06,00:40:00,0,0,0
2017-11-06,01:00:00,0,0,0
2017-11-06,01:20:00,0,0,0
2017-11-06,01:40:00,0,0,0
2017-11-06,02:00:00,0,0,0
2017-11-06,02:20:00,0,0,0
2017-11-06,02:40:00,0,0,0
2017-11-06,03:00:00,0,0,0
2017-11-06,03:20:00,0,0,0
2017-11-06,03:40:00,0,0,0
2017-11-06,04:00:00,0,0,0
2017-11-06,04:20:00,0,0,0
2017-11-06,04:40:00,0,0,0
2017-11-06,05:00:00,0,0,0
2017-11-06,05:20:00,0,0,0
2017-11-06,05:40:00,0,0,0
2017-11-06,06:00:00,0,0,0
2017-11-06,06:20:00,0.128,0.01105,0.1758
2017-11-06,06:40:00,0.4509,0.0232,0.52045
2017-11-06,07:00:00,0.87255,0.01525,0.9244
2017-11-06,07:20:00,1.19895,0.37315,1.1878
2017-11-06,07:40:00,1.48635,0.52015,1.47825
2017-11-06,08:00:00,2.53895,2.51025,2.62415
2017-11-06,08:20:00,2.78515,2.61425,2.7185
2017-11-06,08:40:00,2.40595,2.39225,2.48225
2017-11-06,09:00:00,2.38795,2.25985,2.468
2017-11-06,09:20:00,2.8282,2.81265,2.9151
2017-11-06,09:40:00,2.3078,2.2925,2.3828
2017-11-06,10:00:00,2.3989,2.50315,2.60315
2017-11-06,10:20:00,3.2287,3.2085,3.31885
2017-11-06,10:40:00,5.7653,5.7605,5.82245
2017-11-06,11:00:00,6.7331,6.4141,6.4211
2017-11-06,11:20:00,5.08885,5.10245,5.13715
2017-11-06,11:40:00,2.9167,2.90445,2.9988
2017-11-06,12:00:00,3.123,3.106,3.20855
2017-11-06,12:20:00,2.7983,2.77985,2.73215
2017-11-06,12:40:00,2.36985,2.233,2.329
2017-11-06,13:00:00,2.24345,2.2251,2.32
2017-11-06,13:20:00,2.3464,2.32945,2.55165
2017-11-06,13:40:00,2.47585,2.6044,2.69875
2017-11-06,14:00:00,2.1207,2.10495,2.3175
2017-11-06,14:20:00,2.05765,2.04075,2.13195
2017-11-06,14:40:00,1.78085,1.02435,1.85235
2017-11-06,15:00:00,1.1547,0.56345,1.211
2017-11-06,15:20:00,1.0232,0.0179,1.0744
2017-11-06,15:40:00,0.5864,0.025,0.6309
2017-11-06,16:00:00,0.39005,0.05765,0.41245
2017-11-06,16:20:00,0.3159,0.01695,0.33485
2017-11-06,16:40:00,0.12675,0.01555,0.1789
2017-11-06,17:00:00,0,0,0.0388
2017-11-06,17:20:00,0,0,0
2017-11-06,17:40:00,0,0,0
2017-11-06,18:00:00,0,0,0
2017-11-06,18:20:00,0,0,0
2017-11-06,18:40:00,0,0,0
2017-11-06,19:00:00,0,0,0
2017-11-06,19:20:00,0,0,0
2017-11-06,19:40:00,0,0,0
2017-11-06,20:00:00,0,0,0
2017-11-06,20:20:00,0,0,0
2017-11-06,20:40:00,0,0,0
2017-11-06,21:00:00,0,0,0
2017-11-06,21:20:00,0,0,0
2017-11-06,21:40:00,0,0,0
2017-11-06,22:00:00,0,0,0
2017-11-06,22:20:00,0,0,0
2017-11-06,22:40:00,0,0,0
2017-11-06,23:00:00,0,0,0
2017-11-06,23:20:00,0,0,0
2017-11-06,23:40:00,0,0,0
