﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1532000157PV-3000N-V 10N1532000157伸港林東溪,10N1532000142PV-3000N-V 10N1532000142伸港林東溪,10N1532000146PV-3000N-V 10N1532000146伸港林東溪,10N1532000147PV-3000N-V 10N1532000147伸港林東溪,10N1532000141PV-3000N-V 10N1532000141伸港林東溪,10N1532000148PV-3000N-V 10N1532000148伸港林東溪,10N1532000143PV-3000N-V 10N1532000143伸港林東溪,10N1532000145PV-3000N-V 10N1532000145伸港林東溪,10N1532000150PV-3000N-V 10N1532000150伸港林東溪,10N1532000149PV-3000N-V 10N1532000149伸港林東溪,10N1532000154PV-3000N-V 10N1532000154伸港林東溪
2018-03-21,00:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,00:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,00:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,01:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,01:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,01:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,02:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,02:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,02:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,03:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,03:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,03:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,04:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,04:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,04:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,05:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,05:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,05:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,06:00:00,0,0,0,0.0005,0.00435,0.00105,0.0007,0.0014,0.001,0.0012,0.0012
2018-03-21,06:20:00,0.0912,0.0895,0.08785,0.0944,0.10665,0.10345,0.10365,0.1153,0.10085,0.1084,0.1065
2018-03-21,06:40:00,0.30475,0.30135,0.2973,0.3198,0.3307,0.32635,0.3265,0.33955,0.3245,0.3317,0.32785
2018-03-21,07:00:00,0.321,0.31615,0.31305,0.33655,0.34715,0.3435,0.3425,0.35485,0.3441,0.3498,0.3487
2018-03-21,07:20:00,0.5064,0.50135,0.4973,0.5413,0.5504,0.5464,0.5459,0.55895,0.54775,0.55425,0.54995
2018-03-21,07:40:00,0.74455,0.7384,0.73285,0.7979,0.806,0.79965,0.79945,0.81445,0.80505,0.81135,0.8075
2018-03-21,08:00:00,1.2878,1.27225,1.26235,1.37885,1.3851,1.37095,1.3728,1.3963,1.3917,1.3979,1.39375
2018-03-21,08:20:00,1.12745,1.03365,1.10475,1.2028,1.21395,1.2103,1.1312,1.21735,1.2102,1.13115,1.21875
2018-03-21,08:40:00,1.77815,1.7612,1.75585,1.9157,1.92625,1.9129,1.91145,1.9252,1.9189,1.9221,1.9213
2018-03-21,09:00:00,2.0532,2.03375,2.03115,2.2158,2.2339,2.23585,2.22955,2.22925,2.22265,2.2334,2.23
2018-03-21,09:20:00,1.26935,1.2688,1.26505,1.379,1.38835,1.3818,1.385,1.3971,1.3937,1.3995,1.39725
2018-03-21,09:40:00,0.8526,0.8435,0.8428,0.9158,0.92555,0.92495,0.9212,0.9276,0.9196,0.92275,0.9198
2018-03-21,10:00:00,0.9678,0.9549,0.9525,1.03535,1.04445,1.0401,1.0394,1.04935,1.0435,1.04715,1.04255
2018-03-21,10:20:00,0.89675,0.88715,0.88565,0.96105,0.9292,0.96805,0.96605,0.97345,0.96565,0.96865,0.96675
2018-03-21,10:40:00,0.86135,0.85125,0.85055,0.92285,0.93175,0.93075,0.9275,0.9349,0.92805,0.93085,0.92875
2018-03-21,11:00:00,1.00455,0.99215,0.99065,1.0772,1.0869,1.0854,1.0824,1.08905,1.0818,1.0848,1.08335
2018-03-21,11:20:00,0.9644,0.95405,0.9532,1.03435,1.04505,1.04305,1.04015,1.04565,1.038,1.0416,1.0395
2018-03-21,11:40:00,1.60545,1.58555,1.58965,1.7326,1.7442,1.7422,1.73825,1.74265,1.7377,1.74215,1.73205
2018-03-21,12:00:00,2.50955,2.5053,2.50765,2.6708,2.68745,2.6836,2.6632,2.6708,2.66915,2.6645,2.67565
2018-03-21,12:20:00,2.8384,2.8091,2.8109,3.0535,3.06085,3.0567,3.05475,3.0547,3.055,3.0604,3.0703
2018-03-21,12:40:00,2.7216,2.71285,2.72275,2.96805,2.98575,2.9831,2.96885,2.95095,2.7989,2.9519,2.7976
2018-03-21,13:00:00,2.67415,2.6532,2.65495,2.8904,2.9085,2.9092,2.89105,2.89515,2.8928,2.8942,2.9076
2018-03-21,13:20:00,2.6111,2.5946,2.60475,2.8348,2.855,2.8595,2.843,2.83115,2.8273,2.82675,2.83195
2018-03-21,13:40:00,2.5024,2.4677,2.4921,2.7112,2.73105,2.73905,2.7199,2.7111,2.70935,2.7096,2.7134
2018-03-21,14:00:00,2.39205,2.3716,2.36295,2.5746,2.585,2.588,2.5726,2.56765,2.5713,2.577,2.58795
2018-03-21,14:20:00,2.17825,2.1666,2.16725,2.3659,2.37995,2.3848,2.3664,2.3582,2.35505,2.2313,2.3544
2018-03-21,14:40:00,1.84225,1.81665,1.81175,1.9741,1.9893,1.9956,1.9881,1.9947,1.99745,1.9849,1.9823
2018-03-21,15:00:00,1.8587,1.83835,1.8394,2.0058,2.0206,2.02265,2.01445,2.02105,2.01935,2.0193,2.0335
2018-03-21,15:20:00,1.26295,1.24595,1.2493,1.36715,1.38735,1.4015,1.39185,1.3962,1.39525,1.398,1.4043
2018-03-21,15:40:00,1.42645,1.40505,1.40645,1.53905,1.54205,1.5492,1.5394,1.5431,1.54095,1.5415,1.5439
2018-03-21,16:00:00,1.10165,1.08485,1.0901,1.1917,1.1994,1.20365,1.1942,1.1993,1.1922,1.1911,1.19275
2018-03-21,16:20:00,0.9354,0.9158,0.92175,1.0075,1.0149,1.0232,1.0159,1.0208,1.01525,1.0153,1.01695
2018-03-21,16:40:00,0.6499,0.6328,0.6386,0.69545,0.70315,0.7127,0.7051,0.7111,0.7037,0.7039,0.7036
2018-03-21,17:00:00,0.40155,0.36845,0.39455,0.4254,0.43465,0.44165,0.43715,0.444,0.43455,0.43635,0.43505
2018-03-21,17:20:00,0.1898,0.18175,0.1851,0.19365,0.20335,0.2063,0.2021,0.21305,0.20125,0.20585,0.204
2018-03-21,17:40:00,0.05685,0.05715,0.05685,0.0456,0.0577,0.05545,0.05525,0.06735,0.0527,0.0596,0.0582
2018-03-21,18:00:00,0.0034,0.00365,0.00315,0.00085,0.0025,0.002,0.00175,0.00635,0.0014,0.0029,0.00275
2018-03-21,18:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,18:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,19:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,19:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,19:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,20:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,20:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,20:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,21:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,21:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,21:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,22:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,22:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,22:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,23:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,23:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-21,23:40:00,0,0,0,0,0,0,0,0,0,0,0
