﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1743001504謝聰旗1-PV-5000W-HV 11O1743001504,1211740000461謝聰旗2-PV-3000N-V 1211740000461
2018-03-27,00:00:00,0,0
2018-03-27,00:20:00,0,0
2018-03-27,00:40:00,0,0
2018-03-27,01:00:00,0,0
2018-03-27,01:20:00,0,0
2018-03-27,01:40:00,0,0
2018-03-27,02:00:00,0,0
2018-03-27,02:20:00,0,0
2018-03-27,02:40:00,0,0
2018-03-27,03:00:00,0,0
2018-03-27,03:20:00,0,0
2018-03-27,03:40:00,0,0
2018-03-27,04:00:00,0,0
2018-03-27,04:20:00,0,0
2018-03-27,04:40:00,0,0
2018-03-27,05:00:00,0,0
2018-03-27,05:20:00,0,0
2018-03-27,05:40:00,5.0E-5,0
2018-03-27,06:00:00,0.04625,0.01865
2018-03-27,06:20:00,0.14355,0.09565
2018-03-27,06:40:00,0.2792,0.199
2018-03-27,07:00:00,0.424,0.36075
2018-03-27,07:20:00,0.59885,0.5655
2018-03-27,07:40:00,0.8597,0.70635
2018-03-27,08:00:00,0.87045,0.973
2018-03-27,08:20:00,1.25985,1.2061
2018-03-27,08:40:00,1.8863,1.2633
2018-03-27,09:00:00,2.07975,1.3142
2018-03-27,09:20:00,1.74255,1.05345
2018-03-27,09:40:00,2.9104,1.70985
2018-03-27,10:00:00,2.9557,1.7102
2018-03-27,10:20:00,3.7204,2.1057
2018-03-27,10:40:00,4.0983,2.24065
2018-03-27,11:00:00,3.90815,2.13675
2018-03-27,11:20:00,4.16325,2.2487
2018-03-27,11:40:00,3.9427,2.12715
2018-03-27,12:00:00,3.23845,1.76535
2018-03-27,12:20:00,4.04045,2.15745
2018-03-27,12:40:00,3.9169,2.0905
2018-03-27,13:00:00,3.73765,1.991
2018-03-27,13:20:00,3.68905,1.9574
2018-03-27,13:40:00,3.49625,1.8555
2018-03-27,14:00:00,3.0093,1.59745
2018-03-27,14:20:00,2.6772,1.42855
2018-03-27,14:40:00,3.10715,1.6488
2018-03-27,15:00:00,2.5559,1.36305
2018-03-27,15:20:00,2.13015,1.1359
2018-03-27,15:40:00,1.8065,0.96685
2018-03-27,16:00:00,1.58705,0.84825
2018-03-27,16:20:00,1.36685,0.7287
2018-03-27,16:40:00,1.08,0.57655
2018-03-27,17:00:00,0.7217,0.38895
2018-03-27,17:20:00,0.3341,0.20485
2018-03-27,17:40:00,0.1475,0.0798
2018-03-27,18:00:00,0.03585,0.01005
2018-03-27,18:20:00,0.0066,0
2018-03-27,18:40:00,0,0
2018-03-27,19:00:00,0,0
2018-03-27,19:20:00,0,0
2018-03-27,19:40:00,0,0
2018-03-27,20:00:00,0,0
2018-03-27,20:20:00,0,0
2018-03-27,20:40:00,0,0
2018-03-27,21:00:00,0,0
2018-03-27,21:20:00,0,0
2018-03-27,21:40:00,0,0
2018-03-27,22:00:00,0,0
2018-03-27,22:20:00,0,0
2018-03-27,22:40:00,0,0
2018-03-27,23:00:00,0,0
2018-03-27,23:20:00,0,0
2018-03-27,23:40:00,0,0
