﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1638000173PV-5000W-V 10D1638000173陳慶修#1,1151449000296PV-5000W-V 1151449000296陳慶修#2,10D1638000183PV-5000W-V 10D1638000183陳慶修#3
2018-04-25,00:00:00,0,0,0
2018-04-25,00:20:00,0,0,0
2018-04-25,00:40:00,0,0,0
2018-04-25,01:00:00,0,0,0
2018-04-25,01:20:00,0,0,0
2018-04-25,01:40:00,0,0,0
2018-04-25,02:00:00,0,0,0
2018-04-25,02:20:00,0,0,0
2018-04-25,02:40:00,0,0,0
2018-04-25,03:00:00,0,0,0
2018-04-25,03:20:00,0,0,0
2018-04-25,03:40:00,0,0,0
2018-04-25,04:00:00,0,0,0
2018-04-25,04:20:00,0,0,0
2018-04-25,04:40:00,0,0,0
2018-04-25,05:00:00,0,0,0
2018-04-25,05:20:00,0,0,0
2018-04-25,05:40:00,0.0037,0.0236,0.0043
2018-04-25,06:00:00,0.03735,0.07495,0.03905
2018-04-25,06:20:00,0.06485,0.10185,0.06895
2018-04-25,06:40:00,0.33245,0.37975,0.31115
2018-04-25,07:00:00,0.90245,0.9714,0.9272
2018-04-25,07:20:00,1.342,1.4131,1.3856
2018-04-25,07:40:00,1.7215,1.78815,1.782
2018-04-25,08:00:00,1.64115,1.60825,1.73435
2018-04-25,08:20:00,1.68205,1.77565,1.6837
2018-04-25,08:40:00,2.3035,2.39365,2.34405
2018-04-25,09:00:00,1.6925,1.6939,1.73845
2018-04-25,09:20:00,1.86465,1.97585,1.84015
2018-04-25,09:40:00,2.2214,2.27435,2.24525
2018-04-25,10:00:00,1.92995,1.90925,1.9838
2018-04-25,10:20:00,1.25515,1.2767,1.26285
2018-04-25,10:40:00,1.4704,1.57085,1.44075
2018-04-25,11:00:00,2.4053,2.7834,2.25385
2018-04-25,11:20:00,4.4731,4.4916,4.53765
2018-04-25,11:40:00,4.51595,4.5422,4.6189
2018-04-25,12:00:00,4.52855,4.64935,4.60975
2018-04-25,12:20:00,3.92815,3.7194,4.09205
2018-04-25,12:40:00,1.89995,1.92355,1.8882
2018-04-25,13:00:00,2.03385,2.0966,1.98955
2018-04-25,13:20:00,2.4399,2.4385,2.4398
2018-04-25,13:40:00,1.98225,2.0767,1.8956
2018-04-25,14:00:00,3.33125,3.4084,3.1805
2018-04-25,14:20:00,2.44475,2.42315,2.3988
2018-04-25,14:40:00,2.6409,2.79425,2.3076
2018-04-25,15:00:00,3.03445,2.99485,2.6168
2018-04-25,15:20:00,2.17915,2.2145,1.85555
2018-04-25,15:40:00,2.1921,2.07035,1.8969
2018-04-25,16:00:00,0.7551,0.7314,0.74905
2018-04-25,16:20:00,0.66975,0.71565,0.6266
2018-04-25,16:40:00,0.5865,0.6298,0.52965
2018-04-25,17:00:00,0.4545,0.44415,0.45035
2018-04-25,17:20:00,0.13425,0.15275,0.1445
2018-04-25,17:40:00,0.0397,0.0649,0.04795
2018-04-25,18:00:00,0.0039,0.01305,0.0071
2018-04-25,18:20:00,0,0,0
2018-04-25,18:40:00,0,0,0
2018-04-25,19:00:00,0,0,0
2018-04-25,19:20:00,0,0,0
2018-04-25,19:40:00,0,0,0
2018-04-25,20:00:00,0,0,0
2018-04-25,20:20:00,0,0,0
2018-04-25,20:40:00,0,0,0
2018-04-25,21:00:00,0,0,0
2018-04-25,21:20:00,0,0,0
2018-04-25,21:40:00,0,0,0
2018-04-25,22:00:00,0,0,0
2018-04-25,22:20:00,0,0,0
2018-04-25,22:40:00,0,0,0
2018-04-25,23:00:00,0,0,0
2018-04-25,23:20:00,0,0,0
2018-04-25,23:40:00,0,0,0
