﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2018-02-23,00:00:00,0.0166,0,0,0
2018-02-23,00:20:00,0.0166,0,0,0
2018-02-23,00:40:00,0.0166,0,0,0
2018-02-23,01:00:00,0.0166,0,0,0
2018-02-23,01:20:00,0.0166,0,0,0
2018-02-23,01:40:00,0.0166,0,0,0
2018-02-23,02:00:00,0.0166,0,0,0
2018-02-23,02:20:00,0.0166,0,0,0
2018-02-23,02:40:00,0.0166,0,0,0
2018-02-23,03:00:00,0.0166,0,0,0
2018-02-23,03:20:00,0.0166,0,0,0
2018-02-23,03:40:00,0.0166,0,0,0
2018-02-23,04:00:00,0.0166,0,0,0
2018-02-23,04:20:00,0.0166,0,0,0
2018-02-23,04:40:00,0.0166,0,0,0
2018-02-23,05:00:00,0.0166,0,0,0
2018-02-23,05:20:00,0.0166,0,0,0
2018-02-23,05:40:00,0.0166,0,0,0
2018-02-23,06:00:00,0.0166,0,0,0
2018-02-23,06:20:00,0.01665,0,0,0
2018-02-23,06:40:00,0.07635,0.03335,0.00035,0.05585
2018-02-23,07:00:00,0.17445,0.11555,0.0184,0.15795
2018-02-23,07:20:00,0.40055,0.2538,0.15305,0.36655
2018-02-23,07:40:00,0.5399,0.3388,0.23875,0.4942
2018-02-23,08:00:00,0.6727,0.4227,0.3264,0.63345
2018-02-23,08:20:00,1.0679,0.6732,0.58385,1.02525
2018-02-23,08:40:00,2.12155,1.3071,1.27375,2.1151
2018-02-23,09:00:00,2.7254,1.65355,1.608,2.6702
2018-02-23,09:20:00,3.5702,2.1641,2.11315,3.50115
2018-02-23,09:40:00,1.9807,1.2204,1.14,1.8982
2018-02-23,10:00:00,2.77475,1.71365,1.64695,2.7512
2018-02-23,10:20:00,2.707,1.66505,1.5959,2.65735
2018-02-23,10:40:00,2.94515,1.849,1.77895,2.85445
2018-02-23,11:00:00,2.40415,1.47825,1.408,2.33705
2018-02-23,11:20:00,2.6014,1.6357,1.57755,2.6143
2018-02-23,11:40:00,2.96915,1.8605,1.7996,2.9683
2018-02-23,12:00:00,2.9563,1.85405,1.7849,2.90455
2018-02-23,12:20:00,3.2493,2.0124,1.951,3.16255
2018-02-23,12:40:00,2.61165,1.61905,1.5499,2.5757
2018-02-23,13:00:00,3.42435,2.10155,2.0461,3.3927
2018-02-23,13:20:00,3.74525,2.27905,2.2249,3.7382
2018-02-23,13:40:00,3.6299,2.18465,2.13655,3.60415
2018-02-23,14:00:00,3.40505,2.05105,1.9984,3.3742
2018-02-23,14:20:00,3.0933,1.8646,1.8063,3.0667
2018-02-23,14:40:00,2.81645,1.6983,1.63715,2.79345
2018-02-23,15:00:00,2.4873,1.5072,1.43905,2.4696
2018-02-23,15:20:00,2.1406,1.30035,1.2332,2.11825
2018-02-23,15:40:00,1.64305,1.00925,0.93385,1.608
2018-02-23,16:00:00,1.3145,0.8091,0.72075,1.2464
2018-02-23,16:20:00,0.70565,0.42315,0.3499,0.64625
2018-02-23,16:40:00,0.4107,0.25735,0.1575,0.3675
2018-02-23,17:00:00,0.225,0.1463,0.04235,0.2006
2018-02-23,17:20:00,0.1072,0.0668,0.00185,0.08395
2018-02-23,17:40:00,0.021,0.00935,0.0001,0.006
2018-02-23,18:00:00,0.0166,0.0022,0,0
2018-02-23,18:20:00,0.00385,0,0,0
2018-02-23,18:40:00,0,0,0,0
2018-02-23,19:00:00,0,0,0,0
2018-02-23,19:20:00,0,0,0,0
2018-02-23,19:40:00,0,0,0,0
2018-02-23,20:00:00,0,0,0,0
2018-02-23,20:20:00,0,0,0,0
2018-02-23,20:40:00,0,0,0,0
2018-02-23,21:00:00,0,0,0,0
2018-02-23,21:20:00,0,0,0,0
2018-02-23,21:40:00,0,0,0,0
2018-02-23,22:00:00,0,0,0,0
2018-02-23,22:20:00,0,0,0,0
2018-02-23,22:40:00,0,0,0,0
2018-02-23,23:00:00,0,0,0,0
2018-02-23,23:20:00,0,0,0,0
2018-02-23,23:40:00,0,0,0,0
