﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211743000499曾泓喻1-PV-3000N-V 1211743000499,1211743000510曾泓喻2-PV-3000N-V 1211743000510,1211743000520曾泓喻3-PV-3000N-V 1211743000520,1211743000521曾泓喻4-PV-3000N-V 1211743000521,1211746000539曾泓喻5-PV-3000N-V 1211746000539,1211743000504曾泓喻6-PV-3000N-V 1211743000504,1211743000505曾泓喻7-PV-3000N-V 1211743000505,1211743000507曾泓喻8-PV-3000N-V 1211743000507
2018-02-27,00:00:00,0,0,0,0,0,0,0,0
2018-02-27,00:20:00,0,0,0,0,0,0,0,0
2018-02-27,00:40:00,0,0,0,0,0,0,0,0
2018-02-27,01:00:00,0,0,0,0,0,0,0,0
2018-02-27,01:20:00,0,0,0,0,0,0,0,0
2018-02-27,01:40:00,0,0,0,0,0,0,0,0
2018-02-27,02:00:00,0,0,0,0,0,0,0,0
2018-02-27,02:20:00,0,0,0,0,0,0,0,0
2018-02-27,02:40:00,0,0,0,0,0,0,0,0
2018-02-27,03:00:00,0,0,0,0,0,0,0,0
2018-02-27,03:20:00,0,0,0,0,0,0,0,0
2018-02-27,03:40:00,0,0,0,0,0,0,0,0
2018-02-27,04:00:00,0,0,0,0,0,0,0,0
2018-02-27,04:20:00,0,0,0,0,0,0,0,0
2018-02-27,04:40:00,0,0,0,0,0,0,0,0
2018-02-27,05:00:00,0,0,0,0,0,0,0,0
2018-02-27,05:20:00,0,0,0,0,0,0,0,0
2018-02-27,05:40:00,0,0,0,0,0,0,0,0
2018-02-27,06:00:00,0,0,0,0,0,0,0,0
2018-02-27,06:20:00,0,0.0008,0,0,0.0003,0,0,0.00015
2018-02-27,06:40:00,0.0189,0.01615,0.00755,0.0342,0.0122,0.0128,0.0013,0.01185
2018-02-27,07:00:00,0.05155,0.04735,0.03735,0.07275,0.0433,0.04495,0.02145,0.0485
2018-02-27,07:20:00,0.0845,0.08005,0.0728,0.10865,0.0771,0.07825,0.062,0.0877
2018-02-27,07:40:00,0.1356,0.1293,0.1251,0.16475,0.12795,0.1286,0.1233,0.1466
2018-02-27,08:00:00,0.1929,0.18455,0.1817,0.2271,0.18395,0.1845,0.19115,0.2195
2018-02-27,08:20:00,0.23705,0.2277,0.22665,0.2756,0.22765,0.2289,0.2457,0.2749
2018-02-27,08:40:00,0.30195,0.29065,0.2925,0.3467,0.2927,0.2935,0.32725,0.35065
2018-02-27,09:00:00,0.3647,0.35245,0.356,0.41485,0.35535,0.3558,0.40395,0.42615
2018-02-27,09:20:00,0.4412,0.4261,0.432,0.49905,0.4321,0.43085,0.49525,0.51455
2018-02-27,09:40:00,0.4297,0.4157,0.4213,0.48655,0.42055,0.4203,0.4836,0.50345
2018-02-27,10:00:00,0.45855,0.44345,0.45115,0.51945,0.4491,0.44845,0.51915,0.5361
2018-02-27,10:20:00,0.53795,0.5205,0.53085,0.60595,0.52855,0.5266,0.61375,0.6302
2018-02-27,10:40:00,0.77685,0.7526,0.7747,0.87155,0.7681,0.76385,0.90245,0.91225
2018-02-27,11:00:00,0.64205,0.6217,0.63715,0.72285,0.63435,0.6308,0.7408,0.75365
2018-02-27,11:20:00,0.55895,0.54235,0.5526,0.62945,0.5509,0.5504,0.64305,0.65985
2018-02-27,11:40:00,0.6024,0.58205,0.5957,0.67745,0.59325,0.5902,0.68945,0.707
2018-02-27,12:00:00,1.1727,1.1364,1.17335,1.3001,1.1603,1.15735,1.38155,1.3954
2018-02-27,12:20:00,0.99725,0.9673,0.99505,1.11055,0.98655,0.9834,1.1624,1.18285
2018-02-27,12:40:00,1.76325,1.7097,1.7787,1.95965,1.75915,1.7456,2.0972,2.0831
2018-02-27,13:00:00,1.60205,1.5545,1.6088,1.7888,1.61305,1.58865,1.89055,1.89455
2018-02-27,13:20:00,1.92,1.8639,1.9335,2.1375,1.91635,1.8978,2.2825,2.27605
2018-02-27,13:40:00,1.9207,1.8777,1.9289,2.1446,1.9479,1.92725,2.28805,2.3136
2018-02-27,14:00:00,1.5939,1.56035,1.5959,1.7752,1.5988,1.5923,1.8876,1.9132
2018-02-27,14:20:00,1.6546,1.61205,1.66505,1.84145,1.64495,1.638,1.96385,1.96715
2018-02-27,14:40:00,1.59965,1.55925,1.6076,1.7812,1.58755,1.58045,1.8961,1.8974
2018-02-27,15:00:00,1.40435,1.3682,1.4099,1.56105,1.3864,1.3834,1.6577,1.67655
2018-02-27,15:20:00,1.224,1.19525,1.227,1.3588,1.2025,1.2071,1.4405,1.4679
2018-02-27,15:40:00,1.03435,1.0115,1.0329,1.14665,0.9988,1.0202,1.22085,1.244
2018-02-27,16:00:00,0.7976,0.8181,0.83295,0.928,0.3969,0.6499,0.9386,1.0077
2018-02-27,16:20:00,0.6155,0.5941,0.6095,0.6362,0.2889,0.4927,0.7167,0.7418
2018-02-27,16:40:00,0.3935,0.34255,0.4003,0.3013,0.21295,0.2731,0.46745,0.49225
2018-02-27,17:00:00,0.198,0.1766,0.21835,0.19755,0.142,0.16025,0.2492,0.27595
2018-02-27,17:20:00,0.09455,0.0867,0.0842,0.1109,0.0726,0.0798,0.08405,0.10955
2018-02-27,17:40:00,0.01775,0.0152,0.00835,0.0341,0.01015,0.01185,0.00265,0.01265
2018-02-27,18:00:00,0.00015,0,0,0.0076,0,0,0,0.0001
2018-02-27,18:20:00,0,0,0,0.0018,0,0,0,0
2018-02-27,18:40:00,0,0,0,0,0,0,0,0
2018-02-27,19:00:00,0,0,0,0,0,0,0,0
2018-02-27,19:20:00,0,0,0,0,0,0,0,0
2018-02-27,19:40:00,0,0,0,0,0,0,0,0
2018-02-27,20:00:00,0,0,0,0,0,0,0,0
2018-02-27,20:20:00,0,0,0,0,0,0,0,0
2018-02-27,20:40:00,0,0,0,0,0,0,0,0
2018-02-27,21:00:00,0,0,0,0,0,0,0,0
2018-02-27,21:20:00,0,0,0,0,0,0,0,0
2018-02-27,21:40:00,0,0,0,0,0,0,0,0
2018-02-27,22:00:00,0,0,0,0,0,0,0,0
2018-02-27,22:20:00,0,0,0,0,0,0,0,0
2018-02-27,22:40:00,0,0,0,0,0,0,0,0
2018-02-27,23:00:00,0,0,0,0,0,0,0,0
2018-02-27,23:20:00,0,0,0,0,0,0,0,0
2018-02-27,23:40:00,0,0,0,0,0,0,0,0
