﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151446000280PV-5000W-V 1151446000280大甲台灣時規,1151446000251PV-5000W-V 1151446000251大甲台灣時規,1151446000262PV-5000W-V 1151446000262大甲台灣時規,1151446000259PV-5000W-V 1151446000259大甲台灣時規,1151446000260PV-5000W-V 1151446000260大甲台灣時規,1151446000261PV-5000W-V 1151446000261大甲台灣時規
2018-04-25,00:00:00,0,0,0,0,0,0
2018-04-25,00:20:00,0,0,0,0,0,0
2018-04-25,00:40:00,0,0,0,0,0,0
2018-04-25,01:00:00,0,0,0,0,0,0
2018-04-25,01:20:00,0,0,0,0,0,0
2018-04-25,01:40:00,0,0,0,0,0,0
2018-04-25,02:00:00,0,0,0,0,0,0
2018-04-25,02:20:00,0,0,0,0,0,0
2018-04-25,02:40:00,0,0,0,0,0,0
2018-04-25,03:00:00,0,0,0,0,0,0
2018-04-25,03:20:00,0,0,0,0,0,0
2018-04-25,03:40:00,0,0,0,0,0,0
2018-04-25,04:00:00,0,0,0,0,0,0
2018-04-25,04:20:00,0,0,0,0,0,0
2018-04-25,04:40:00,0,0,0,0,0,0
2018-04-25,05:00:00,0,0,0,0,0,0
2018-04-25,05:20:00,0.0001,0.00125,0.0018,0.00105,0.00065,0.0014
2018-04-25,05:40:00,0.03925,0.0631,0.0662,0.0696,0.07075,0.06495
2018-04-25,06:00:00,0.1019,0.1151,0.117,0.1242,0.12295,0.11645
2018-04-25,06:20:00,0.15675,0.1736,0.17495,0.1776,0.17775,0.1691
2018-04-25,06:40:00,0.64465,0.6885,0.70705,0.6793,0.65405,0.6509
2018-04-25,07:00:00,1.06485,1.1384,1.1417,1.10995,1.10605,1.05635
2018-04-25,07:20:00,1.40615,1.49675,1.4987,1.4647,1.4676,1.3977
2018-04-25,07:40:00,1.71545,1.81085,1.8107,1.7783,1.7832,1.70255
2018-04-25,08:00:00,1.89625,1.98815,1.98955,1.9623,1.969,1.88415
2018-04-25,08:20:00,1.73205,1.79695,1.78215,1.78245,1.79985,1.6982
2018-04-25,08:40:00,1.7075,1.7786,1.7931,1.77045,1.7671,1.7083
2018-04-25,09:00:00,1.9634,2.0419,2.0201,2.03285,2.0262,1.94885
2018-04-25,09:20:00,1.6368,1.6852,1.66235,1.6908,1.6784,1.6238
2018-04-25,09:40:00,2.03895,2.1096,2.0954,2.10905,2.09485,2.03195
2018-04-25,10:00:00,2.271,2.349,2.33175,2.3479,2.33635,2.25975
2018-04-25,10:20:00,2.3176,2.3807,2.3523,2.38605,2.38265,2.2895
2018-04-25,10:40:00,1.3532,1.40185,1.3919,1.4081,1.3917,1.35615
2018-04-25,11:00:00,2.18165,2.25495,2.2262,2.26475,2.2372,2.18295
2018-04-25,11:20:00,3.4201,3.5476,3.5413,3.5343,3.5228,3.4302
2018-04-25,11:40:00,3.1079,3.19265,3.18795,3.1983,3.193,3.1074
2018-04-25,12:00:00,2.92915,3.0323,3.0102,3.02205,3.004,2.91675
2018-04-25,12:20:00,2.6391,2.6991,2.65915,2.717,2.70075,2.61135
2018-04-25,12:40:00,2.16505,2.22555,2.1918,2.23535,2.22365,2.1433
2018-04-25,13:00:00,2.62685,2.704,2.683,2.71435,2.6782,2.624
2018-04-25,13:20:00,3.13835,3.1897,3.15415,3.2225,3.19825,3.0893
2018-04-25,13:40:00,1.64325,1.68475,1.65685,1.702,1.6858,1.63495
2018-04-25,14:00:00,2.2668,2.31885,2.2905,2.34875,2.3108,2.2489
2018-04-25,14:20:00,1.47165,1.51595,1.4906,1.52915,1.50785,1.4687
2018-04-25,14:40:00,1.809,1.8545,1.81005,1.8794,1.8449,1.797
2018-04-25,15:00:00,1.60335,1.63605,1.6082,1.6657,1.6389,1.5935
2018-04-25,15:20:00,1.27505,1.30375,1.27475,1.323,1.30495,1.2667
2018-04-25,15:40:00,1.0021,1.02315,0.9994,1.04185,1.02935,0.9938
2018-04-25,16:00:00,0.54085,0.55875,0.54895,0.5679,0.56475,0.54245
2018-04-25,16:20:00,0.52325,0.54215,0.5326,0.55175,0.54455,0.5302
2018-04-25,16:40:00,0.4697,0.4851,0.47485,0.49615,0.48875,0.476
2018-04-25,17:00:00,0.387,0.3907,0.3714,0.4099,0.40025,0.3861
2018-04-25,17:20:00,0.1063,0.11705,0.118,0.1284,0.12775,0.12005
2018-04-25,17:40:00,0.03515,0.05385,0.056,0.0633,0.0641,0.05785
2018-04-25,18:00:00,0.00655,0.0127,0.0145,0.0211,0.0213,0.0194
2018-04-25,18:20:00,0.0063,0.0116,0.0131,0.0199,0.0202,0.0187
2018-04-25,18:40:00,0.00075,0.0012,5.0E-5,0.00045,0.00115,0.00025
2018-04-25,19:00:00,0,0,0,0,0,0
2018-04-25,19:20:00,0,0,0,0,0,0
2018-04-25,19:40:00,0,0,0,0,0,0
2018-04-25,20:00:00,0,0,0,0,0,0
2018-04-25,20:20:00,0,0,0,0,0,0
2018-04-25,20:40:00,0,0,0,0,0,0
2018-04-25,21:00:00,0,0,0,0,0,0
2018-04-25,21:20:00,0,0,0,0,0,0
2018-04-25,21:40:00,0,0,0,0,0,0
2018-04-25,22:00:00,0,0,0,0,0,0
2018-04-25,22:20:00,0,0,0,0,0,0
2018-04-25,22:40:00,0,0,0,0,0,0
2018-04-25,23:00:00,0,0,0,0,0,0
2018-04-25,23:20:00,0,0,0,0,0,0
2018-04-25,23:40:00,0,0,0,0,0,0
