﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1638000173PV-5000W-V 10D1638000173陳慶修#1,1151449000296PV-5000W-V 1151449000296陳慶修#2,10D1638000183PV-5000W-V 10D1638000183陳慶修#3
2018-04-27,00:00:00,0,0,0
2018-04-27,00:20:00,0,0,0
2018-04-27,00:40:00,0,0,0
2018-04-27,01:00:00,0,0,0
2018-04-27,01:20:00,0,0,0
2018-04-27,01:40:00,0,0,0
2018-04-27,02:00:00,0,0,0
2018-04-27,02:20:00,0,0,0
2018-04-27,02:40:00,0,0,0
2018-04-27,03:00:00,0,0,0
2018-04-27,03:20:00,0,0,0
2018-04-27,03:40:00,0,0,0
2018-04-27,04:00:00,0,0,0
2018-04-27,04:20:00,0,0,0
2018-04-27,04:40:00,0,0,0
2018-04-27,05:00:00,0,0,0
2018-04-27,05:20:00,5.0E-5,0.0006,5.0E-5
2018-04-27,05:40:00,0.08495,0.10915,0.0919
2018-04-27,06:00:00,0.31445,0.3313,0.3344
2018-04-27,06:20:00,0.52465,0.53,0.55415
2018-04-27,06:40:00,0.58205,0.58015,0.6079
2018-04-27,07:00:00,0.93245,0.9269,0.9646
2018-04-27,07:20:00,0.75555,0.7924,0.764
2018-04-27,07:40:00,0.916,0.9401,0.9169
2018-04-27,08:00:00,1.31475,1.2957,1.3263
2018-04-27,08:20:00,1.7455,1.78775,1.76575
2018-04-27,08:40:00,1.93155,1.9907,1.9431
2018-04-27,09:00:00,2.8738,2.87675,2.8678
2018-04-27,09:20:00,2.22495,2.2636,2.24015
2018-04-27,09:40:00,2.6606,2.67365,2.6628
2018-04-27,10:00:00,3.13785,3.09125,3.1446
2018-04-27,10:20:00,2.92925,2.9784,2.93295
2018-04-27,10:40:00,2.6729,2.7076,2.66105
2018-04-27,11:00:00,2.6087,2.63095,2.58915
2018-04-27,11:20:00,3.1305,3.15175,3.116
2018-04-27,11:40:00,2.66235,2.67805,2.62475
2018-04-27,12:00:00,2.7579,2.7675,2.71595
2018-04-27,12:20:00,2.9266,2.961,2.8758
2018-04-27,12:40:00,2.3808,2.4342,2.3443
2018-04-27,13:00:00,1.9479,1.9903,1.91335
2018-04-27,13:20:00,2.06565,2.0799,1.9999
2018-04-27,13:40:00,2.1975,2.25065,2.15115
2018-04-27,14:00:00,1.84665,1.8816,1.7865
2018-04-27,14:20:00,1.8131,1.83335,1.7118
2018-04-27,14:40:00,1.93995,1.9841,1.822
2018-04-27,15:00:00,1.3766,1.4362,1.3527
2018-04-27,15:20:00,1.03155,1.07345,1.0087
2018-04-27,15:40:00,0.95225,0.9854,0.9126
2018-04-27,16:00:00,0.87985,0.9224,0.84865
2018-04-27,16:20:00,0.7494,0.78545,0.71805
2018-04-27,16:40:00,0.69125,0.73075,0.6342
2018-04-27,17:00:00,0.4551,0.49395,0.41665
2018-04-27,17:20:00,0.28235,0.3247,0.2613
2018-04-27,17:40:00,0.1524,0.1883,0.1337
2018-04-27,18:00:00,0.02445,0.05235,0.0244
2018-04-27,18:20:00,0,0,0
2018-04-27,18:40:00,0,0,0
2018-04-27,19:00:00,0,0,0
2018-04-27,19:20:00,0,0,0
2018-04-27,19:40:00,0,0,0
2018-04-27,20:00:00,0,0,0
2018-04-27,20:20:00,0,0,0
2018-04-27,20:40:00,0,0,0
2018-04-27,21:00:00,0,0,0
2018-04-27,21:20:00,0,0,0
2018-04-27,21:40:00,0,0,0
2018-04-27,22:00:00,0,0,0
2018-04-27,22:20:00,0,0,0
2018-04-27,22:40:00,0,0,0
2018-04-27,23:00:00,0,0,0
2018-04-27,23:20:00,0,0,0
2018-04-27,23:40:00,0,0,0
