﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1449000272PV-3000N-V 10N1449000272國姓長福,11C1506000029PV-5000W-V 11C1506000029國姓長福,11C1506000030PV-5000W-V 11C1506000030國姓長福,11C1506000043PV-5000W-V 11C1506000043 國姓長福
2018-01-30,00:00:00,0,0,0,0
2018-01-30,00:20:00,0,0,0,0
2018-01-30,00:40:00,0,0,0,0
2018-01-30,01:00:00,0,0,0,0
2018-01-30,01:20:00,0,0,0,0
2018-01-30,01:40:00,0,0,0,0
2018-01-30,02:00:00,0,0,0,0
2018-01-30,02:20:00,0,0,0,0
2018-01-30,02:40:00,0,0,0,0
2018-01-30,03:00:00,0,0,0,0
2018-01-30,03:20:00,0,0,0,0
2018-01-30,03:40:00,0,0,0,0
2018-01-30,04:00:00,0,0,0,0
2018-01-30,04:20:00,0,0,0,0
2018-01-30,04:40:00,0,0,0,0
2018-01-30,05:00:00,0,0,0,0
2018-01-30,05:20:00,0,0,0,0
2018-01-30,05:40:00,0,0,0,0
2018-01-30,06:00:00,0,0,0,0
2018-01-30,06:20:00,0,0,0,0
2018-01-30,06:40:00,0,0,0,0
2018-01-30,07:00:00,0,0.0081,0.00855,0.0002
2018-01-30,07:20:00,0.02565,0.04825,0.05155,0.0515
2018-01-30,07:40:00,0.0895,0.1328,0.1347,0.1399
2018-01-30,08:00:00,0.0912,0.1348,0.13805,0.1426
2018-01-30,08:20:00,0.3367,0.53965,0.53895,0.5443
2018-01-30,08:40:00,0.4591,0.7494,0.74255,0.7455
2018-01-30,09:00:00,0.59885,1.08465,0.99455,1.03465
2018-01-30,09:20:00,0.7111,1.17475,1.16045,1.16415
2018-01-30,09:40:00,0.5113,0.8211,0.8211,0.82315
2018-01-30,10:00:00,0.5491,0.87955,0.87995,0.8809
2018-01-30,10:20:00,0.46745,0.7407,0.74465,0.74775
2018-01-30,10:40:00,0.40795,0.64315,0.6482,0.65205
2018-01-30,11:00:00,0.3586,0.5683,0.56925,0.5752
2018-01-30,11:20:00,0.26855,0.4205,0.42245,0.42895
2018-01-30,11:40:00,0.25765,0.4029,0.40485,0.4107
2018-01-30,12:00:00,0.1677,0.2559,0.2576,0.265
2018-01-30,12:20:00,0.11585,0.17155,0.1729,0.18105
2018-01-30,12:40:00,0.109,0.16015,0.16115,0.16985
2018-01-30,13:00:00,0.1172,0.1736,0.17515,0.1833
2018-01-30,13:20:00,0.10625,0.15605,0.15705,0.16575
2018-01-30,13:40:00,0.0644,0.08795,0.09085,0.0975
2018-01-30,14:00:00,0.05775,0.0792,0.0839,0.08835
2018-01-30,14:20:00,0.1147,0.1702,0.1716,0.17985
2018-01-30,14:40:00,0.1306,0.19585,0.1973,0.205
2018-01-30,15:00:00,0.1874,0.2879,0.29,0.29705
2018-01-30,15:20:00,0.1467,0.22155,0.2234,0.2308
2018-01-30,15:40:00,0.1268,0.18865,0.1909,0.19865
2018-01-30,16:00:00,0.1157,0.1707,0.1724,0.18055
2018-01-30,16:20:00,0.07005,0.0976,0.1,0.10705
2018-01-30,16:40:00,0.0284,0.04555,0.04815,0.04905
2018-01-30,17:00:00,0.01995,0.0343,0.03475,0.04265
2018-01-30,17:20:00,0.00295,0.015,0.0163,0.00195
2018-01-30,17:40:00,0,0.01285,0.01445,0
2018-01-30,18:00:00,0,0,0,0
2018-01-30,18:20:00,0,0,0,0
2018-01-30,18:40:00,0,0,0,0
2018-01-30,19:00:00,0,0,0,0
2018-01-30,19:20:00,0,0,0,0
2018-01-30,19:40:00,0,0,0,0
2018-01-30,20:00:00,0,0,0,0
2018-01-30,20:20:00,0,0,0,0
2018-01-30,20:40:00,0,0,0,0
2018-01-30,21:00:00,0,0,0,0
2018-01-30,21:20:00,0,0,0,0
2018-01-30,21:40:00,0,0,0,0
2018-01-30,22:00:00,0,0,0,0
2018-01-30,22:20:00,0,0,0,0
2018-01-30,22:40:00,0,0,0,0
2018-01-30,23:00:00,0,0,0,0
2018-01-30,23:20:00,0,0,0,0
2018-01-30,23:40:00,0,0,0,0
