﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1450000065PV-4000W-V 10L1450000065
2017-11-28,00:00:00,0
2017-11-28,00:20:00,0
2017-11-28,00:40:00,0
2017-11-28,01:00:00,0
2017-11-28,01:20:00,0
2017-11-28,01:40:00,0
2017-11-28,02:00:00,0
2017-11-28,02:20:00,0
2017-11-28,02:40:00,0
2017-11-28,03:00:00,0
2017-11-28,03:20:00,0
2017-11-28,03:40:00,0
2017-11-28,04:00:00,0
2017-11-28,04:20:00,0
2017-11-28,04:40:00,0
2017-11-28,05:00:00,0
2017-11-28,05:20:00,0
2017-11-28,05:40:00,0
2017-11-28,06:00:00,0
2017-11-28,06:20:00,0.01075
2017-11-28,06:40:00,0.0731
2017-11-28,07:00:00,0.21365
2017-11-28,07:20:00,0.28715
2017-11-28,07:40:00,0.5004
2017-11-28,08:00:00,0.9588
2017-11-28,08:20:00,1.24145
2017-11-28,08:40:00,1.47955
2017-11-28,09:00:00,1.7211
2017-11-28,09:20:00,1.91675
2017-11-28,09:40:00,2.0801
2017-11-28,10:00:00,2.2144
2017-11-28,10:20:00,2.3337
2017-11-28,10:40:00,2.4366
2017-11-28,11:00:00,2.53255
2017-11-28,11:20:00,2.5927
2017-11-28,11:40:00,2.6241
2017-11-28,12:00:00,2.59745
2017-11-28,12:20:00,2.50895
2017-11-28,12:40:00,2.44875
2017-11-28,13:00:00,2.31445
2017-11-28,13:20:00,2.2065
2017-11-28,13:40:00,2.03555
2017-11-28,14:00:00,1.92065
2017-11-28,14:20:00,1.7597
2017-11-28,14:40:00,1.5453
2017-11-28,15:00:00,1.3016
2017-11-28,15:20:00,1.04055
2017-11-28,15:40:00,0.77135
2017-11-28,16:00:00,0.48025
2017-11-28,16:20:00,0.2324
2017-11-28,16:40:00,0.0731
2017-11-28,17:00:00,0.0217
2017-11-28,17:20:00,0
2017-11-28,17:40:00,0
2017-11-28,18:00:00,0
2017-11-28,18:20:00,0
2017-11-28,18:40:00,0
2017-11-28,19:00:00,0
2017-11-28,19:20:00,0
2017-11-28,19:40:00,0
2017-11-28,20:00:00,0
2017-11-28,20:20:00,0
2017-11-28,20:40:00,0
2017-11-28,21:00:00,0
2017-11-28,21:20:00,0
2017-11-28,21:40:00,0
2017-11-28,22:00:00,0
2017-11-28,22:20:00,0
2017-11-28,22:40:00,0
2017-11-28,23:00:00,0
2017-11-28,23:20:00,0
2017-11-28,23:40:00,0
