﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1751002234洪秋冬一期1-PV-5000W-HV 11O1751002234,11O1751002231洪秋冬一期2-PV-5000W-HV 11O1751002231,11O1751002170洪秋冬一期3-PV-5000W-HV 11O1751002170,1211750000643洪秋冬二期1-PV-3000N-V 1211750000643,1211750000640洪秋冬二期2-PV-3000N-V 1211750000640,1211750000644洪秋冬二期3-PV-3000N-V 1211750000644
2018-03-05,00:00:00,0,0,0,0,0,0
2018-03-05,00:20:00,0,0,0,0,0,0
2018-03-05,00:40:00,0,0,0,0,0,0
2018-03-05,01:00:00,0,0,0,0,0,0
2018-03-05,01:20:00,0,0,0,0,0,0
2018-03-05,01:40:00,0,0,0,0,0,0
2018-03-05,02:00:00,0,0,0,0,0,0
2018-03-05,02:20:00,0,0,0,0,0,0
2018-03-05,02:40:00,0,0,0,0,0,0
2018-03-05,03:00:00,0,0,0,0,0,0
2018-03-05,03:20:00,0,0,0,0,0,0
2018-03-05,03:40:00,0,0,0,0,0,0
2018-03-05,04:00:00,0,0,0,0,0,0
2018-03-05,04:20:00,0,0,0,0,0,0
2018-03-05,04:40:00,0,0,0,0,0,0
2018-03-05,05:00:00,0,0,0,0,0,0
2018-03-05,05:20:00,0,0,0,0,0,0
2018-03-05,05:40:00,0,0,0,0,0,0
2018-03-05,06:00:00,0,0,0,0,0,0
2018-03-05,06:20:00,0.02305,0,0,0,0,5.0E-5
2018-03-05,06:40:00,0.1163,0.0665,0.04145,0.04005,0.03585,0.04065
2018-03-05,07:00:00,0.3088,0.29335,0.30115,0.1546,0.1644,0.15365
2018-03-05,07:20:00,0.46405,0.44945,0.45915,0.24285,0.2514,0.2415
2018-03-05,07:40:00,0.7055,0.6918,0.70375,0.38345,0.38375,0.38135
2018-03-05,08:00:00,0.68415,0.66865,0.6816,0.3712,0.383,0.3701
2018-03-05,08:20:00,0.89925,0.88165,0.89945,0.49165,0.50645,0.4889
2018-03-05,08:40:00,1.39105,1.37645,1.402,0.77375,0.7983,0.77295
2018-03-05,09:00:00,1.65305,1.65025,1.6707,0.93155,0.94655,0.93035
2018-03-05,09:20:00,1.3081,1.2997,1.3196,0.7327,0.74755,0.71905
2018-03-05,09:40:00,1.146,1.13365,1.153,0.6365,0.6508,0.6343
2018-03-05,10:00:00,1.9361,1.93515,1.9611,1.08865,1.1102,1.0878
2018-03-05,10:20:00,1.91355,1.91425,1.9352,1.0771,1.1026,1.07355
2018-03-05,10:40:00,2.28015,2.2884,2.3129,1.29665,1.3239,1.28675
2018-03-05,11:00:00,2.32495,2.3544,2.3681,1.32585,1.35335,1.30715
2018-03-05,11:20:00,1.9965,2.01505,2.02765,1.12565,1.15805,1.11855
2018-03-05,11:40:00,3.5201,3.41635,3.8458,2.2929,2.3173,2.2781
2018-03-05,12:00:00,3.15725,3.11395,3.5677,2.0393,2.06985,2.02525
2018-03-05,12:20:00,4.08925,3.9329,4.2192,2.38995,2.43335,2.3817
2018-03-05,12:40:00,3.41885,3.4941,3.6688,2.16475,2.19305,2.1557
2018-03-05,13:00:00,3.22615,3.27125,3.51495,1.985,2.0201,1.9766
2018-03-05,13:20:00,4.71975,4.3536,4.77835,2.67875,2.728,2.66635
2018-03-05,13:40:00,3.78665,3.6551,3.8384,2.1537,2.20455,2.14475
2018-03-05,14:00:00,2.33425,2.30215,2.3661,1.3101,1.3585,1.3151
2018-03-05,14:20:00,2.38845,2.3442,2.41535,1.35795,1.38925,1.3547
2018-03-05,14:40:00,1.22395,1.2219,1.235,0.6885,0.7067,0.68375
2018-03-05,15:00:00,1.70815,1.6679,1.7224,0.9637,0.98205,0.9579
2018-03-05,15:20:00,1.5538,1.5036,1.5594,0.8808,0.89535,0.87855
2018-03-05,15:40:00,2.05785,1.97365,2.071,1.1683,1.189,1.15935
2018-03-05,16:00:00,1.69885,1.59015,1.70785,0.9644,0.984,0.95675
2018-03-05,16:20:00,0.86555,0.8258,0.86605,0.4823,0.4964,0.4788
2018-03-05,16:40:00,0.56655,0.5462,0.56215,0.30725,0.3189,0.30585
2018-03-05,17:00:00,0.3698,0.3435,0.35775,0.19225,0.2017,0.1911
2018-03-05,17:20:00,0.3357,0.3095,0.322,0.175,0.1847,0.1734
2018-03-05,17:40:00,0.14915,0.1319,0.1411,0.06335,0.0716,0.0621
2018-03-05,18:00:00,0.029,0.015,0.0193,0.00015,0.00115,0.0001
2018-03-05,18:20:00,0.0128,0.00245,0.0051,0,0,0
2018-03-05,18:40:00,0,0,0,0,0,0
2018-03-05,19:00:00,0,0,0,0,0,0
2018-03-05,19:20:00,0,0,0,0,0,0
2018-03-05,19:40:00,0,0,0,0,0,0
2018-03-05,20:00:00,0,0,0,0,0,0
2018-03-05,20:20:00,0,0,0,0,0,0
2018-03-05,20:40:00,0,0,0,0,0,0
2018-03-05,21:00:00,0,0,0,0,0,0
2018-03-05,21:20:00,0,0,0,0,0,0
2018-03-05,21:40:00,0,0,0,0,0,0
2018-03-05,22:00:00,0,0,0,0,0,0
2018-03-05,22:20:00,0,0,0,0,0,0
2018-03-05,22:40:00,0,0,0,0,0,0
2018-03-05,23:00:00,0,0,0,0,0,0
2018-03-05,23:20:00,0,0,0,0,0,0
2018-03-05,23:40:00,0,0,0,0,0,0
