﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211711000104青宇企業1-PV-3000N-V 1211711000104,1211711000110青宇企業2-PV-3000N-V 1211711000110,1211711000111青宇企業3-PV-3000N-V 1211711000111,1211713000172青宇企業4-PV-3000N-V 1211713000172,11O1725000590青宇企業5-PV-5000W-HV 11O1725000590
2018-04-25,00:00:00,0,0,0,0,0
2018-04-25,00:20:00,0,0,0,0,0
2018-04-25,00:40:00,0,0,0,0,0
2018-04-25,01:00:00,0,0,0,0,0
2018-04-25,01:20:00,0,0,0,0,0
2018-04-25,01:40:00,0,0,0,0,0
2018-04-25,02:00:00,0,0,0,0,0
2018-04-25,02:20:00,0,0,0,0,0
2018-04-25,02:40:00,0,0,0,0,0
2018-04-25,03:00:00,0,0,0,0,0
2018-04-25,03:20:00,0,0,0,0,0
2018-04-25,03:40:00,0,0,0,0,0
2018-04-25,04:00:00,0,0,0,0,0
2018-04-25,04:20:00,0,0,0,0,0
2018-04-25,04:40:00,0,0,0,0,0
2018-04-25,05:00:00,0,0,0,0,0
2018-04-25,05:20:00,0,0,0,0,0
2018-04-25,05:40:00,0.0096,0.0037,0.0067,0.0149,0.0042
2018-04-25,06:00:00,0.07495,0.06095,0.07555,0.0822,0.11355
2018-04-25,06:20:00,0.20975,0.19715,0.219,0.21665,0.32555
2018-04-25,06:40:00,0.1174,0.10415,0.1188,0.1282,0.1753
2018-04-25,07:00:00,0.0811,0.0681,0.08115,0.095,0.1191
2018-04-25,07:20:00,0.16635,0.14995,0.1691,0.17915,0.25535
2018-04-25,07:40:00,0.13925,0.125,0.14115,0.15265,0.21115
2018-04-25,08:00:00,0.22745,0.2127,0.23235,0.24125,0.35345
2018-04-25,08:20:00,0.399,0.37905,0.2961,0.41025,0.4437
2018-04-25,08:40:00,0.13065,0.116,0.1317,0.1438,0.16695
2018-04-25,09:00:00,0.4037,0.3821,0.4103,0.4165,0.62415
2018-04-25,09:20:00,0.6406,0.6149,0.65265,0.6505,0.9955
2018-04-25,09:40:00,0.65655,0.63005,0.6689,0.6656,1.01845
2018-04-25,10:00:00,0.45575,0.4287,0.46125,0.4653,0.70165
2018-04-25,10:20:00,0.4215,0.3924,0.42195,0.43145,0.6523
2018-04-25,10:40:00,0.5297,0.49405,0.52095,0.5392,0.82565
2018-04-25,11:00:00,0.823,0.7802,0.8195,0.8348,1.31005
2018-04-25,11:20:00,1.10835,1.0613,1.1126,1.10965,1.74485
2018-04-25,11:40:00,1.07945,1.03145,1.0837,1.0737,1.6977
2018-04-25,12:00:00,1.33165,1.28305,1.3412,1.31925,2.08815
2018-04-25,12:20:00,2.1419,2.0971,2.16345,2.1198,3.38585
2018-04-25,12:40:00,1.79875,1.7416,1.80795,1.7786,2.8544
2018-04-25,13:00:00,1.53055,1.49315,1.54765,1.52325,2.43515
2018-04-25,13:20:00,1.07535,1.0302,1.07805,1.06395,1.70325
2018-04-25,13:40:00,1.45,1.40855,1.46475,1.43405,2.2869
2018-04-25,14:00:00,1.15225,1.12035,1.16745,1.14325,1.8205
2018-04-25,14:20:00,1.1373,1.1097,1.1564,1.13345,1.79575
2018-04-25,14:40:00,0.98415,0.9584,0.99955,0.9881,1.5542
2018-04-25,15:00:00,0.5961,0.5748,0.60655,0.60525,0.92935
2018-04-25,15:20:00,0.4276,0.40685,0.43445,0.4378,0.66255
2018-04-25,15:40:00,0.40845,0.3911,0.41705,0.4214,0.6341
2018-04-25,16:00:00,0.49555,0.4726,0.50275,0.506,0.7593
2018-04-25,16:20:00,0.4278,0.4059,0.4331,0.43885,0.65365
2018-04-25,16:40:00,0.1896,0.177,0.19225,0.2036,0.2923
2018-04-25,17:00:00,0.15295,0.1396,0.15445,0.1681,0.2349
2018-04-25,17:20:00,0.1176,0.10545,0.1185,0.1326,0.175
2018-04-25,17:40:00,0.0366,0.0246,0.0367,0.05155,0.0602
2018-04-25,18:00:00,0.00415,0.0011,0.0034,0.01395,0.00875
2018-04-25,18:20:00,0.0005,0,5.0E-5,0.004,0.0011
2018-04-25,18:40:00,5.0E-5,0,0,0.00045,0.0001
2018-04-25,19:00:00,0,0,0,0,0
2018-04-25,19:20:00,0,0,0,0,0
2018-04-25,19:40:00,0,0,0,0,0
2018-04-25,20:00:00,0,0,0,0,0
2018-04-25,20:20:00,0,0,0,0,0
2018-04-25,20:40:00,0,0,0,0,0
2018-04-25,21:00:00,0,0,0,0,0
2018-04-25,21:20:00,0,0,0,0,0
2018-04-25,21:40:00,0,0,0,0,0
2018-04-25,22:00:00,0,0,0,0,0
2018-04-25,22:20:00,0,0,0,0,0
2018-04-25,22:40:00,0,0,0,0,0
2018-04-25,23:00:00,0,0,0,0,0
2018-04-25,23:20:00,0,0,0,0,0
2018-04-25,23:40:00,0,0,0,0,0
