﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11S1644000076PV-3000N-V 11S1644000076嘉美博#1,11S1634000040PV-3000N-V 11S1634000040PV-嘉美博#2,11S1644000068PV-3000N-V 11S1644000068嘉美博#3,11S1644000078PV-3000N-V 11S1644000078嘉美博#4,11H1652000819PV-5000W-HV 11H1652000819嘉美博#5,11H1643000704PV-5000W-HV 11H1643000704嘉美博#6,11H1652000821PV-5000W-HV 11H1652000821嘉美博#7,11I1545000025PV-5000W-HV 11I1545000025嘉美博#8,11H1652000825PV-5000W-HV 11H1652000825嘉美博#9
2017-10-17,00:00:00,0,0,0,0,0,0,0,0,0
2017-10-17,00:20:00,0,0,0,0,0,0,0,0,0
2017-10-17,00:40:00,0,0,0,0,0,0,0,0,0
2017-10-17,01:00:00,0,0,0,0,0,0,0,0,0
2017-10-17,01:20:00,0,0,0,0,0,0,0,0,0
2017-10-17,01:40:00,0,0,0,0,0,0,0,0,0
2017-10-17,02:00:00,0,0,0,0,0,0,0,0,0
2017-10-17,02:20:00,0,0,0,0,0,0,0,0,0
2017-10-17,02:40:00,0,0,0,0,0,0,0,0,0
2017-10-17,03:00:00,0,0,0,0,0,0,0,0,0
2017-10-17,03:20:00,0,0,0,0,0,0,0,0,0
2017-10-17,03:40:00,0,0,0,0,0,0,0,0,0
2017-10-17,04:00:00,0,0,0,0,0,0,0,0,0
2017-10-17,04:20:00,0,0,0,0,0,0,0,0,0
2017-10-17,04:40:00,0,0,0,0,0,0,0,0,0
2017-10-17,05:00:00,0,0,0,0,0,0,0,0,0
2017-10-17,05:20:00,0,0,0,0,0,0,0,0,0
2017-10-17,05:40:00,0,0,0,0,0,0,0,0,0.0019
2017-10-17,06:00:00,0,5.0E-5,5.0E-5,5.0E-5,0,0,0,0,0.03595
2017-10-17,06:20:00,0.01555,0.0197,0.01825,0.02565,0.00425,0,0.0375,0,0.0848
2017-10-17,06:40:00,0.15715,0.1506,0.18845,0.18565,0.4051,0,0.26145,0,0.31205
2017-10-17,07:00:00,0.24305,0.22825,0.59965,0.56965,0.8365,0,0.70095,0,0.7123
2017-10-17,07:20:00,0.31695,0.29515,0.68395,0.646,0.9894,0,0.90645,0,0.84635
2017-10-17,07:40:00,0.5938,0.54475,1.1324,1.06235,1.6653,0,1.52425,0,1.44595
2017-10-17,08:00:00,0.99665,0.9068,1.56945,1.46275,2.42495,0,2.23555,0,2.09025
2017-10-17,08:20:00,1.255,1.14565,1.75945,1.63595,2.80465,0,2.68765,0,2.41865
2017-10-17,08:40:00,1.11515,1.01915,1.44295,1.34425,2.2852,0,2.30885,0,2.02765
2017-10-17,09:00:00,1.09135,0.99335,1.30335,1.22395,2.2399,0,1.91785,0,1.8522
2017-10-17,09:20:00,1.79115,1.63085,2.1726,2.0238,3.6538,0,3.3859,0,3.14725
2017-10-17,09:40:00,1.59285,1.4565,1.8851,1.75275,3.1253,0,3.1673,0,2.74735
2017-10-17,10:00:00,1.17145,1.06855,1.2838,1.2169,2.29445,0,1.9924,0,1.9048
2017-10-17,10:20:00,1.56135,1.41985,1.6848,1.5652,2.89265,0,2.7426,0,2.51295
2017-10-17,10:40:00,1.228,1.1246,1.2909,1.20325,2.30935,0,2.2379,0,1.92045
2017-10-17,11:00:00,1.5076,1.3761,1.5268,1.43225,2.72225,0,2.30715,0,2.3101
2017-10-17,11:20:00,1.1934,1.08935,1.18455,1.10695,2.16315,0,2.0878,0,1.7918
2017-10-17,11:40:00,1.50525,1.3717,1.4792,1.3954,2.67095,0,2.3324,0,2.29905
2017-10-17,12:00:00,1.5479,1.41425,1.4851,1.39115,2.7769,0,2.59505,0,2.35045
2017-10-17,12:20:00,1.7132,1.56465,1.6048,1.49985,2.97015,0,2.9164,0,2.57495
2017-10-17,12:40:00,1.62715,1.47055,1.4847,1.39235,2.7915,0,2.52035,0,2.45275
2017-10-17,13:00:00,1.6709,1.51705,1.5262,1.42275,2.7592,0,2.67525,0,2.41065
2017-10-17,13:20:00,1.24755,1.1443,1.11245,1.043,2.1739,0,2.06355,0,1.8118
2017-10-17,13:40:00,1.0394,0.95345,0.92685,0.8638,1.74475,0,1.616,0,1.47975
2017-10-17,14:00:00,1.529,1.3914,1.2327,1.15665,2.5138,0,2.1986,0,2.15425
2017-10-17,14:20:00,1.24075,1.13285,1.0079,0.9377,2.05725,0,1.8465,0,1.72725
2017-10-17,14:40:00,0.72725,0.6743,0.6327,0.5975,1.2883,0,1.1798,0,1.057
2017-10-17,15:00:00,0.69585,0.64225,0.58035,0.54745,1.21365,0,0.9946,0,0.99805
2017-10-17,15:20:00,0.1993,0.1907,0.207,0.1989,0.44405,0,0.4759,0,0.34645
2017-10-17,15:40:00,0.143,0.13725,0.1097,0.1114,0.31675,0,0.21355,0,0.2423
2017-10-17,16:00:00,0.14475,0.1383,0.11225,0.11325,0.3203,0,0.22575,0,0.24495
2017-10-17,16:20:00,0.0262,0.03145,0.02975,0.03885,0.1552,0,0.06815,0,0.10675
