﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2018-01-05,00:00:00,0.0166,0,0,0
2018-01-05,00:20:00,0.0166,0,0,0
2018-01-05,00:40:00,0.0166,0,0,0
2018-01-05,01:00:00,0.0166,0,0,0
2018-01-05,01:20:00,0.0166,0,0,0
2018-01-05,01:40:00,0.0166,0,0,0
2018-01-05,02:00:00,0.0166,0,0,0
2018-01-05,02:20:00,0.0166,0,0,0
2018-01-05,02:40:00,0.0166,0,0,0
2018-01-05,03:00:00,0.0166,0,0,0
2018-01-05,03:20:00,0.0166,0,0,0
2018-01-05,03:40:00,0.0166,0,0,0
2018-01-05,04:00:00,0.0166,0,0,0
2018-01-05,04:20:00,0.0166,0,0,0
2018-01-05,04:40:00,0.0166,0,0,0
2018-01-05,05:00:00,0.0166,0,0,0
2018-01-05,05:20:00,0.0166,0,0,0
2018-01-05,05:40:00,0.0166,0,0,0
2018-01-05,06:00:00,0.0166,0,0,0
2018-01-05,06:20:00,0.0166,0,0,0
2018-01-05,06:40:00,0.0166,0,0,0
2018-01-05,07:00:00,0.01815,0,0,0.00235
2018-01-05,07:20:00,0.052,0.01685,0.00035,0.03755
2018-01-05,07:40:00,0.13385,0.0919,0.0054,0.11295
2018-01-05,08:00:00,0.1642,0.1106,0.0108,0.14275
2018-01-05,08:20:00,0.2076,0.13925,0.03185,0.1804
2018-01-05,08:40:00,0.2578,0.1711,0.06655,0.2248
2018-01-05,09:00:00,0.30855,0.2001,0.09685,0.2729
2018-01-05,09:20:00,0.3845,0.24845,0.1424,0.3431
2018-01-05,09:40:00,0.56875,0.363,0.2549,0.5013
2018-01-05,10:00:00,0.4983,0.31495,0.2093,0.44345
2018-01-05,10:20:00,0.45585,0.2901,0.18495,0.40555
2018-01-05,10:40:00,0.7287,0.4602,0.35145,0.6454
2018-01-05,11:00:00,0.7969,0.493,0.38535,0.70085
2018-01-05,11:20:00,0.75825,0.4696,0.3623,0.6701
2018-01-05,11:40:00,0.6955,0.4347,0.3295,0.61675
2018-01-05,12:00:00,0.73025,0.45915,0.3495,0.6545
2018-01-05,12:20:00,0.6768,0.4267,0.3162,0.60445
2018-01-05,12:40:00,0.66385,0.41715,0.3066,0.59115
2018-01-05,13:00:00,0.63785,0.3998,0.2854,0.5673
2018-01-05,13:20:00,0.73165,0.4597,0.34445,0.64915
2018-01-05,13:40:00,0.75415,0.46935,0.3575,0.6718
2018-01-05,14:00:00,1.0607,0.65205,0.5377,0.9482
2018-01-05,14:20:00,0.74845,0.46545,0.3507,0.67795
2018-01-05,14:40:00,0.8673,0.54225,0.4278,0.7975
2018-01-05,15:00:00,0.6061,0.3705,0.2628,0.5441
2018-01-05,15:20:00,0.3104,0.1983,0.0922,0.2756
2018-01-05,15:40:00,0.26385,0.16875,0.06655,0.23485
2018-01-05,16:00:00,0.20895,0.13235,0.02945,0.18355
2018-01-05,16:20:00,0.14,0.0937,0.00335,0.1177
2018-01-05,16:40:00,0.0769,0.0503,0.0005,0.0537
2018-01-05,17:00:00,0.0192,0.01035,0.0001,0.0039
2018-01-05,17:20:00,0.0166,0.0022,0,0
2018-01-05,17:40:00,0.0166,0.00075,0,0
2018-01-05,18:00:00,0.0166,0,0,0
2018-01-05,18:20:00,0.0166,0,0,0
2018-01-05,18:40:00,0.0166,0,0,0
2018-01-05,19:00:00,0.0166,0,0,0
2018-01-05,19:20:00,0.0166,0,0,0
2018-01-05,19:40:00,0.0166,0,0,0
2018-01-05,20:00:00,0.0166,0,0,0
2018-01-05,20:20:00,0.0166,0,0,0
2018-01-05,20:40:00,0.0166,0,0,0
2018-01-05,21:00:00,0.0166,0,0,0
2018-01-05,21:20:00,0.0166,0,0,0
2018-01-05,21:40:00,0.0166,0,0,0
2018-01-05,22:00:00,0.0166,0,0,0
2018-01-05,22:20:00,0.0166,0,0,0
2018-01-05,22:40:00,0.0166,0,0,0
2018-01-05,23:00:00,0.0166,0,0,0
2018-01-05,23:20:00,0.0166,0,0,0
2018-01-05,23:40:00,0.0166,0,0,0
