﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11D1507000039PV-3000N-V 11D1507000039 國際街-01,11D1507000044PV-3000N-V 11D1507000044 國際街-02,10N1532000161PV-3000N-V 10N1532000161 國際街-03,11D1507000038PV-3000N-V 11D1507000038 國際街-04
2018-03-30,00:00:00,0,0,0,0
2018-03-30,00:20:00,0,0,0,0
2018-03-30,00:40:00,0,0,0,0
2018-03-30,01:00:00,0,0,0,0
2018-03-30,01:20:00,0,0,0,0
2018-03-30,01:40:00,0,0,0,0
2018-03-30,02:00:00,0,0,0,0
2018-03-30,02:20:00,0,0,0,0
2018-03-30,02:40:00,0,0,0,0
2018-03-30,03:00:00,0,0,0,0
2018-03-30,03:20:00,0,0,0,0
2018-03-30,03:40:00,0,0,0,0
2018-03-30,04:00:00,0,0,0,0
2018-03-30,04:20:00,0,0,0,0
2018-03-30,04:40:00,0,0,0,0
2018-03-30,05:00:00,0,0,0,0
2018-03-30,05:20:00,0,0,0,0
2018-03-30,05:40:00,0.00045,0,0,0
2018-03-30,06:00:00,0.02935,0.02065,0.00705,0.0145
2018-03-30,06:20:00,0.0995,0.08715,0.0855,0.07965
2018-03-30,06:40:00,0.20155,0.1725,0.16635,0.15685
2018-03-30,07:00:00,0.344,0.31785,0.3085,0.24385
2018-03-30,07:20:00,0.518,0.5036,0.49205,0.4439
2018-03-30,07:40:00,0.7273,0.73255,0.71915,0.71735
2018-03-30,08:00:00,0.95765,0.9803,0.99015,0.9843
2018-03-30,08:20:00,1.14115,1.21655,1.23155,1.15805
2018-03-30,08:40:00,1.3306,1.42285,1.4389,1.41625
2018-03-30,09:00:00,1.49485,1.44525,1.45745,1.43415
2018-03-30,09:20:00,1.62365,1.6594,1.68155,1.66045
2018-03-30,09:40:00,1.40815,1.44025,1.4623,1.4542
2018-03-30,10:00:00,1.60925,1.91645,1.9448,1.92935
2018-03-30,10:20:00,1.76865,1.91805,1.94515,1.92005
2018-03-30,10:40:00,2.01415,2.08135,2.12055,2.1002
2018-03-30,11:00:00,2.05855,2.02845,1.83455,2.15405
2018-03-30,11:20:00,1.25135,1.2702,1.3,1.3255
2018-03-30,11:40:00,2.0446,2.03865,2.0701,2.0631
2018-03-30,12:00:00,2.1794,2.1695,2.2011,2.18245
2018-03-30,12:20:00,2.3589,2.3651,2.4105,2.38605
2018-03-30,12:40:00,2.3315,2.2225,2.39125,2.36875
2018-03-30,13:00:00,2.2933,2.3024,2.348,2.32585
2018-03-30,13:20:00,2.18235,2.08155,2.2344,2.1084
2018-03-30,13:40:00,2.09225,2.1012,2.1433,2.1291
2018-03-30,14:00:00,1.97745,1.98835,2.0271,1.90965
2018-03-30,14:20:00,1.8305,1.8385,1.78025,1.5818
2018-03-30,14:40:00,1.72125,1.64365,1.7593,1.747
2018-03-30,15:00:00,1.55255,1.5581,1.5299,1.5764
2018-03-30,15:20:00,1.3775,1.3169,1.3228,1.3246
2018-03-30,15:40:00,1.2015,1.20795,1.1367,1.1625
2018-03-30,16:00:00,0.9797,0.93495,0.7829,1.00085
2018-03-30,16:20:00,0.74715,0.71155,0.60565,0.7658
2018-03-30,16:40:00,0.5227,0.3762,0.40925,0.5432
2018-03-30,17:00:00,0.2584,0.1878,0.27405,0.35005
2018-03-30,17:20:00,0.1213,0.10115,0.10005,0.1083
2018-03-30,17:40:00,0.04985,0.04565,0.03965,0.03745
2018-03-30,18:00:00,0.00425,0.0033,0.002,0.00035
2018-03-30,18:20:00,0,0,0,0
2018-03-30,18:40:00,0,0,0,0
2018-03-30,19:00:00,0,0,0,0
2018-03-30,19:20:00,0,0,0,0
2018-03-30,19:40:00,0,0,0,0
2018-03-30,20:00:00,0,0,0,0
2018-03-30,20:20:00,0,0,0,0
2018-03-30,20:40:00,0,0,0,0
2018-03-30,21:00:00,0,0,0,0
2018-03-30,21:20:00,0,0,0,0
2018-03-30,21:40:00,0,0,0,0
2018-03-30,22:00:00,0,0,0,0
2018-03-30,22:20:00,0,0,0,0
2018-03-30,22:40:00,0,0,0,0
2018-03-30,23:00:00,0,0,0,0
2018-03-30,23:20:00,0,0,0,0
2018-03-30,23:40:00,0,0,0,0
