﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1751002234洪秋冬一期1-PV-5000W-HV 11O1751002234,11O1751002231洪秋冬一期2-PV-5000W-HV 11O1751002231,11O1751002170洪秋冬一期3-PV-5000W-HV 11O1751002170,1211750000643洪秋冬二期1-PV-3000N-V 1211750000643,1211750000640洪秋冬二期2-PV-3000N-V 1211750000640,1211750000644洪秋冬二期3-PV-3000N-V 1211750000644
2018-05-08,00:00:00,0,0,0,0,0,0
2018-05-08,00:20:00,0,0,0,0,0,0
2018-05-08,00:40:00,0,0,0,0,0,0
2018-05-08,01:00:00,0,0,0,0,0,0
2018-05-08,01:20:00,0,0,0,0,0,0
2018-05-08,01:40:00,0,0,0,0,0,0
2018-05-08,02:00:00,0,0,0,0,0,0
2018-05-08,02:20:00,0,0,0,0,0,0
2018-05-08,02:40:00,0,0,0,0,0,0
2018-05-08,03:00:00,0,0,0,0,0,0
2018-05-08,03:20:00,0,0,0,0,0,0
2018-05-08,03:40:00,0,0,0,0,0,0
2018-05-08,04:00:00,0,0,0,0,0,0
2018-05-08,04:20:00,0,0,0,0,0,0
2018-05-08,04:40:00,0,0,0,0,0,0
2018-05-08,05:00:00,0,0,0,0,0,0
2018-05-08,05:20:00,0,0,0,0,0,0
2018-05-08,05:40:00,0.00065,0.0005,0,0.0092,0.01455,0.00525
2018-05-08,06:00:00,0.074,0.0623,0,0.02665,0.0314,0.0233
2018-05-08,06:20:00,0.0858,0.06985,0,0.0245,0.03,0.02075
2018-05-08,06:40:00,0.12525,0.1107,0.0857,0.04955,0.0589,0.0479
2018-05-08,07:00:00,0.1624,0.14945,0.1533,0.071,0.08105,0.0703
2018-05-08,07:20:00,0.38765,0.37345,0.38105,0.1983,0.2092,0.1972
2018-05-08,07:40:00,0.5914,0.57635,0.5864,0.3154,0.3278,0.3137
2018-05-08,08:00:00,0.4158,0.40185,0.41055,0.2151,0.227,0.21425
2018-05-08,08:20:00,0.25475,0.24165,0.2481,0.1243,0.1349,0.12345
2018-05-08,08:40:00,1.56845,1.5534,1.58,0.8757,0.8952,0.87545
2018-05-08,09:00:00,1.95385,1.9333,1.9699,1.0986,1.11895,1.0903
2018-05-08,09:20:00,3.77125,3.72315,3.79005,2.11435,2.1389,2.11845
2018-05-08,09:40:00,1.55055,1.53425,1.5566,0.8694,0.88795,0.86645
2018-05-08,10:00:00,1.4106,1.40195,1.41965,0.79015,0.80775,0.7836
2018-05-08,10:20:00,3.37485,3.36705,3.4778,2.0099,2.05295,2.0157
2018-05-08,10:40:00,4.0066,3.99935,4.02525,2.28665,2.3143,2.27795
2018-05-08,11:00:00,4.601,4.57225,4.6367,2.6744,2.7083,2.6675
2018-05-08,11:20:00,3.6548,3.69305,4.11815,2.4827,2.50675,2.48375
2018-05-08,11:40:00,4.01345,4.17685,4.4432,2.67485,2.68215,2.6833
2018-05-08,12:00:00,3.01915,3.02965,3.16905,1.8384,1.8955,1.87795
2018-05-08,12:20:00,2.7925,2.79155,2.82115,1.5854,1.61975,1.57865
2018-05-08,12:40:00,2.64075,2.65915,2.67405,1.50385,1.53405,1.49375
2018-05-08,13:00:00,4.1827,4.20745,4.22185,2.37935,2.42805,2.37135
2018-05-08,13:20:00,4.15905,4.19415,4.19155,2.38045,2.4383,2.36785
2018-05-08,13:40:00,4.21145,4.2434,4.24355,2.40365,2.4572,2.39145
2018-05-08,14:00:00,4.22935,4.20635,4.25965,2.4026,2.45015,2.39465
2018-05-08,14:20:00,3.8354,3.85945,3.86865,2.17045,2.21975,2.16135
2018-05-08,14:40:00,3.7699,3.80455,3.8068,2.1382,2.19035,2.12745
2018-05-08,15:00:00,1.5761,1.57885,1.59065,0.88955,0.9135,0.8847
2018-05-08,15:20:00,1.1751,1.1645,1.18205,0.65745,0.6744,0.6537
2018-05-08,15:40:00,1.05625,1.0464,1.06095,0.5903,0.60595,0.5859
2018-05-08,16:00:00,0.8951,0.8851,0.89405,0.49715,0.51095,0.4932
2018-05-08,16:20:00,0.842,0.81745,0.8405,0.4654,0.4788,0.46215
2018-05-08,16:40:00,0.66445,0.6303,0.66195,0.3614,0.3742,0.35905
2018-05-08,17:00:00,0.3506,0.3357,0.34415,0.17945,0.19,0.179
2018-05-08,17:20:00,0.3374,0.32145,0.32995,0.1711,0.1815,0.17075
2018-05-08,17:40:00,0.299,0.28285,0.29165,0.1497,0.15955,0.14875
2018-05-08,18:00:00,0.1242,0.10875,0.11685,0.0463,0.05545,0.0455
2018-05-08,18:20:00,0.03455,0.02105,0.0241,0.0011,0.0034,0.001
2018-05-08,18:40:00,0.01505,0.0023,0.00545,0,0,0
2018-05-08,19:00:00,0.0007,0.0001,0,0,0,0
2018-05-08,19:20:00,0,0,0,0,0,0
2018-05-08,19:40:00,0,0,0,0,0,0
2018-05-08,20:00:00,0,0,0,0,0,0
2018-05-08,20:20:00,0,0,0,0,0,0
2018-05-08,20:40:00,0,0,0,0,0,0
2018-05-08,21:00:00,0,0,0,0,0,0
2018-05-08,21:20:00,0,0,0,0,0,0
2018-05-08,21:40:00,0,0,0,0,0,0
2018-05-08,22:00:00,0,0,0,0,0,0
2018-05-08,22:20:00,0,0,0,0,0,0
2018-05-08,22:40:00,0,0,0,0,0,0
2018-05-08,23:00:00,0,0,0,0,0,0
2018-05-08,23:20:00,0,0,0,0,0,0
2018-05-08,23:40:00,0,0,0,0,0,0
