﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1449000272PV-3000N-V 10N1449000272國姓長福,11C1506000029PV-5000W-V 11C1506000029國姓長福,11C1506000030PV-5000W-V 11C1506000030國姓長福,11C1506000043PV-5000W-V 11C1506000043 國姓長福
2018-05-03,00:00:00,0,0,0,0
2018-05-03,00:20:00,0,0,0,0
2018-05-03,00:40:00,0,0,0,0
2018-05-03,01:00:00,0,0,0,0
2018-05-03,01:20:00,0,0,0,0
2018-05-03,01:40:00,0,0,0,0
2018-05-03,02:00:00,0,0,0,0
2018-05-03,02:20:00,0,0,0,0
2018-05-03,02:40:00,0,0,0,0
2018-05-03,03:00:00,0,0,0,0
2018-05-03,03:20:00,0,0,0,0
2018-05-03,03:40:00,0,0,0,0
2018-05-03,04:00:00,0,0,0,0
2018-05-03,04:20:00,0,0,0,0
2018-05-03,04:40:00,0,0,0,0
2018-05-03,05:00:00,0,0,0,0
2018-05-03,05:20:00,0,0.00835,0.00795,0.01085
2018-05-03,05:40:00,0.0211,0.0801,0.0798,0.08685
2018-05-03,06:00:00,0.1071,0.1652,0.1581,0.17085
2018-05-03,06:20:00,0.22615,0.36265,0.3528,0.36535
2018-05-03,06:40:00,0.2687,0.43505,0.4223,0.434
2018-05-03,07:00:00,0.35085,0.57285,0.5583,0.5702
2018-05-03,07:20:00,0.4849,0.80195,0.7785,0.79215
2018-05-03,07:40:00,0.5065,0.98205,0.8561,0.8747
2018-05-03,08:00:00,0.68405,1.1725,1.0614,1.13365
2018-05-03,08:20:00,1.0606,1.4063,1.41935,1.39955
2018-05-03,08:40:00,1.2472,1.71655,1.9825,1.674
2018-05-03,09:00:00,1.5293,2.3396,2.4693,2.3175
2018-05-03,09:20:00,1.72,2.7718,2.78785,2.69745
2018-05-03,09:40:00,1.73415,2.8352,2.8123,2.8011
2018-05-03,10:00:00,1.9953,3.25255,3.2454,3.21755
2018-05-03,10:20:00,1.21255,1.9733,1.959,1.9471
2018-05-03,10:40:00,0.35905,0.5714,0.56685,0.5802
2018-05-03,11:00:00,0.4871,0.7927,0.78035,0.79445
2018-05-03,11:20:00,1.49795,2.43005,2.42415,2.40895
2018-05-03,11:40:00,1.38625,2.26735,2.24435,2.2423
2018-05-03,12:00:00,0.6512,1.05075,1.0458,1.05325
2018-05-03,12:20:00,0.58865,0.94975,0.94355,0.9539
2018-05-03,12:40:00,0.71075,1.1511,1.1448,1.1544
2018-05-03,13:00:00,0.80535,1.29455,1.29615,1.2996
2018-05-03,13:20:00,1.2728,2.04205,2.0377,2.03155
2018-05-03,13:40:00,1.032,1.6593,1.66505,1.66085
2018-05-03,14:00:00,0.95965,1.54345,1.55015,1.54995
2018-05-03,14:20:00,0.8864,1.43575,1.4299,1.4316
2018-05-03,14:40:00,0.74565,1.19315,1.19705,1.19865
2018-05-03,15:00:00,1.46805,2.3201,2.3673,2.3456
2018-05-03,15:20:00,1.22625,1.9491,1.97985,1.9681
2018-05-03,15:40:00,0.54155,0.84725,0.8627,0.86585
2018-05-03,16:00:00,0.3444,0.53065,0.53995,0.5459
2018-05-03,16:20:00,0.18325,0.27755,0.2786,0.2875
2018-05-03,16:40:00,0.13945,0.2069,0.20805,0.21665
2018-05-03,17:00:00,0.1066,0.152,0.1547,0.16315
2018-05-03,17:20:00,0.0421,0.0624,0.06605,0.06605
2018-05-03,17:40:00,0.0238,0.04035,0.0403,0.04275
2018-05-03,18:00:00,0.007,0.0162,0.01715,0.00725
2018-05-03,18:20:00,0,0.014,0.01595,0
2018-05-03,18:40:00,0,0,0,0
2018-05-03,19:00:00,0,0,0,0
2018-05-03,19:20:00,0,0,0,0
2018-05-03,19:40:00,0,0,0,0
2018-05-03,20:00:00,0,0,0,0
2018-05-03,20:20:00,0,0,0,0
2018-05-03,20:40:00,0,0,0,0
2018-05-03,21:00:00,0,0,0,0
2018-05-03,21:20:00,0,0,0,0
2018-05-03,21:40:00,0,0,0,0
2018-05-03,22:00:00,0,0,0,0
2018-05-03,22:20:00,0,0,0,0
2018-05-03,22:40:00,0,0,0,0
2018-05-03,23:00:00,0,0,0,0
2018-05-03,23:20:00,0,0,0,0
2018-05-03,23:40:00,0,0,0,0
