﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1449000272PV-3000N-V 10N1449000272國姓長福,11C1506000029PV-5000W-V 11C1506000029國姓長福,11C1506000030PV-5000W-V 11C1506000030國姓長福,11C1506000043PV-5000W-V 11C1506000043 國姓長福
2018-04-27,00:00:00,0,0,0,0
2018-04-27,00:20:00,0,0,0,0
2018-04-27,00:40:00,0,0,0,0
2018-04-27,01:00:00,0,0,0,0
2018-04-27,01:20:00,0,0,0,0
2018-04-27,01:40:00,0,0,0,0
2018-04-27,02:00:00,0,0,0,0
2018-04-27,02:20:00,0,0,0,0
2018-04-27,02:40:00,0,0,0,0
2018-04-27,03:00:00,0,0,0,0
2018-04-27,03:20:00,0,0,0,0
2018-04-27,03:40:00,0,0,0,0
2018-04-27,04:00:00,0,0,0,0
2018-04-27,04:20:00,0,0,0,0
2018-04-27,04:40:00,0,0,0,0
2018-04-27,05:00:00,0,0,0,0
2018-04-27,05:20:00,0,0.0011,0.0011,0.00115
2018-04-27,05:40:00,0.0155,0.0539,0.05485,0.06
2018-04-27,06:00:00,0.044,0.0968,0.06335,0.0697
2018-04-27,06:20:00,0.1456,0.23355,0.22305,0.23645
2018-04-27,06:40:00,0.1883,0.31035,0.29505,0.31005
2018-04-27,07:00:00,0.23395,0.3881,0.3699,0.3847
2018-04-27,07:20:00,0.33565,0.5632,0.5386,0.55305
2018-04-27,07:40:00,0.57575,1.00355,0.9419,0.95555
2018-04-27,08:00:00,0.68905,1.1286,1.11135,1.11715
2018-04-27,08:20:00,0.86855,1.41365,1.3995,1.4023
2018-04-27,08:40:00,0.734,1.2066,1.1935,1.1946
2018-04-27,09:00:00,1.088,1.71185,1.75445,1.6831
2018-04-27,09:20:00,1.5796,2.52295,2.5437,2.45405
2018-04-27,09:40:00,1.4846,2.41255,2.39415,2.37665
2018-04-27,10:00:00,1.4093,2.2755,2.25755,2.2451
2018-04-27,10:20:00,1.3929,2.26075,2.2521,2.24315
2018-04-27,10:40:00,0.836,1.3525,1.3432,1.3493
2018-04-27,11:00:00,1.09425,1.7656,1.7586,1.75555
2018-04-27,11:20:00,2.11265,3.45195,3.43,3.39665
2018-04-27,11:40:00,1.5578,2.558,2.5179,2.51575
2018-04-27,12:00:00,1.59945,2.6076,2.5935,2.57205
2018-04-27,12:20:00,0.64265,1.04,1.02965,1.0391
2018-04-27,12:40:00,0.4416,0.70725,0.70485,0.71595
2018-04-27,13:00:00,0.3707,0.5855,0.58915,0.59935
2018-04-27,13:20:00,0.3012,0.46765,0.4753,0.4848
2018-04-27,13:40:00,0.2737,0.4196,0.42885,0.4373
2018-04-27,14:00:00,0.35815,0.5614,0.56595,0.57375
2018-04-27,14:20:00,0.4493,0.71095,0.7159,0.7228
2018-04-27,14:40:00,0.53755,0.85225,0.8594,0.8637
2018-04-27,15:00:00,0.61375,0.97325,0.9817,0.98475
2018-04-27,15:20:00,0.2934,0.46305,0.4619,0.47105
2018-04-27,15:40:00,0.24305,0.37785,0.37955,0.3873
2018-04-27,16:00:00,0.2785,0.4366,0.4364,0.44435
2018-04-27,16:20:00,0.295,0.46195,0.4634,0.47035
2018-04-27,16:40:00,0.2978,0.46275,0.46785,0.47355
2018-04-27,17:00:00,0.2316,0.35715,0.3597,0.3661
2018-04-27,17:20:00,0.11525,0.16875,0.16955,0.17835
2018-04-27,17:40:00,0.05685,0.08135,0.0834,0.08885
2018-04-27,18:00:00,0.0126,0.02215,0.0223,0.0224
2018-04-27,18:20:00,0.0004,0.0147,0.0161,0
2018-04-27,18:40:00,0,0.00375,0.00465,0
2018-04-27,19:00:00,0,0,0,0
2018-04-27,19:20:00,0,0,0,0
2018-04-27,19:40:00,0,0,0,0
2018-04-27,20:00:00,0,0,0,0
2018-04-27,20:20:00,0,0,0,0
2018-04-27,20:40:00,0,0,0,0
2018-04-27,21:00:00,0,0,0,0
2018-04-27,21:20:00,0,0,0,0
2018-04-27,21:40:00,0,0,0,0
2018-04-27,22:00:00,0,0,0,0
2018-04-27,22:20:00,0,0,0,0
2018-04-27,22:40:00,0,0,0,0
2018-04-27,23:00:00,0,0,0,0
2018-04-27,23:20:00,0,0,0,0
2018-04-27,23:40:00,0,0,0,0
