﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211746000545林玲華1-PV-3000N-V 1211746000545,1211746000526林玲華2-PV-3000N-V 1211746000526
2018-04-21,00:00:00,0,0
2018-04-21,00:20:00,0,0
2018-04-21,00:40:00,0,0
2018-04-21,01:00:00,0,0
2018-04-21,01:20:00,0,0
2018-04-21,01:40:00,0,0
2018-04-21,02:00:00,0,0
2018-04-21,02:20:00,0,0
2018-04-21,02:40:00,0,0
2018-04-21,03:00:00,0,0
2018-04-21,03:20:00,0,0
2018-04-21,03:40:00,0,0
2018-04-21,04:00:00,0,0
2018-04-21,04:20:00,0,0
2018-04-21,04:40:00,0,0
2018-04-21,05:00:00,0,0
2018-04-21,05:20:00,0,0
2018-04-21,05:40:00,0.01915,0.01565
2018-04-21,06:00:00,0.1685,0.15775
2018-04-21,06:20:00,0.17005,0.15965
2018-04-21,06:40:00,0.27455,0.26555
2018-04-21,07:00:00,0.2771,0.2683
2018-04-21,07:20:00,0.58055,0.57275
2018-04-21,07:40:00,0.87255,0.8655
2018-04-21,08:00:00,1.6656,1.6638
2018-04-21,08:20:00,1.6356,1.63245
2018-04-21,08:40:00,1.04455,1.03745
2018-04-21,09:00:00,1.45505,1.451
2018-04-21,09:20:00,1.12845,1.1253
2018-04-21,09:40:00,1.24595,1.2432
2018-04-21,10:00:00,2.01975,2.0163
2018-04-21,10:20:00,2.3534,2.3491
2018-04-21,10:40:00,2.25605,2.2548
2018-04-21,11:00:00,1.71265,1.7213
2018-04-21,11:20:00,2.3366,2.336
2018-04-21,11:40:00,2.62365,2.63265
2018-04-21,12:00:00,1.9737,1.98085
2018-04-21,12:20:00,1.63535,1.649
2018-04-21,12:40:00,1.31025,1.31565
2018-04-21,13:00:00,1.29895,1.30035
2018-04-21,13:20:00,1.19865,1.2
2018-04-21,13:40:00,1.6572,1.6724
2018-04-21,14:00:00,1.6784,1.69305
2018-04-21,14:20:00,1.55975,1.5729
2018-04-21,14:40:00,1.7837,1.8
2018-04-21,15:00:00,1.29575,1.331
2018-04-21,15:20:00,1.2903,1.32375
2018-04-21,15:40:00,0.7131,0.7621
2018-04-21,16:00:00,0.57935,0.6843
2018-04-21,16:20:00,0.57295,0.67755
2018-04-21,16:40:00,0.6223,1.0715
2018-04-21,17:00:00,0.26825,0.34335
2018-04-21,17:20:00,0.274,0.3746
2018-04-21,17:40:00,0.16075,0.1783
2018-04-21,18:00:00,0.0278,0.0218
2018-04-21,18:20:00,0.00015,5.0E-5
2018-04-21,18:40:00,0,0
2018-04-21,19:00:00,0,0
2018-04-21,19:20:00,0,0
2018-04-21,19:40:00,0,0
2018-04-21,20:00:00,0,0
2018-04-21,20:20:00,0,0
2018-04-21,20:40:00,0,0
2018-04-21,21:00:00,0,0
2018-04-21,21:20:00,0,0
2018-04-21,21:40:00,0,0
2018-04-21,22:00:00,0,0
2018-04-21,22:20:00,0,0
2018-04-21,22:40:00,0,0
2018-04-21,23:00:00,0,0
2018-04-21,23:20:00,0,0
2018-04-21,23:40:00,0,0
