﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1532000144PV-3000N-V 10N1532000144 伸港主光-01,11D1514000073PV-3000N-V 11D1514000073 伸港主光-02,11D1507000055PV-3000N-V 11D1507000055 伸港主光-03,11D1514000062PV-3000N-V 11D1514000062 伸港主光-04,11D1514000077PV-3000N-V 11D1514000077 伸港主光-05
2018-04-27,00:00:00,0,0,0,0,0
2018-04-27,00:20:00,0,0,0,0,0
2018-04-27,00:40:00,0,0,0,0,0
2018-04-27,01:00:00,0,0,0,0,0
2018-04-27,01:20:00,0,0,0,0,0
2018-04-27,01:40:00,0,0,0,0,0
2018-04-27,02:00:00,0,0,0,0,0
2018-04-27,02:20:00,0,0,0,0,0
2018-04-27,02:40:00,0,0,0,0,0
2018-04-27,03:00:00,0,0,0,0,0
2018-04-27,03:20:00,0,0,0,0,0
2018-04-27,03:40:00,0,0,0,0,0
2018-04-27,04:00:00,0,0,0,0,0
2018-04-27,04:20:00,0,0,0,0,0
2018-04-27,04:40:00,0,0,0,0,0
2018-04-27,05:00:00,0,0,0,0,0
2018-04-27,05:20:00,0,0,0,0,0
2018-04-27,05:40:00,0,0,0,0,0
2018-04-27,06:00:00,0.1955,0.22905,0.1952,0.2284,0.2007
2018-04-27,06:20:00,0.3231,0.3952,0.3579,0.39375,0.36965
2018-04-27,06:40:00,0.47275,0.5504,0.5185,0.5553,0.531
2018-04-27,07:00:00,0.62815,0.6343,0.61075,0.64695,0.6213
2018-04-27,07:20:00,0.4553,0.45125,0.44425,0.47655,0.44375
2018-04-27,07:40:00,0.5545,0.5454,0.54135,0.57355,0.54095
2018-04-27,08:00:00,0.7753,0.76185,0.75545,0.79235,0.76125
2018-04-27,08:20:00,1.32455,1.30775,1.278,1.3219,1.29475
2018-04-27,08:40:00,1.31645,1.2833,1.2762,1.31705,1.2874
2018-04-27,09:00:00,1.66055,1.6247,1.61235,1.65885,1.6371
2018-04-27,09:20:00,1.39445,1.36095,1.35565,1.3993,1.37485
2018-04-27,09:40:00,2.05375,2.00405,1.9945,2.0441,2.025
2018-04-27,10:00:00,2.33075,2.27535,2.2612,2.31355,2.30415
2018-04-27,10:20:00,2.32335,2.25385,2.2393,2.29435,2.2889
2018-04-27,10:40:00,2.2211,2.15665,2.13225,2.1798,2.17145
2018-04-27,11:00:00,1.8819,1.8014,1.81155,1.8556,1.83795
2018-04-27,11:20:00,1.9894,1.90905,1.91705,1.9609,1.94315
2018-04-27,11:40:00,2.13955,2.07545,2.05825,2.1056,2.0938
2018-04-27,12:00:00,2.39885,2.3394,2.3085,2.35615,2.34695
2018-04-27,12:20:00,2.1516,2.0802,2.07075,2.1125,2.0953
2018-04-27,12:40:00,2.5547,2.4876,2.45545,2.49845,2.48885
2018-04-27,13:00:00,1.6902,1.58265,1.63235,1.6684,1.6357
2018-04-27,13:20:00,1.8156,1.7194,1.76025,1.79615,1.7629
2018-04-27,13:40:00,1.09545,1.0195,1.07185,1.1055,1.06685
2018-04-27,14:00:00,1.14115,1.07255,1.1149,1.14755,1.10775
2018-04-27,14:20:00,1.42495,1.35375,1.3834,1.4132,1.3717
2018-04-27,14:40:00,1.09515,1.02225,1.0668,1.0955,1.0493
2018-04-27,15:00:00,0.8487,0.8025,0.8283,0.8605,0.82135
2018-04-27,15:20:00,0.71005,0.667,0.6943,0.72555,0.6846
2018-04-27,15:40:00,0.7059,0.6613,0.68905,0.7187,0.67755
2018-04-27,16:00:00,0.54765,0.5049,0.53035,0.55505,0.50235
2018-04-27,16:20:00,0.50635,0.47045,0.48545,0.5082,0.4615
2018-04-27,16:40:00,0.35855,0.3422,0.33865,0.3635,0.3269
2018-04-27,17:00:00,0.29825,0.2816,0.28305,0.30635,0.2644
2018-04-27,17:20:00,0.17355,0.1762,0.16375,0.1908,0.15495
2018-04-27,17:40:00,0.0742,0.09605,0.07015,0.0985,0.0679
2018-04-27,18:00:00,0.01045,0.03575,0.00765,0.03305,0.0076
2018-04-27,18:20:00,0,0.0116,0,0.01045,0
2018-04-27,18:40:00,0,0.00375,0,0.00405,0
2018-04-27,19:00:00,0,0,0,0,0
2018-04-27,19:20:00,0,0,0,0,0
2018-04-27,19:40:00,0,0,0,0,0
2018-04-27,20:00:00,0,0,0,0,0
2018-04-27,20:20:00,0,0,0,0,0
2018-04-27,20:40:00,0,0,0,0,0
2018-04-27,21:00:00,0,0,0,0,0
2018-04-27,21:20:00,0,0,0,0,0
2018-04-27,21:40:00,0,0,0,0,0
2018-04-27,22:00:00,0,0,0,0,0
2018-04-27,22:20:00,0,0,0,0,0
2018-04-27,22:40:00,0,0,0,0,0
2018-04-27,23:00:00,0,0,0,0,0
2018-04-27,23:20:00,0,0,0,0,0
2018-04-27,23:40:00,0,0,0,0,0
