﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1450000065PV-4000W-V 10L1450000065
2017-10-19,00:00:00,0
2017-10-19,00:20:00,0
2017-10-19,00:40:00,0
2017-10-19,01:00:00,0
2017-10-19,01:20:00,0
2017-10-19,01:40:00,0
2017-10-19,02:00:00,0
2017-10-19,02:20:00,0
2017-10-19,02:40:00,0
2017-10-19,03:00:00,0
2017-10-19,03:20:00,0
2017-10-19,03:40:00,0
2017-10-19,04:00:00,0
2017-10-19,04:20:00,0
2017-10-19,04:40:00,0
2017-10-19,05:00:00,0
2017-10-19,05:20:00,0
2017-10-19,05:40:00,0
2017-10-19,06:00:00,0.0269
2017-10-19,06:20:00,0.08355
2017-10-19,06:40:00,0.1399
2017-10-19,07:00:00,0.24755
2017-10-19,07:20:00,0.55465
2017-10-19,07:40:00,0.72655
2017-10-19,08:00:00,0.6345
2017-10-19,08:20:00,0.6256
2017-10-19,08:40:00,1.0556
2017-10-19,09:00:00,1.6445
2017-10-19,09:20:00,2.07145
2017-10-19,09:40:00,2.4683
2017-10-19,10:00:00,2.63115
2017-10-19,10:20:00,2.76185
2017-10-19,10:40:00,2.90115
2017-10-19,11:00:00,3.0028
2017-10-19,11:20:00,3.07195
2017-10-19,11:40:00,3.1159
2017-10-19,12:00:00,2.7005
2017-10-19,12:20:00,2.91615
2017-10-19,12:40:00,2.99635
2017-10-19,13:00:00,2.8456
2017-10-19,13:20:00,2.72275
2017-10-19,13:40:00,2.59475
2017-10-19,14:00:00,2.42795
2017-10-19,14:20:00,2.2443
2017-10-19,14:40:00,2.02685
2017-10-19,15:00:00,1.79875
2017-10-19,15:20:00,1.53385
2017-10-19,15:40:00,1.24145
2017-10-19,16:00:00,0.8926
2017-10-19,16:20:00,0.5406
2017-10-19,16:40:00,0.16785
2017-10-19,17:00:00,0.0538
2017-10-19,17:20:00,0.022
2017-10-19,17:40:00,0
2017-10-19,18:00:00,0
2017-10-19,18:20:00,0
2017-10-19,18:40:00,0
2017-10-19,19:00:00,0
2017-10-19,19:20:00,0
2017-10-19,19:40:00,0
2017-10-19,20:00:00,0
2017-10-19,20:20:00,0
2017-10-19,20:40:00,0
2017-10-19,21:00:00,0
2017-10-19,21:20:00,0
2017-10-19,21:40:00,0
2017-10-19,22:00:00,0
2017-10-19,22:20:00,0
2017-10-19,22:40:00,0
2017-10-19,23:00:00,0
2017-10-19,23:20:00,0
2017-10-19,23:40:00,0
