﻿﻿﻿﻿﻿﻿﻿inDate,inTime,60Y1448000430PV-10000T-U 60Y1448000430彰濱建泰,60Y1448000420PV-10000T-U 60Y1448000420彰濱建泰,60Y1448000360PV-10000T-U 60Y1448000360彰濱建泰
2017-11-13,00:00:00,0,0,0
2017-11-13,00:20:00,0,0,0
2017-11-13,00:40:00,0,0,0
2017-11-13,01:00:00,0,0,0
2017-11-13,01:20:00,0,0,0
2017-11-13,01:40:00,0,0,0
2017-11-13,02:00:00,0,0,0
2017-11-13,02:20:00,0,0,0
2017-11-13,02:40:00,0,0,0
2017-11-13,03:00:00,0,0,0
2017-11-13,03:20:00,0,0,0
2017-11-13,03:40:00,0,0,0
2017-11-13,04:00:00,0,0,0
2017-11-13,04:20:00,0,0,0
2017-11-13,04:40:00,0,0,0
2017-11-13,05:00:00,0,0,0
2017-11-13,05:20:00,0,0,0
2017-11-13,05:40:00,0,0,0
2017-11-13,06:00:00,0,0,0
2017-11-13,06:20:00,0,0,0
2017-11-13,06:40:00,0.31675,0.3289,0.33885
2017-11-13,07:00:00,0.31135,0.3058,0.34845
2017-11-13,07:20:00,0.37925,0.37405,0.38895
2017-11-13,07:40:00,1.20825,1.1952,1.18115
2017-11-13,08:00:00,2.66,2.61505,2.83435
2017-11-13,08:20:00,1.33325,1.31835,1.3993
2017-11-13,08:40:00,1.2119,1.12875,1.27145
2017-11-13,09:00:00,1.345,1.3299,1.4087
2017-11-13,09:20:00,2.1053,1.99565,2.1922
2017-11-13,09:40:00,2.1315,2.1138,2.21695
2017-11-13,10:00:00,1.3373,1.32185,1.3999
2017-11-13,10:20:00,1.4865,1.58485,1.65905
2017-11-13,10:40:00,1.3264,1.3111,1.3218
2017-11-13,11:00:00,1.47,1.2765,1.60395
2017-11-13,11:20:00,0.9757,0.32625,1.029
2017-11-13,11:40:00,1.18,0.42865,1.2415
2017-11-13,12:00:00,2.0993,1.7078,2.27395
2017-11-13,12:20:00,1.4819,1.37235,1.4527
2017-11-13,12:40:00,3.35485,3.00465,3.4476
2017-11-13,13:00:00,2.7335,2.5682,2.82435
2017-11-13,13:20:00,1.7694,1.62245,1.8385
2017-11-13,13:40:00,3.21425,3.19915,3.6206
2017-11-13,14:00:00,2.4349,2.41845,2.52225
2017-11-13,14:20:00,1.50545,1.42735,1.57075
2017-11-13,14:40:00,1.69025,1.6737,1.7583
2017-11-13,15:00:00,1.41155,1.48885,1.5666
2017-11-13,15:20:00,1.5998,1.59195,1.6689
2017-11-13,15:40:00,1.8626,1.8556,1.84225
2017-11-13,16:00:00,1.31485,1.24755,1.3761
2017-11-13,16:20:00,0.7553,0.7497,0.8003
2017-11-13,16:40:00,0.33295,0.3278,0.3588
2017-11-13,17:00:00,0.01865,0.0339,0.0769
2017-11-13,17:20:00,0,0,0
2017-11-13,17:40:00,0,0,0
2017-11-13,18:00:00,0,0,0
2017-11-13,18:20:00,0,0,0
2017-11-13,18:40:00,0,0,0
2017-11-13,19:00:00,0,0,0
2017-11-13,19:20:00,0,0,0
2017-11-13,19:40:00,0,0,0
2017-11-13,20:00:00,0,0,0
2017-11-13,20:20:00,0,0,0
2017-11-13,20:40:00,0,0,0
2017-11-13,21:00:00,0,0,0
2017-11-13,21:20:00,0,0,0
2017-11-13,21:40:00,0,0,0
2017-11-13,22:00:00,0,0,0
2017-11-13,22:20:00,0,0,0
2017-11-13,22:40:00,0,0,0
2017-11-13,23:00:00,0,0,0
2017-11-13,23:20:00,0,0,0
2017-11-13,23:40:00,0,0,0
