﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211750000641彭玉蓮1-PV-3000N-V 1211750000641,1211750000636彭玉蓮2-PV-3000N-V 1211750000636,1211750000631彭玉蓮3-PV-3000N-V 1211750000631,11O1751002233彭玉蓮4-PV-5000W-HV 11O1751002233
2018-04-17,00:00:00,0,0,0,0
2018-04-17,00:20:00,0,0,0,0
2018-04-17,00:40:00,0,0,0,0
2018-04-17,01:00:00,0,0,0,0
2018-04-17,01:20:00,0,0,0,0
2018-04-17,01:40:00,0,0,0,0
2018-04-17,02:00:00,0,0,0,0
2018-04-17,02:20:00,0,0,0,0
2018-04-17,02:40:00,0,0,0,0
2018-04-17,03:00:00,0,0,0,0
2018-04-17,03:20:00,0,0,0,0
2018-04-17,03:40:00,0,0,0,0
2018-04-17,04:00:00,0,0,0,0
2018-04-17,04:20:00,0,0,0,0
2018-04-17,04:40:00,0,0,0,0
2018-04-17,05:00:00,0,0,0,0
2018-04-17,05:20:00,0,0,0,0
2018-04-17,05:40:00,0.00225,0,0.00015,0
2018-04-17,06:00:00,0.0104,5.0E-5,0.00825,0
2018-04-17,06:20:00,0.0139,0.01235,0.0114,0
2018-04-17,06:40:00,0.02905,0.02915,0.02665,0.04055
2018-04-17,07:00:00,0.06285,0.06515,0.06105,0.12
2018-04-17,07:20:00,0.08585,0.0899,0.08465,0.15675
2018-04-17,07:40:00,0.19405,0.20745,0.1929,0.34885
2018-04-17,08:00:00,0.22535,0.24175,0.22365,0.4052
2018-04-17,08:20:00,0.20755,0.22265,0.20585,0.3738
2018-04-17,08:40:00,0.28045,0.30255,0.2794,0.50505
2018-04-17,09:00:00,0.19595,0.2102,0.19505,0.35395
2018-04-17,09:20:00,0.4469,0.4836,0.44775,0.80295
2018-04-17,09:40:00,0.64655,0.70215,0.64905,1.16185
2018-04-17,10:00:00,0.91075,0.98865,0.9127,1.63975
2018-04-17,10:20:00,0.84985,0.92285,0.85165,1.52825
2018-04-17,10:40:00,1.0701,1.16455,1.07365,1.9229
2018-04-17,11:00:00,0.99955,1.08965,1.0044,1.79485
2018-04-17,11:20:00,0.91265,0.9979,0.92015,1.63805
2018-04-17,11:40:00,1.03515,1.13265,1.04305,1.8616
2018-04-17,12:00:00,1.11765,1.22005,1.12405,2.0066
2018-04-17,12:20:00,0.9903,1.0859,1.0001,1.77645
2018-04-17,12:40:00,1.18675,1.2922,1.1928,2.1263
2018-04-17,13:00:00,0.7715,0.83845,0.77465,1.3829
2018-04-17,13:20:00,0.73385,0.7967,0.7354,1.31675
2018-04-17,13:40:00,0.54795,0.5937,0.548,0.9774
2018-04-17,14:00:00,0.44245,0.47965,0.4347,0.7887
2018-04-17,14:20:00,0.51185,0.55515,0.5119,0.91285
2018-04-17,14:40:00,0.39715,0.431,0.3972,0.71095
2018-04-17,15:00:00,0.3378,0.366,0.33675,0.60795
2018-04-17,15:20:00,0.33685,0.36485,0.335,0.60635
2018-04-17,15:40:00,0.36465,0.3939,0.3632,0.65505
2018-04-17,16:00:00,0.3837,0.4153,0.38155,0.6862
2018-04-17,16:20:00,0.36445,0.39275,0.36225,0.6523
2018-04-17,16:40:00,0.6993,0.7536,0.6967,1.2522
2018-04-17,17:00:00,0.69865,0.7486,0.69445,1.24815
2018-04-17,17:20:00,0.4381,0.45965,0.4337,0.77875
2018-04-17,17:40:00,0.19005,0.177,0.18535,0.34165
2018-04-17,18:00:00,0.0347,0.03415,0.0322,0.07745
2018-04-17,18:20:00,0.0002,0.0002,0.0001,0.01615
2018-04-17,18:40:00,0,0,0,0.00315
2018-04-17,19:00:00,0,0,0,0
2018-04-17,19:20:00,0,0,0,0
2018-04-17,19:40:00,0,0,0,0
2018-04-17,20:00:00,0,0,0,0
2018-04-17,20:20:00,0,0,0,0
2018-04-17,20:40:00,0,0,0,0
2018-04-17,21:00:00,0,0,0,0
2018-04-17,21:20:00,0,0,0,0
2018-04-17,21:40:00,0,0,0,0
2018-04-17,22:00:00,0,0,0,0
2018-04-17,22:20:00,0,0,0,0
2018-04-17,22:40:00,0,0,0,0
2018-04-17,23:00:00,0,0,0,0
2018-04-17,23:20:00,0,0,0,0
2018-04-17,23:40:00,0,0,0,0
