﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1450000065PV-4000W-V 10L1450000065
2017-12-10,00:00:00,0
2017-12-10,00:20:00,0
2017-12-10,00:40:00,0
2017-12-10,01:00:00,0
2017-12-10,01:20:00,0
2017-12-10,01:40:00,0
2017-12-10,02:00:00,0
2017-12-10,02:20:00,0
2017-12-10,02:40:00,0
2017-12-10,03:00:00,0
2017-12-10,03:20:00,0
2017-12-10,03:40:00,0
2017-12-10,04:00:00,0
2017-12-10,04:20:00,0
2017-12-10,04:40:00,0
2017-12-10,05:00:00,0
2017-12-10,05:20:00,0
2017-12-10,05:40:00,0
2017-12-10,06:00:00,0
2017-12-10,06:20:00,0
2017-12-10,06:40:00,0.05785
2017-12-10,07:00:00,0.1788
2017-12-10,07:20:00,0.23545
2017-12-10,07:40:00,0.3872
2017-12-10,08:00:00,0.5935
2017-12-10,08:20:00,1.05905
2017-12-10,08:40:00,1.4217
2017-12-10,09:00:00,1.7288
2017-12-10,09:20:00,1.92215
2017-12-10,09:40:00,2.0727
2017-12-10,10:00:00,2.2299
2017-12-10,10:20:00,2.3727
2017-12-10,10:40:00,2.5141
2017-12-10,11:00:00,2.60905
2017-12-10,11:20:00,2.7052
2017-12-10,11:40:00,2.7627
2017-12-10,12:00:00,2.7834
2017-12-10,12:20:00,2.77245
2017-12-10,12:40:00,2.69165
2017-12-10,13:00:00,2.631
2017-12-10,13:20:00,2.5297
2017-12-10,13:40:00,2.39535
2017-12-10,14:00:00,2.24305
2017-12-10,14:20:00,2.0315
2017-12-10,14:40:00,1.77505
2017-12-10,15:00:00,1.5004
2017-12-10,15:20:00,1.25775
2017-12-10,15:40:00,0.9621
2017-12-10,16:00:00,0.64075
2017-12-10,16:20:00,0.3744
2017-12-10,16:40:00,0.13615
2017-12-10,17:00:00,0.02715
2017-12-10,17:20:00,0.0015
2017-12-10,17:40:00,0
2017-12-10,18:00:00,0
2017-12-10,18:20:00,0
2017-12-10,18:40:00,0
2017-12-10,19:00:00,0
2017-12-10,19:20:00,0
2017-12-10,19:40:00,0
2017-12-10,20:00:00,0
2017-12-10,20:20:00,0
2017-12-10,20:40:00,0
2017-12-10,21:00:00,0
2017-12-10,21:20:00,0
2017-12-10,21:40:00,0
2017-12-10,22:00:00,0
2017-12-10,22:20:00,0
2017-12-10,22:40:00,0
2017-12-10,23:00:00,0
2017-12-10,23:20:00,0
2017-12-10,23:40:00,0
