﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2018-02-02,00:00:00,0.0166,0,0,0
2018-02-02,00:20:00,0.0166,0,0,0
2018-02-02,00:40:00,0.0166,0,0,0
2018-02-02,01:00:00,0.0166,0,0,0
2018-02-02,01:20:00,0.0166,0,0,0
2018-02-02,01:40:00,0.0166,0,0,0
2018-02-02,02:00:00,0.0166,0,0,0
2018-02-02,02:20:00,0.0166,0,0,0
2018-02-02,02:40:00,0.0166,0,0,0
2018-02-02,03:00:00,0.0166,0,0,0
2018-02-02,03:20:00,0.0166,0,0,0
2018-02-02,03:40:00,0.0166,0,0,0
2018-02-02,04:00:00,0.0166,0,0,0
2018-02-02,04:20:00,0.0166,0,0,0
2018-02-02,04:40:00,0.0166,0,0,0
2018-02-02,05:00:00,0.0166,0,0,0
2018-02-02,05:20:00,0.0166,0,0,0
2018-02-02,05:40:00,0.0166,0,0,0
2018-02-02,06:00:00,0.0166,0,0,0
2018-02-02,06:20:00,0.0166,0,0,0
2018-02-02,06:40:00,0.0166,0,0,5.0E-5
2018-02-02,07:00:00,0.04355,0.02145,0.00025,0.0259
2018-02-02,07:20:00,0.1452,0.10055,0.00545,0.1255
2018-02-02,07:40:00,0.2475,0.15695,0.06185,0.22085
2018-02-02,08:00:00,0.4051,0.2626,0.16375,0.36565
2018-02-02,08:20:00,0.52015,0.32415,0.22605,0.46075
2018-02-02,08:40:00,0.5056,0.31785,0.21915,0.4494
2018-02-02,09:00:00,0.7863,0.495,0.3972,0.712
2018-02-02,09:20:00,1.13385,0.7053,0.6162,1.0451
2018-02-02,09:40:00,0.9884,0.6107,0.5182,0.8864
2018-02-02,10:00:00,1.02175,0.6337,0.53945,0.9056
2018-02-02,10:20:00,0.9838,0.6065,0.51305,0.8711
2018-02-02,10:40:00,0.9002,0.55415,0.46005,0.8
2018-02-02,11:00:00,0.74055,0.46045,0.364,0.65745
2018-02-02,11:20:00,0.6884,0.4249,0.32945,0.6154
2018-02-02,11:40:00,0.47035,0.29435,0.19675,0.4238
2018-02-02,12:00:00,0.33695,0.2165,0.116,0.3047
2018-02-02,12:20:00,0.30235,0.19095,0.09615,0.27075
2018-02-02,12:40:00,0.34365,0.22015,0.12215,0.3108
2018-02-02,13:00:00,0.52845,0.3376,0.23615,0.4704
2018-02-02,13:20:00,0.7153,0.4515,0.3488,0.63325
2018-02-02,13:40:00,0.72905,0.45325,0.3551,0.64025
2018-02-02,14:00:00,0.53595,0.33145,0.23475,0.4665
2018-02-02,14:20:00,0.26875,0.17245,0.07125,0.2336
2018-02-02,14:40:00,0.2522,0.1621,0.0623,0.21935
2018-02-02,15:00:00,0.26475,0.16975,0.06805,0.2312
2018-02-02,15:20:00,0.2142,0.14125,0.03725,0.18915
2018-02-02,15:40:00,0.21515,0.13665,0.0418,0.1881
2018-02-02,16:00:00,0.1147,0.0736,0.001,0.0897
2018-02-02,16:20:00,0.05745,0.03575,0.00035,0.0405
2018-02-02,16:40:00,0.04325,0.02665,0.00025,0.02995
2018-02-02,17:00:00,0.0219,0.0131,0.00015,0.00615
2018-02-02,17:20:00,0.0166,0.00455,5.0E-5,0
2018-02-02,17:40:00,0.0166,0.0023,0,0
2018-02-02,18:00:00,0.0166,0.0005,0,0
2018-02-02,18:20:00,0.0166,0,0,0
2018-02-02,18:40:00,0.0166,0,0,0
2018-02-02,19:00:00,0.0166,0,0,0
2018-02-02,19:20:00,0.0166,0,0,0
2018-02-02,19:40:00,0.0166,0,0,0
2018-02-02,20:00:00,0.0166,0,0,0
2018-02-02,20:20:00,0.0166,0,0,0
2018-02-02,20:40:00,0.0166,0,0,0
2018-02-02,21:00:00,0.0166,0,0,0
2018-02-02,21:20:00,0.0166,0,0,0
2018-02-02,21:40:00,0.0166,0,0,0
2018-02-02,22:00:00,0.0166,0,0,0
2018-02-02,22:20:00,0.0166,0,0,0
2018-02-02,22:40:00,0.0166,0,0,0
2018-02-02,23:00:00,0.0166,0,0,0
2018-02-02,23:20:00,0.0166,0,0,0
2018-02-02,23:40:00,0.0166,0,0,0
