﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1638000173PV-5000W-V 10D1638000173陳慶修#1,1151449000296PV-5000W-V 1151449000296陳慶修#2,10D1638000183PV-5000W-V 10D1638000183陳慶修#3
2017-10-13,00:00:00,0,0,0
2017-10-13,00:20:00,0,0,0
2017-10-13,00:40:00,0,0,0
2017-10-13,01:00:00,0,0,0
2017-10-13,01:20:00,0,0,0
2017-10-13,01:40:00,0,0,0
2017-10-13,02:00:00,0,0,0
2017-10-13,02:20:00,0,0,0
2017-10-13,02:40:00,0,0,0
2017-10-13,03:00:00,0,0,0
2017-10-13,03:20:00,0,0,0
2017-10-13,03:40:00,0,0,0
2017-10-13,04:00:00,0,0,0
2017-10-13,04:20:00,0,0,0
2017-10-13,04:40:00,0,0,0
2017-10-13,05:00:00,0,0,0
2017-10-13,05:20:00,0,0,0
2017-10-13,05:40:00,0,0,0
2017-10-13,06:00:00,0.0068,0,0.00915
2017-10-13,06:20:00,0.12255,0,0.1292
2017-10-13,06:40:00,0.30605,0,0.31485
2017-10-13,07:00:00,0.5146,0,0.5281
2017-10-13,07:20:00,0.8994,0,0.92225
2017-10-13,07:40:00,1.0969,0,1.12345
2017-10-13,08:00:00,0.95075,0,0.9597
2017-10-13,08:20:00,1.0086,0,1.0098
2017-10-13,08:40:00,1.00405,0,1.0055
2017-10-13,09:00:00,1.88205,0,1.90545
2017-10-13,09:20:00,2.6926,0,2.68435
2017-10-13,09:40:00,2.34925,0,2.35185
2017-10-13,10:00:00,1.95125,0,1.94545
2017-10-13,10:20:00,2.2673,0,2.253
2017-10-13,10:40:00,3.48385,0,3.4695
2017-10-13,11:00:00,3.69265,0,3.6711
2017-10-13,11:20:00,3.22525,0,3.1907
2017-10-13,11:40:00,2.1801,0,2.13545
2017-10-13,12:00:00,1.941,0,1.8855
2017-10-13,12:20:00,2.1434,0,2.0886
2017-10-13,12:40:00,2.2524,0,2.1799
2017-10-13,13:00:00,1.5739,0,1.5052
2017-10-13,13:20:00,1.55165,0,1.4964
2017-10-13,13:40:00,1.80185,0,1.72725
2017-10-13,14:00:00,1.9842,0,1.8563
2017-10-13,14:20:00,1.9496,0,1.74225
2017-10-13,14:40:00,1.21535,0,1.0803
2017-10-13,15:00:00,0.74075,0,0.6997
2017-10-13,15:20:00,0.44725,0,0.4418
2017-10-13,15:40:00,0.44285,0,0.43795
2017-10-13,16:00:00,0.47865,0,0.45405
2017-10-13,16:20:00,0.28015,0,0.26515
2017-10-13,16:40:00,0.12955,0,0.1246
2017-10-13,17:00:00,0.0181,0,0.01925
2017-10-13,17:20:00,0,0,0
2017-10-13,17:40:00,0,0,0
2017-10-13,18:00:00,0,0,0
2017-10-13,18:20:00,0,0,0
2017-10-13,18:40:00,0,0,0
2017-10-13,19:00:00,0,0,0
2017-10-13,19:20:00,0,0,0
2017-10-13,19:40:00,0,0,0
2017-10-13,20:00:00,0,0,0
2017-10-13,20:20:00,0,0,0
2017-10-13,20:40:00,0,0,0
2017-10-13,21:00:00,0,0,0
2017-10-13,21:20:00,0,0,0
2017-10-13,21:40:00,0,0,0
2017-10-13,22:00:00,0,0,0
2017-10-13,22:20:00,0,0,0
2017-10-13,22:40:00,0,0,0
2017-10-13,23:00:00,0,0,0
2017-10-13,23:20:00,0,0,0
2017-10-13,23:40:00,0,0,0
