﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11Z1713000275紀志星1-PV-5000W-V 11Z1713000275,1211724000256紀志星2-PV-3000N-V 1211724000256
2018-04-24,00:00:00,0,0
2018-04-24,00:20:00,0,0
2018-04-24,00:40:00,0,0
2018-04-24,01:00:00,0,0
2018-04-24,01:20:00,0,0
2018-04-24,01:40:00,0,0
2018-04-24,02:00:00,0,0
2018-04-24,02:20:00,0,0
2018-04-24,02:40:00,0,0
2018-04-24,03:00:00,0,0
2018-04-24,03:20:00,0,0
2018-04-24,03:40:00,0,0
2018-04-24,04:00:00,0,0
2018-04-24,04:20:00,0,0
2018-04-24,04:40:00,0,0
2018-04-24,05:00:00,0,0
2018-04-24,05:20:00,0,0
2018-04-24,05:40:00,0.0001,0
2018-04-24,06:00:00,0.06445,0.0216
2018-04-24,06:20:00,0.266,0.12805
2018-04-24,06:40:00,0.2408,0.1151
2018-04-24,07:00:00,0.24045,0.11515
2018-04-24,07:20:00,0.453,0.22075
2018-04-24,07:40:00,0.526,0.256
2018-04-24,08:00:00,1.3703,0.69
2018-04-24,08:20:00,1.83805,0.9202
2018-04-24,08:40:00,1.4074,0.69085
2018-04-24,09:00:00,1.75025,0.86335
2018-04-24,09:20:00,3.02955,1.5234
2018-04-24,09:40:00,1.78725,0.8851
2018-04-24,10:00:00,1.1284,0.55665
2018-04-24,10:20:00,0.93045,0.45315
2018-04-24,10:40:00,1.28385,0.63315
2018-04-24,11:00:00,2.3091,1.144
2018-04-24,11:20:00,1.85175,0.92025
2018-04-24,11:40:00,2.1632,1.07165
2018-04-24,12:00:00,1.87735,0.9328
2018-04-24,12:20:00,1.77905,0.88335
2018-04-24,12:40:00,1.6408,0.8151
2018-04-24,13:00:00,1.4882,0.7302
2018-04-24,13:20:00,1.06985,0.5287
2018-04-24,13:40:00,0.8589,0.4242
2018-04-24,14:00:00,0.37445,0.1818
2018-04-24,14:20:00,0.64885,0.3168
2018-04-24,14:40:00,0.35945,0.1739
2018-04-24,15:00:00,0.51165,0.25055
2018-04-24,15:20:00,0.9088,0.4505
2018-04-24,15:40:00,1.27665,0.63635
2018-04-24,16:00:00,1.0703,0.53255
2018-04-24,16:20:00,0.65405,0.3219
2018-04-24,16:40:00,0.4112,0.2001
2018-04-24,17:00:00,0.3693,0.1786
2018-04-24,17:20:00,0.22825,0.1092
2018-04-24,17:40:00,0.06455,0.02255
2018-04-24,18:00:00,0.02805,0.00565
2018-04-24,18:20:00,0,5.0E-5
2018-04-24,18:40:00,0,0
2018-04-24,19:00:00,0,0
2018-04-24,19:20:00,0,0
2018-04-24,19:40:00,0,0
2018-04-24,20:00:00,0,0
2018-04-24,20:20:00,0,0
2018-04-24,20:40:00,0,0
2018-04-24,21:00:00,0,0
2018-04-24,21:20:00,0,0
2018-04-24,21:40:00,0,0
2018-04-24,22:00:00,0,0
2018-04-24,22:20:00,0,0
2018-04-24,22:40:00,0,0
2018-04-24,23:00:00,0,0
2018-04-24,23:20:00,0,0
2018-04-24,23:40:00,0,0
