﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1751002234洪秋冬一期1-PV-5000W-HV 11O1751002234,11O1751002231洪秋冬一期2-PV-5000W-HV 11O1751002231,11O1751002170洪秋冬一期3-PV-5000W-HV 11O1751002170,1211750000643洪秋冬二期1-PV-3000N-V 1211750000643,1211750000640洪秋冬二期2-PV-3000N-V 1211750000640,1211750000644洪秋冬二期3-PV-3000N-V 1211750000644
2018-03-19,00:00:00,0,0,0,0,0,0
2018-03-19,00:20:00,0,0,0,0,0,0
2018-03-19,00:40:00,0,0,0,0,0,0
2018-03-19,01:00:00,0,0,0,0,0,0
2018-03-19,01:20:00,0,0,0,0,0,0
2018-03-19,01:40:00,0,0,0,0,0,0
2018-03-19,02:00:00,0,0,0,0,0,0
2018-03-19,02:20:00,0,0,0,0,0,0
2018-03-19,02:40:00,0,0,0,0,0,0
2018-03-19,03:00:00,0,0,0,0,0,0
2018-03-19,03:20:00,0,0,0,0,0,0
2018-03-19,03:40:00,0,0,0,0,0,0
2018-03-19,04:00:00,0,0,0,0,0,0
2018-03-19,04:20:00,0,0,0,0,0,0
2018-03-19,04:40:00,0,0,0,0,0,0
2018-03-19,05:00:00,0.01015,0,0,0,0,0
2018-03-19,05:20:00,0.01365,0,0,0,0,0
2018-03-19,05:40:00,0.01395,0,0,0,0,0
2018-03-19,06:00:00,0.031,0,0,0,0,0.00045
2018-03-19,06:20:00,0.1356,0.0831,0.0515,0.0418,0.05845,0.0531
2018-03-19,06:40:00,0.3537,0.33535,0.34845,0.1766,0.1875,0.17705
2018-03-19,07:00:00,0.6657,0.6461,0.66445,0.3547,0.36915,0.3576
2018-03-19,07:20:00,0.98205,0.96415,0.9871,0.5429,0.5571,0.54265
2018-03-19,07:40:00,1.47345,1.44735,1.4848,0.82095,0.6494,0.82155
2018-03-19,08:00:00,2.0163,1.98095,2.02905,1.01975,0.80275,1.1271
2018-03-19,08:20:00,2.284,2.2679,2.315,0.8765,1.2343,1.2756
2018-03-19,08:40:00,2.6447,2.62195,2.6726,1.1317,1.5147,1.33025
2018-03-19,09:00:00,3.0549,3.0319,3.0831,1.63985,1.75735,1.33635
2018-03-19,09:20:00,3.376,3.354,3.40575,1.8959,1.9442,1.45285
2018-03-19,09:40:00,3.7171,3.6777,3.73815,2.08895,2.1168,1.75575
2018-03-19,10:00:00,3.9279,3.90385,3.9565,2.21555,2.24775,2.0475
2018-03-19,10:20:00,4.11095,4.1063,4.14765,2.3271,2.36375,2.27085
2018-03-19,10:40:00,4.29125,4.3343,4.3444,2.44635,2.48855,2.42395
2018-03-19,11:00:00,4.37675,4.4268,4.43015,2.50225,2.5451,2.4812
2018-03-19,11:20:00,4.56325,4.6332,4.6249,2.60715,2.6579,2.5851
2018-03-19,11:40:00,3.6389,3.69445,3.6965,2.07485,2.11915,2.0559
2018-03-19,12:00:00,3.8775,3.93555,3.9392,2.211,2.25735,2.19465
2018-03-19,12:20:00,4.253,4.24935,4.3219,2.4187,2.4688,2.40105
2018-03-19,12:40:00,4.11635,4.0994,4.1856,2.34505,2.3975,2.32585
2018-03-19,13:00:00,4.24895,4.1578,4.3254,2.4235,2.47735,2.40355
2018-03-19,13:20:00,4.1642,4.05315,4.2323,2.37315,2.4292,2.35815
2018-03-19,13:40:00,3.5721,3.55035,3.62665,2.02685,2.0716,2.0129
2018-03-19,14:00:00,3.8705,3.76315,3.92315,2.1941,2.2421,2.18125
2018-03-19,14:20:00,3.6731,3.54955,3.7272,2.084,2.1331,2.06705
2018-03-19,14:40:00,2.57605,2.54335,2.6068,1.4649,1.4983,1.45525
2018-03-19,15:00:00,1.74515,1.7435,1.764,0.9843,1.0062,0.97765
2018-03-19,15:20:00,1.70895,1.69715,1.7233,0.9643,0.98335,0.9568
2018-03-19,15:40:00,1.4414,1.4345,1.45315,0.80855,0.8307,0.80185
2018-03-19,16:00:00,0.85565,0.8454,0.8551,0.4734,0.487,0.46985
2018-03-19,16:20:00,1.0994,1.0865,1.10565,0.61575,0.63165,0.6109
2018-03-19,16:40:00,0.9058,0.89055,0.9072,0.50345,0.5179,0.4995
2018-03-19,17:00:00,0.55715,0.5419,0.55295,0.30125,0.31305,0.29935
2018-03-19,17:20:00,0.18815,0.1741,0.1804,0.08495,0.0947,0.0844
2018-03-19,17:40:00,0.05515,0.04045,0.0442,0.0026,0.00955,0.0021
2018-03-19,18:00:00,0.02055,0.00785,0.01075,5.0E-5,0.0001,0
2018-03-19,18:20:00,0.00845,0.0006,0.0016,0,0,0
2018-03-19,18:40:00,0,0,0,0,0,0
2018-03-19,19:00:00,0,0,0,0,0,0
2018-03-19,19:20:00,0,0,0,0,0,0
2018-03-19,19:40:00,0,0,0,0,0,0
2018-03-19,20:00:00,0,0,0,0,0,0
2018-03-19,20:20:00,0,0,0,0,0,0
2018-03-19,20:40:00,0,0,0,0,0,0
2018-03-19,21:00:00,0,0,0,0,0,0
2018-03-19,21:20:00,0,0,0,0,0,0
2018-03-19,21:40:00,0,0,0,0,0,0
2018-03-19,22:00:00,0,0,0,0,0,0
2018-03-19,22:20:00,0,0,0,0,0,0
2018-03-19,22:40:00,0,0,0,0,0,0
2018-03-19,23:00:00,0,0,0,0,0,0
2018-03-19,23:20:00,0,0,0,0,0,0
2018-03-19,23:40:00,0,0,0,0,0,0
