﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211746000545林玲華1-PV-3000N-V 1211746000545,1211746000526林玲華2-PV-3000N-V 1211746000526
2018-01-01,00:00:00,0,0
2018-01-01,00:20:00,0,0
2018-01-01,00:40:00,0,0
2018-01-01,01:00:00,0,0
2018-01-01,01:20:00,0,0
2018-01-01,01:40:00,0,0
2018-01-01,02:00:00,0,0
2018-01-01,02:20:00,0,0
2018-01-01,02:40:00,0,0
2018-01-01,03:00:00,0,0
2018-01-01,03:20:00,0,0
2018-01-01,03:40:00,0,0
2018-01-01,04:00:00,0,0
2018-01-01,04:20:00,0,0
2018-01-01,04:40:00,0,0
2018-01-01,05:00:00,0,0
2018-01-01,05:20:00,0,0
2018-01-01,05:40:00,0,0
2018-01-01,06:00:00,0,0
2018-01-01,06:20:00,0,0
2018-01-01,06:40:00,0.01845,0.015
2018-01-01,07:00:00,0.0854,0.07345
2018-01-01,07:20:00,0.1379,0.1233
2018-01-01,07:40:00,0.10035,0.091
2018-01-01,08:00:00,0.17245,0.16305
2018-01-01,08:20:00,1.0252,1.01175
2018-01-01,08:40:00,1.2641,1.2559
2018-01-01,09:00:00,1.4946,1.4894
2018-01-01,09:20:00,1.63135,1.62885
2018-01-01,09:40:00,1.9051,1.9017
2018-01-01,10:00:00,2.02685,2.0272
2018-01-01,10:20:00,2.149,2.15195
2018-01-01,10:40:00,2.25735,2.26055
2018-01-01,11:00:00,2.32565,2.33115
2018-01-01,11:20:00,2.3774,2.38545
2018-01-01,11:40:00,2.41135,2.42195
2018-01-01,12:00:00,2.40665,2.41645
2018-01-01,12:20:00,2.39665,2.40485
2018-01-01,12:40:00,2.34085,2.34755
2018-01-01,13:00:00,2.27855,2.2833
2018-01-01,13:20:00,2.1682,2.17325
2018-01-01,13:40:00,2.0635,2.0647
2018-01-01,14:00:00,1.91435,1.9137
2018-01-01,14:20:00,1.73655,1.73285
2018-01-01,14:40:00,1.5387,1.5329
2018-01-01,15:00:00,1.33475,1.3273
2018-01-01,15:20:00,1.06355,1.0849
2018-01-01,15:40:00,0.6798,0.82895
2018-01-01,16:00:00,0.4445,0.57325
2018-01-01,16:20:00,0.2588,0.33815
2018-01-01,16:40:00,0.08835,0.13995
2018-01-01,17:00:00,0.02165,0.018
2018-01-01,17:20:00,0.0003,0.0002
2018-01-01,17:40:00,0,0
2018-01-01,18:00:00,0,0
2018-01-01,18:20:00,0,0
2018-01-01,18:40:00,0,0
2018-01-01,19:00:00,0,0
2018-01-01,19:20:00,0,0
2018-01-01,19:40:00,0,0
2018-01-01,20:00:00,0,0
2018-01-01,20:20:00,0,0
2018-01-01,20:40:00,0,0
2018-01-01,21:00:00,0,0
2018-01-01,21:20:00,0,0
2018-01-01,21:40:00,0,0
2018-01-01,22:00:00,0,0
2018-01-01,22:20:00,0,0
2018-01-01,22:40:00,0,0
2018-01-01,23:00:00,0,0
2018-01-01,23:20:00,0,0
2018-01-01,23:40:00,0,0
