﻿﻿﻿﻿﻿﻿﻿inDate,inTime,6151434000113PV-15000T-U 6151434000113 仁德懷恩,6151434000114PV-15000T-U 6151434000114 仁德懷恩
2018-04-18,00:00:00,0,0
2018-04-18,00:20:00,0,0
2018-04-18,00:40:00,0,0
2018-04-18,01:00:00,0,0
2018-04-18,01:20:00,0,0
2018-04-18,01:40:00,0,0
2018-04-18,02:00:00,0,0
2018-04-18,02:20:00,0,0
2018-04-18,02:40:00,0,0
2018-04-18,03:00:00,0,0
2018-04-18,03:20:00,0,0
2018-04-18,03:40:00,0,0
2018-04-18,04:00:00,0,0
2018-04-18,04:20:00,0,0
2018-04-18,04:40:00,0,0
2018-04-18,05:00:00,0,0
2018-04-18,05:20:00,0,0
2018-04-18,05:40:00,0.0008,0.0008
2018-04-18,06:00:00,0.1667,0.1694
2018-04-18,06:20:00,0.7349,0.75455
2018-04-18,06:40:00,0.6768,0.69015
2018-04-18,07:00:00,2.6046,2.5458
2018-04-18,07:20:00,3.95355,3.9228
2018-04-18,07:40:00,4.61505,4.6555
2018-04-18,08:00:00,5.58215,5.67905
2018-04-18,08:20:00,6.59855,6.63805
2018-04-18,08:40:00,5.8484,5.86375
2018-04-18,09:00:00,5.42235,5.4734
2018-04-18,09:20:00,5.0042,5.05055
2018-04-18,09:40:00,5.0579,5.11785
2018-04-18,10:00:00,6.36085,6.42525
2018-04-18,10:20:00,7.31045,7.3372
2018-04-18,10:40:00,9.274,9.26495
2018-04-18,11:00:00,10.68805,10.62325
2018-04-18,11:20:00,11.4314,11.39745
2018-04-18,11:40:00,11.09765,11.0516
2018-04-18,12:00:00,11.26055,11.19025
2018-04-18,12:20:00,10.6039,10.5241
2018-04-18,12:40:00,11.1372,11.02535
2018-04-18,13:00:00,11.1385,11.054
2018-04-18,13:20:00,10.6312,10.5212
2018-04-18,13:40:00,9.5289,9.46115
2018-04-18,14:00:00,9.0277,8.9536
2018-04-18,14:20:00,8.7342,8.71025
2018-04-18,14:40:00,8.57545,8.52565
2018-04-18,15:00:00,6.64075,6.65855
2018-04-18,15:20:00,4.9912,5.0417
2018-04-18,15:40:00,5.0743,5.16755
2018-04-18,16:00:00,3.9736,4.0729
2018-04-18,16:20:00,2.6528,2.62665
2018-04-18,16:40:00,1.8728,1.85065
2018-04-18,17:00:00,1.175,1.21185
2018-04-18,17:20:00,0.52625,0.52515
2018-04-18,17:40:00,0.1991,0.2091
2018-04-18,18:00:00,0.0048,0.00485
2018-04-18,18:20:00,0,0
2018-04-18,18:40:00,0,0
2018-04-18,19:00:00,0,0
2018-04-18,19:20:00,0,0
2018-04-18,19:40:00,0,0
2018-04-18,20:00:00,0,0
2018-04-18,20:20:00,0,0
2018-04-18,20:40:00,0,0
2018-04-18,21:00:00,0,0
2018-04-18,21:20:00,0,0
2018-04-18,21:40:00,0,0
2018-04-18,22:00:00,0,0
2018-04-18,22:20:00,0,0
2018-04-18,22:40:00,0,0
2018-04-18,23:00:00,0,0
2018-04-18,23:20:00,0,0
2018-04-18,23:40:00,0,0
