﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1638000173PV-5000W-V 10D1638000173陳慶修#1,1151449000296PV-5000W-V 1151449000296陳慶修#2,10D1638000183PV-5000W-V 10D1638000183陳慶修#3
2017-10-08,00:00:00,0,0,0
2017-10-08,00:20:00,0,0,0
2017-10-08,00:40:00,0,0,0
2017-10-08,01:00:00,0,0,0
2017-10-08,01:20:00,0,0,0
2017-10-08,01:40:00,0,0,0
2017-10-08,02:00:00,0,0,0
2017-10-08,02:20:00,0,0,0
2017-10-08,02:40:00,0,0,0
2017-10-08,03:00:00,0,0,0
2017-10-08,03:20:00,0,0,0
2017-10-08,03:40:00,0,0,0
2017-10-08,04:00:00,0,0,0
2017-10-08,04:20:00,0,0,0
2017-10-08,04:40:00,0,0,0
2017-10-08,05:00:00,0,0,0
2017-10-08,05:20:00,0,0,0
2017-10-08,05:40:00,0,0,0
2017-10-08,06:00:00,0.02925,0,0.03395
2017-10-08,06:20:00,0.1163,0,0.12605
2017-10-08,06:40:00,0.37115,0,0.39315
2017-10-08,07:00:00,0.6578,0,0.68685
2017-10-08,07:20:00,0.6815,0,0.7077
2017-10-08,07:40:00,1.17655,0,1.2115
2017-10-08,08:00:00,1.6426,0,1.68295
2017-10-08,08:20:00,1.7832,0,1.80525
2017-10-08,08:40:00,1.91805,0,1.9313
2017-10-08,09:00:00,2.51015,0,2.5379
2017-10-08,09:20:00,2.72095,0,2.7507
2017-10-08,09:40:00,3.01615,0,3.0272
2017-10-08,10:00:00,3.2265,0,3.25755
2017-10-08,10:20:00,3.437,0,3.4557
2017-10-08,10:40:00,3.5479,0,3.5617
2017-10-08,11:00:00,3.6612,0,3.6652
2017-10-08,11:20:00,3.75525,0,3.7467
2017-10-08,11:40:00,3.78685,0,3.7847
2017-10-08,12:00:00,3.5543,0,3.5577
2017-10-08,12:20:00,3.79385,0,3.79115
2017-10-08,12:40:00,2.76655,0,2.7839
2017-10-08,13:00:00,2.6513,0,2.58915
2017-10-08,13:20:00,2.01155,0,1.9796
2017-10-08,13:40:00,2.08535,0,2.007
2017-10-08,14:00:00,1.30745,0,1.2049
2017-10-08,14:20:00,0.9008,0,0.84985
2017-10-08,14:40:00,0.8093,0,0.78365
2017-10-08,15:00:00,1.991,0,1.49425
2017-10-08,15:20:00,1.22275,0,0.9677
2017-10-08,15:40:00,1.013,0,0.7865
2017-10-08,16:00:00,0.5548,0,0.4911
2017-10-08,16:20:00,0.46495,0,0.35
2017-10-08,16:40:00,0.611,0,0.3936
2017-10-08,17:00:00,0.23305,0,0.17635
2017-10-08,17:20:00,0.02065,0,0.01555
2017-10-08,17:40:00,0,0,0
2017-10-08,18:00:00,0,0,0
2017-10-08,18:20:00,0,0,0
2017-10-08,18:40:00,0,0,0
2017-10-08,19:00:00,0,0,0
2017-10-08,19:20:00,0,0,0
2017-10-08,19:40:00,0,0,0
2017-10-08,20:00:00,0,0,0
2017-10-08,20:20:00,0,0,0
2017-10-08,20:40:00,0,0,0
2017-10-08,21:00:00,0,0,0
2017-10-08,21:20:00,0,0,0
2017-10-08,21:40:00,0,0,0
2017-10-08,22:00:00,0,0,0
2017-10-08,22:20:00,0,0,0
2017-10-08,22:40:00,0,0,0
2017-10-08,23:00:00,0,0,0
2017-10-08,23:20:00,0,0,0
2017-10-08,23:40:00,0,0,0
